ID,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP,PERFIL,PES_GENERO,PES_NASCIMENTO_DATA,ATR_PF_GEO_RENDA_FAM,IDADE
121726,0,22,58,0,NAO,PROSPECT,M,1975-09-08,DE 14SM ATE 25SM,46.28
291259,0,1,1,0,NAO,PROSPECT,F,1990-05-22,DE 4SM ATE 8SM,31.57
138986,32,14,0,53,SIM,PROSPECT,M,1958-09-30,DE 8SM ATE 14SM,63.23
264824,0,34,107,131,SIM,PROSPECT,F,1975-08-07,DE 4SM ATE 8SM,46.37
77175,0,1,1,0,NAO,PROSPECT,I,1956-12-23,DE 8SM ATE 14SM,65.00
327977,0,4,1,0,NAO,PROSPECT,F,1976-09-09,DE 8SM ATE 14SM,45.27
271779,0,11,4,2,NAO,PROSPECT,F,1970-02-07,DE 2SM ATE 3SM,51.87
71793,10,26,46,0,NAO,PROSPECT,F,1983-03-23,DE 3SM ATE 4SM,38.74
187358,3,1,0,4,SIM,PROSPECT,F,1993-03-10,DE 3SM ATE 4SM,28.77
166923,1,4,2,5,SIM,PROSPECT,F,1989-05-06,DE 8SM ATE 14SM,32.61
367473,2,6,9,0,NAO,PROSPECT,M,1990-05-22,DE 4SM ATE 8SM,31.57
180190,0,6,8,0,NAO,PROSPECT,I,1975-10-25,DE 3SM ATE 4SM,46.15
297609,0,4,2,0,NAO,PROSPECT,M,1982-02-15,DE 4SM ATE 8SM,39.84
155198,3,8,7,4,NAO,PROSPECT,M,1983-01-21,DE 8SM ATE 14SM,38.91
252511,0,7,2,0,NAO,PROSPECT,F,1974-04-30,DE 3SM ATE 4SM,47.64
84656,14,12,10,0,NAO,PROSPECT,F,1960-04-22,DE 3SM ATE 4SM,61.67
105810,0,2,1,1,NAO,PROSPECT,M,1987-11-13,ACIMA DE 25SM,34.09
110188,1,4,2,2,NAO,PROSPECT,F,2000-01-01,DE 3SM ATE 4SM,21.95
122342,0,1,0,3,SIM,PROSPECT,M,1981-04-21,DE 8SM ATE 14SM,40.66
54050,0,6,2,4,NAO,PROSPECT,M,1983-09-30,DE 4SM ATE 8SM,38.21
294347,47,50,12,135,NAO,PROSPECT,F,1974-02-17,DE 3SM ATE 4SM,47.84
132869,0,41,88,20,NAO,PROSPECT,M,1979-01-11,DE 3SM ATE 4SM,42.94
183562,0,1,0,5,SIM,PROSPECT,M,1972-08-08,DE 4SM ATE 8SM,49.37
104983,2,15,13,0,NAO,PROSPECT,M,1977-04-02,DE 8SM ATE 14SM,44.71
358169,0,5,4,0,NAO,PROSPECT,M,1992-05-08,DE 3SM ATE 4SM,29.60
340802,0,15,19,0,NAO,PROSPECT,F,1992-08-03,DE 4SM ATE 8SM,29.37
8947,14,19,0,49,SIM,PROSPECT,M,1984-05-26,DE 3SM ATE 4SM,37.56
365431,0,1,2,0,NAO,PROSPECT,M,1982-09-13,DE 4SM ATE 8SM,39.26
88282,4,22,24,0,NAO,PROSPECT,I,1984-03-03,DE 3SM ATE 4SM,37.79
49784,0,1,2,0,NAO,PROSPECT,M,1990-08-07,DE 2SM ATE 3SM,31.36
213542,3,2,3,0,NAO,PROSPECT,M,1994-07-18,DE 3SM ATE 4SM,27.41
321670,2,2,3,0,NAO,PROSPECT,M,1993-08-03,DE 3SM ATE 4SM,28.37
34156,3,8,7,1,NAO,PROSPECT,F,1991-05-06,DE 4SM ATE 8SM,30.61
114502,0,3,4,0,NAO,PROSPECT,M,1956-08-25,DE 3SM ATE 4SM,65.33
233996,10,13,13,0,NAO,PROSPECT,M,1970-03-24,DE 4SM ATE 8SM,51.74
188412,0,24,6,35,NAO,PROSPECT,F,1960-02-14,DE 8SM ATE 14SM,61.86
220124,0,3,0,10,SIM,PROSPECT,F,1936-05-21,DE 8SM ATE 14SM,85.61
14218,0,7,6,0,NAO,PROSPECT,F,1996-07-12,DE 4SM ATE 8SM,25.42
229778,0,52,89,332,SIM,PROSPECT,F,1972-10-15,DE 8SM ATE 14SM,49.18
219560,18,20,10,17,SIM,PROSPECT,M,2000-01-01,ACIMA DE 25SM,21.95
283194,14,20,8,22,SIM,PROSPECT,M,1986-11-22,DE 14SM ATE 25SM,35.07
260138,0,14,6,9,SIM,PROSPECT,F,1950-02-05,DE 8SM ATE 14SM,71.89
148366,10,6,5,0,NAO,PROSPECT,F,1982-11-06,DE 3SM ATE 4SM,39.11
344437,30,18,0,75,SIM,PROSPECT,M,1961-02-21,DE 4SM ATE 8SM,60.83
241562,6,3,0,20,SIM,PROSPECT,M,1974-04-27,DE 4SM ATE 8SM,47.65
359361,0,5,6,0,NAO,PROSPECT,F,1995-06-28,DE 4SM ATE 8SM,26.46
242234,0,59,197,462,SIM,PROSPECT,M,1981-01-27,DE 3SM ATE 4SM,40.89
178499,0,5,7,0,NAO,PROSPECT,M,1961-09-18,DE 3SM ATE 4SM,60.26
2159,0,25,0,0,NAO,PROSPECT,M,1953-07-15,DE 3SM ATE 4SM,68.44
342045,6,15,16,1,NAO,PROSPECT,M,1979-09-14,DE 2SM ATE 3SM,42.26
199378,7,3,0,8,SIM,PROSPECT,F,1943-04-03,DE 4SM ATE 8SM,78.74
312983,0,3,1,0,NAO,PROSPECT,F,1953-08-17,DE 4SM ATE 8SM,68.35
291316,12,17,0,17,SIM,PROSPECT,M,1981-08-17,DE 3SM ATE 4SM,40.34
370213,0,5,3,0,NAO,PROSPECT,M,1982-03-23,DE 3SM ATE 4SM,39.74
2822,0,2,1,0,NAO,PROSPECT,F,1947-10-25,DE 3SM ATE 4SM,74.17
350402,0,43,44,138,SIM,PROSPECT,M,1983-08-31,DE 8SM ATE 14SM,38.30
235382,0,35,57,0,NAO,PROSPECT,F,1972-07-16,DE 3SM ATE 4SM,49.43
37616,0,27,74,4,NAO,PROSPECT,M,1977-12-31,DE 3SM ATE 4SM,43.97
11935,0,3,3,0,NAO,PROSPECT,F,1989-01-13,DE 8SM ATE 14SM,32.92
277313,0,4,1,4,NAO,PROSPECT,M,1981-07-02,DE 4SM ATE 8SM,40.46
250576,0,11,1,1,NAO,PROSPECT,M,1986-03-04,DE 4SM ATE 8SM,35.79
271935,26,39,20,112,NAO,PROSPECT,M,1951-01-24,DE 4SM ATE 8SM,70.92
111369,0,2,2,0,NAO,PROSPECT,F,1992-08-20,DE 14SM ATE 25SM,29.32
367010,10,18,0,26,SIM,PROSPECT,M,1970-07-13,DE 4SM ATE 8SM,51.44
91098,5,7,9,0,NAO,PROSPECT,M,1990-12-29,DE 8SM ATE 14SM,30.96
11425,0,6,3,0,NAO,PROSPECT,F,1983-06-25,DE 3SM ATE 4SM,38.48
171510,0,1,0,0,NAO,PROSPECT,F,1955-07-24,DE 8SM ATE 14SM,66.42
45035,0,5,1,0,NAO,PROSPECT,M,1977-11-29,DE 14SM ATE 25SM,44.05
271003,0,1,2,0,NAO,PROSPECT,M,1979-05-23,DE 3SM ATE 4SM,42.57
256115,22,21,8,0,NAO,PROSPECT,F,1961-05-06,DE 8SM ATE 14SM,60.63
195864,24,26,11,4,NAO,PROSPECT,F,2000-01-01,DE 4SM ATE 8SM,21.95
13611,0,5,1,0,NAO,PROSPECT,F,1976-01-29,DE 4SM ATE 8SM,45.89
296836,0,1,1,0,NAO,PROSPECT,M,1966-07-26,DE 8SM ATE 14SM,55.41
238053,22,19,16,0,NAO,PROSPECT,M,1980-01-07,DE 4SM ATE 8SM,41.95
55912,17,42,24,100,NAO,PROSPECT,M,1970-05-04,DE 14SM ATE 25SM,51.63
331471,51,18,7,0,NAO,PROSPECT,M,1938-05-12,DE 4SM ATE 8SM,83.63
349909,2,24,30,0,NAO,PROSPECT,M,1982-04-05,DE 3SM ATE 4SM,39.70
81727,0,1,2,0,NAO,PROSPECT,M,1961-10-30,DE 3SM ATE 4SM,60.15
300377,58,29,26,0,NAO,PROSPECT,M,1980-10-26,DE 14SM ATE 25SM,41.14
137853,0,1,5,0,NAO,PROSPECT,F,1982-11-28,DE 8SM ATE 14SM,39.05
250353,0,1,1,1,NAO,PROSPECT,M,1969-09-14,DE 8SM ATE 14SM,52.27
49423,0,26,6,32,NAO,PROSPECT,M,1982-10-31,DE 4SM ATE 8SM,39.13
278507,0,4,2,3,NAO,PROSPECT,F,1983-01-05,DE 14SM ATE 25SM,38.95
166418,15,30,1,84,SIM,PROSPECT,M,1981-10-10,DE 4SM ATE 8SM,40.19
227507,0,60,1102,920,SIM,PROSPECT,F,1967-05-27,DE 3SM ATE 4SM,54.57
122841,0,1,0,0,NAO,PROSPECT,F,1985-01-27,DE 3SM ATE 4SM,36.89
40506,118,26,0,156,SIM,PROSPECT,M,1982-12-11,DE 3SM ATE 4SM,39.02
68046,0,20,24,0,NAO,PROSPECT,M,1981-01-15,DE 8SM ATE 14SM,40.92
326434,10,6,15,29,NAO,PROSPECT,M,1984-02-07,DE 4SM ATE 8SM,37.86
177174,0,17,29,0,NAO,PROSPECT,M,1982-01-19,DE 4SM ATE 8SM,39.91
301358,0,10,12,0,NAO,PROSPECT,M,1991-11-27,DE 4SM ATE 8SM,30.05
244252,0,4,0,13,SIM,PROSPECT,M,1972-02-15,DE 4SM ATE 8SM,49.84
97527,0,60,635,76,SIM,PROSPECT,M,1982-10-15,DE 3SM ATE 4SM,39.17
187797,5,22,30,0,NAO,PROSPECT,F,1981-07-08,DE 3SM ATE 4SM,40.44
297658,0,3,3,0,NAO,PROSPECT,M,1981-03-10,DE 8SM ATE 14SM,40.77
232513,0,37,69,10,SIM,PROSPECT,M,1985-05-13,DE 4SM ATE 8SM,36.60
99650,0,4,2,0,NAO,PROSPECT,M,1980-10-10,DE 8SM ATE 14SM,41.19
261015,0,24,4,37,NAO,PROSPECT,M,1978-07-13,DE 14SM ATE 25SM,43.43
234534,10,20,24,0,NAO,PROSPECT,F,1954-10-24,DE 8SM ATE 14SM,67.17
192288,0,3,5,0,NAO,PROSPECT,F,1976-02-28,DE 4SM ATE 8SM,45.81
20952,0,19,3,0,NAO,PROSPECT,F,1959-09-26,DE 8SM ATE 14SM,62.24
163490,0,1,1,0,NAO,PROSPECT,F,1983-11-16,DE 4SM ATE 8SM,38.09
10534,0,48,163,198,SIM,PROSPECT,M,1965-02-27,DE 8SM ATE 14SM,56.81
293315,0,13,2,0,NAO,PROSPECT,M,1989-07-31,DE 14SM ATE 25SM,32.38
304181,9,10,11,1,NAO,PROSPECT,M,1989-10-23,DE 14SM ATE 25SM,32.15
362151,2,22,33,0,NAO,PROSPECT,M,2000-01-01,DE 3SM ATE 4SM,21.95
24058,0,3,4,0,NAO,PROSPECT,F,1976-08-06,DE 8SM ATE 14SM,45.37
8569,2,8,7,0,NAO,PROSPECT,F,1987-06-16,DE 8SM ATE 14SM,34.50
10059,0,1,0,1,SIM,PROSPECT,M,1987-02-04,DE 4SM ATE 8SM,34.86
279914,0,1,0,0,NAO,PROSPECT,M,1963-01-27,DE 14SM ATE 25SM,58.90
65132,0,1,1,0,NAO,PROSPECT,I,1965-09-30,DE 14SM ATE 25SM,56.23
230122,0,37,326,46,NAO,PROSPECT,F,1986-05-30,DE 14SM ATE 25SM,35.55
130205,0,4,3,4,NAO,PROSPECT,M,2000-01-01,DE 4SM ATE 8SM,21.95
51015,12,13,41,0,NAO,PROSPECT,M,1976-05-07,DE 8SM ATE 14SM,45.62
275506,0,2,0,6,SIM,PROSPECT,M,1971-10-23,DE 3SM ATE 4SM,50.16
131252,0,2,0,0,NAO,PROSPECT,M,1982-01-07,DE 4SM ATE 8SM,39.94
115045,1,4,5,0,NAO,PROSPECT,F,1990-02-08,DE 4SM ATE 8SM,31.85
148649,0,7,4,0,NAO,PROSPECT,M,1980-05-08,DE 8SM ATE 14SM,41.61
300678,0,6,5,4,NAO,PROSPECT,M,1971-10-30,ACIMA DE 25SM,50.14
369596,0,5,5,0,NAO,PROSPECT,M,1990-10-07,DE 8SM ATE 14SM,31.19
109205,0,53,154,15,NAO,PROSPECT,M,1963-09-16,ACIMA DE 25SM,58.27
137434,0,2,2,1,NAO,PROSPECT,F,1933-01-01,DE 3SM ATE 4SM,88.99
101215,144,52,1,359,SIM,PROSPECT,M,1969-06-22,DE 14SM ATE 25SM,52.50
232901,0,4,4,0,NAO,PROSPECT,M,1964-03-09,DE 8SM ATE 14SM,57.79
182249,17,37,5,162,SIM,PROSPECT,M,1982-06-19,DE 3SM ATE 4SM,39.50
98383,0,2,2,0,NAO,PROSPECT,F,1990-10-23,DE 4SM ATE 8SM,31.15
97310,1,53,8,107,NAO,PROSPECT,M,1990-11-26,DE 4SM ATE 8SM,31.05
167303,0,34,17,53,NAO,PROSPECT,M,1954-09-18,DE 8SM ATE 14SM,67.27
204193,0,1,4,0,NAO,PROSPECT,M,1958-05-21,ACIMA DE 25SM,63.59
182458,1,1,1,0,NAO,PROSPECT,M,1958-12-10,DE 4SM ATE 8SM,63.04
166420,0,1,0,0,NAO,PROSPECT,F,1983-11-03,ACIMA DE 25SM,38.12
195776,0,5,3,1,NAO,PROSPECT,M,1958-09-17,DE 8SM ATE 14SM,63.27
66553,3,8,4,14,NAO,PROSPECT,M,1990-08-15,DE 4SM ATE 8SM,31.34
75981,2,6,5,0,NAO,PROSPECT,F,1964-10-23,DE 3SM ATE 4SM,57.16
12487,10,7,3,0,NAO,PROSPECT,M,1964-10-11,DE 4SM ATE 8SM,57.20
257685,10,47,0,254,SIM,PROSPECT,F,1978-04-11,DE 4SM ATE 8SM,43.69
26102,10,7,3,0,NAO,PROSPECT,F,1983-06-15,DE 3SM ATE 4SM,38.51
86102,3,14,36,0,NAO,PROSPECT,M,1988-05-13,DE 3SM ATE 4SM,33.59
344742,38,51,297,723,SIM,PROSPECT,M,2000-01-01,DE 4SM ATE 8SM,21.95
315358,0,43,83,231,SIM,PROSPECT,M,1986-05-10,DE 4SM ATE 8SM,35.60
201703,0,10,6,1,NAO,PROSPECT,F,1960-02-10,DE 4SM ATE 8SM,61.87
146496,0,3,4,0,NAO,PROSPECT,F,1981-10-11,DE 4SM ATE 8SM,40.18
367535,42,43,1,239,SIM,PROSPECT,M,1981-02-22,DE 3SM ATE 4SM,40.82
221228,24,47,0,275,SIM,PROSPECT,M,1956-04-06,DE 8SM ATE 14SM,65.72
231383,0,31,47,106,SIM,PROSPECT,F,1970-12-25,DE 4SM ATE 8SM,50.99
197624,0,1,1,0,NAO,PROSPECT,M,1982-01-22,DE 2SM ATE 3SM,39.90
360387,14,2,1,2,NAO,PROSPECT,M,1994-03-21,DE 8SM ATE 14SM,27.74
65672,0,15,14,0,NAO,PROSPECT,F,1996-09-05,DE 3SM ATE 4SM,25.27
61542,0,10,15,0,NAO,PROSPECT,F,1985-07-07,DE 4SM ATE 8SM,36.44
28417,0,13,7,0,NAO,PROSPECT,M,1983-01-20,DE 4SM ATE 8SM,38.91
22152,0,2,2,0,NAO,PROSPECT,F,1994-08-13,DE 4SM ATE 8SM,27.34
276686,1,10,11,1,NAO,PROSPECT,M,1986-04-28,DE 8SM ATE 14SM,35.64
36004,2,56,161,299,SIM,PROSPECT,F,1956-07-18,DE 8SM ATE 14SM,65.43
157704,2,11,0,22,SIM,PROSPECT,M,1990-03-17,DE 4SM ATE 8SM,31.75
238725,0,17,23,2,NAO,PROSPECT,M,1985-12-01,DE 3SM ATE 4SM,36.04
337658,171,45,204,217,NAO,PROSPECT,M,1984-04-13,DE 4SM ATE 8SM,37.68
35376,0,49,217,97,SIM,PROSPECT,M,1973-08-20,DE 4SM ATE 8SM,48.33
260872,5,1,0,2,SIM,PROSPECT,I,1946-10-17,DE 4SM ATE 8SM,75.19
163472,0,1,1,0,NAO,PROSPECT,F,1973-03-25,ACIMA DE 25SM,48.74
67649,0,2,2,0,NAO,PROSPECT,F,1972-05-12,DE 3SM ATE 4SM,49.61
346579,26,36,9,88,NAO,PROSPECT,F,1972-05-13,DE 4SM ATE 8SM,49.60
259471,21,21,11,16,NAO,PROSPECT,M,1990-10-31,DE 8SM ATE 14SM,31.12
35029,42,59,86,209,NAO,PROSPECT,M,1966-01-02,DE 3SM ATE 4SM,55.97
209602,0,60,487,2,NAO,PROSPECT,M,1988-10-09,DE 3SM ATE 4SM,33.18
120294,0,54,245,267,SIM,PROSPECT,M,1961-10-23,DE 4SM ATE 8SM,60.17
302686,0,2,2,0,NAO,PROSPECT,F,1984-09-04,DE 14SM ATE 25SM,37.28
260540,1,1,0,0,NAO,PROSPECT,F,1938-07-22,ACIMA DE 25SM,83.44
260072,0,1,1,0,NAO,PROSPECT,M,1982-08-15,DE 8SM ATE 14SM,39.34
74702,1,34,131,219,SIM,PROSPECT,M,1987-04-01,DE 8SM ATE 14SM,34.71
68299,0,1,1,0,NAO,PROSPECT,F,1974-03-25,DE 4SM ATE 8SM,47.74
210837,22,17,0,9,SIM,PROSPECT,M,2000-01-01,DE 4SM ATE 8SM,21.95
72882,0,5,5,0,NAO,PROSPECT,M,1956-04-25,DE 4SM ATE 8SM,65.66
66235,0,12,5,0,NAO,PROSPECT,M,1981-03-21,DE 4SM ATE 8SM,40.74
262654,4,17,8,5,NAO,PROSPECT,M,1989-02-22,DE 3SM ATE 4SM,32.81
199893,0,1,0,0,NAO,PROSPECT,M,1986-10-11,DE 4SM ATE 8SM,35.18
334967,0,12,6,1,NAO,PROSPECT,F,1975-07-29,DE 3SM ATE 4SM,46.39
58644,0,5,2,0,NAO,PROSPECT,M,1984-08-26,DE 8SM ATE 14SM,37.31
254031,90,23,15,1,NAO,PROSPECT,M,1941-02-26,DE 4SM ATE 8SM,80.83
359973,4,10,17,0,NAO,PROSPECT,F,1991-10-27,DE 4SM ATE 8SM,30.14
21316,0,2,4,0,NAO,PROSPECT,M,1982-03-06,DE 4SM ATE 8SM,39.78
76999,2,1,1,0,NAO,PROSPECT,M,1981-08-15,DE 4SM ATE 8SM,40.34
264604,0,2,2,0,NAO,PROSPECT,F,1961-12-29,DE 3SM ATE 4SM,59.98
2427,4,3,3,0,NAO,PROSPECT,F,1986-07-14,DE 3SM ATE 4SM,35.43
81829,0,2,2,0,NAO,PROSPECT,M,1991-05-24,DE 3SM ATE 4SM,30.56
27913,0,12,12,39,SIM,PROSPECT,M,1958-09-23,DE 4SM ATE 8SM,63.25
176985,0,4,2,1,NAO,PROSPECT,F,1985-07-26,DE 3SM ATE 4SM,36.39
256557,2,4,0,5,SIM,PROSPECT,M,1977-05-19,DE 4SM ATE 8SM,44.58
239735,0,2,1,0,NAO,PROSPECT,M,1979-03-08,DE 8SM ATE 14SM,42.78
369943,0,2,2,0,NAO,PROSPECT,F,1993-04-26,DE 14SM ATE 25SM,28.64
315395,18,7,0,19,SIM,PROSPECT,M,1947-02-03,DE 3SM ATE 4SM,74.89
74136,0,38,67,89,SIM,PROSPECT,M,1971-06-05,DE 14SM ATE 25SM,50.54
110068,0,8,0,12,SIM,PROSPECT,F,1974-12-16,DE 4SM ATE 8SM,47.01
249278,1,7,14,0,NAO,PROSPECT,F,1987-06-20,DE 3SM ATE 4SM,34.49
145877,0,6,5,0,NAO,PROSPECT,F,1985-11-05,DE 4SM ATE 8SM,36.11
222889,4,27,6,37,NAO,PROSPECT,F,1986-10-24,DE 4SM ATE 8SM,35.15
54647,0,4,2,0,NAO,PROSPECT,F,1969-11-17,DE 4SM ATE 8SM,52.09
12240,16,38,0,358,SIM,PROSPECT,M,1967-08-02,DE 4SM ATE 8SM,54.39
166426,0,9,16,0,NAO,PROSPECT,F,1978-02-25,DE 3SM ATE 4SM,43.81
45171,0,2,2,0,NAO,PROSPECT,M,1993-03-26,DE 8SM ATE 14SM,28.72
190350,0,55,60,162,SIM,PROSPECT,M,1988-06-19,DE 4SM ATE 8SM,33.49
20184,11,13,17,0,NAO,PROSPECT,F,1986-02-06,DE 4SM ATE 8SM,35.86
224980,6,1,3,0,NAO,PROSPECT,F,1977-04-18,DE 14SM ATE 25SM,44.67
251619,1,7,0,10,SIM,PROSPECT,M,1989-07-27,DE 14SM ATE 25SM,32.39
36863,0,3,2,0,NAO,PROSPECT,F,1952-01-29,DE 8SM ATE 14SM,69.91
216639,0,60,710,1064,SIM,PROSPECT,M,1991-07-20,DE 3SM ATE 4SM,30.41
59816,0,1,0,0,NAO,PROSPECT,F,1985-09-01,DE 8SM ATE 14SM,36.29
351998,0,5,4,0,NAO,PROSPECT,M,1983-04-21,DE 3SM ATE 4SM,38.66
288164,13,24,0,73,SIM,PROSPECT,M,1980-09-07,DE 8SM ATE 14SM,41.28
49143,0,2,1,0,NAO,PROSPECT,F,2000-01-01,DE 8SM ATE 14SM,21.95
49504,123,37,24,87,SIM,PROSPECT,M,1971-10-26,DE 8SM ATE 14SM,50.15
118643,1,15,8,0,NAO,PROSPECT,M,1978-07-14,DE 3SM ATE 4SM,43.43
277951,0,1,1,0,NAO,PROSPECT,F,1958-06-18,DE 3SM ATE 4SM,63.52
299239,2,1,0,0,NAO,PROSPECT,M,1974-12-06,DE 8SM ATE 14SM,47.04
297931,0,1,0,2,SIM,PROSPECT,M,1956-11-08,DE 4SM ATE 8SM,65.12
92657,2,5,7,0,NAO,PROSPECT,M,1958-12-17,DE 8SM ATE 14SM,63.02
65684,0,5,5,0,NAO,PROSPECT,F,1959-05-15,DE 4SM ATE 8SM,62.61
218609,0,59,374,681,SIM,PROSPECT,F,2025-03-27,DE 4SM ATE 8SM,-3.30
71289,21,20,10,1,NAO,PROSPECT,F,1980-05-09,DE 8SM ATE 14SM,41.61
132165,0,7,9,0,NAO,PROSPECT,F,1985-11-06,DE 3SM ATE 4SM,36.11
162938,1,8,5,0,NAO,PROSPECT,M,1957-06-09,DE 3SM ATE 4SM,64.54
30852,0,1,1,0,NAO,PROSPECT,F,1981-05-28,DE 14SM ATE 25SM,40.56
271498,3,6,5,0,NAO,PROSPECT,M,1983-09-30,DE 8SM ATE 14SM,38.21
248442,0,5,3,1,NAO,PROSPECT,F,1933-02-06,DE 14SM ATE 25SM,88.89
188987,0,1,1,0,NAO,PROSPECT,M,1961-10-04,DE 3SM ATE 4SM,60.22
89131,8,8,0,18,SIM,PROSPECT,M,1991-03-18,DE 3SM ATE 4SM,30.75
101930,0,2,1,0,NAO,PROSPECT,M,1944-10-08,DE 4SM ATE 8SM,77.22
334277,4,6,7,1,SIM,PROSPECT,M,1955-02-03,DE 8SM ATE 14SM,66.89
241332,10,2,0,3,SIM,PROSPECT,F,1985-09-18,DE 3SM ATE 4SM,36.24
166613,0,5,0,0,NAO,PROSPECT,M,1988-12-11,DE 3SM ATE 4SM,33.01
352159,0,13,16,0,NAO,PROSPECT,I,1975-05-31,DE 8SM ATE 14SM,46.55
121815,6,2,2,0,NAO,PROSPECT,M,1963-06-04,DE 4SM ATE 8SM,58.55
56281,4,9,13,0,NAO,PROSPECT,M,1975-09-23,DE 2SM ATE 3SM,46.24
356104,0,3,3,0,NAO,PROSPECT,M,1986-11-24,DE 14SM ATE 25SM,35.06
149975,0,9,4,0,NAO,PROSPECT,M,1958-10-16,ACIMA DE 25SM,63.19
308365,10,12,7,0,NAO,PROSPECT,M,1977-10-10,DE 3SM ATE 4SM,44.19
247316,0,5,6,0,NAO,PROSPECT,F,1986-04-27,DE 3SM ATE 4SM,35.64
57307,10,6,0,24,SIM,PROSPECT,M,1985-10-07,DE 14SM ATE 25SM,36.19
263417,0,8,3,0,NAO,PROSPECT,M,1953-08-17,DE 8SM ATE 14SM,68.35
207888,12,13,2,10,NAO,PROSPECT,M,1948-11-19,DE 14SM ATE 25SM,73.10
356032,0,1,2,0,NAO,PROSPECT,F,1968-08-05,DE 4SM ATE 8SM,53.38
117403,0,2,2,0,NAO,PROSPECT,F,1963-06-26,DE 14SM ATE 25SM,58.49
207423,38,57,0,569,SIM,PROSPECT,M,1984-09-21,DE 4SM ATE 8SM,37.24
300081,3,60,113,360,SIM,PROSPECT,M,1972-07-26,DE 4SM ATE 8SM,49.40
92774,23,19,0,115,SIM,PROSPECT,M,1978-06-26,DE 8SM ATE 14SM,43.48
352397,3,14,0,58,SIM,PROSPECT,M,1973-03-30,DE 4SM ATE 8SM,48.72
310029,0,35,40,57,SIM,PROSPECT,F,1976-09-09,ACIMA DE 25SM,45.27
779,52,38,5,96,SIM,PROSPECT,F,1982-02-04,DE 14SM ATE 25SM,39.87
224963,81,55,2,514,SIM,PROSPECT,M,2000-01-01,DE 4SM ATE 8SM,21.95
347107,0,1,1,0,NAO,PROSPECT,F,1958-12-12,DE 8SM ATE 14SM,63.03
344179,0,1,0,0,NAO,PROSPECT,F,1974-03-05,DE 4SM ATE 8SM,47.79
339077,0,1,0,0,NAO,PROSPECT,F,1977-09-09,DE 3SM ATE 4SM,44.27
155063,2,1,0,0,NAO,PROSPECT,F,1994-08-19,DE 4SM ATE 8SM,27.32
222289,0,12,5,26,NAO,PROSPECT,M,2001-01-01,DE 14SM ATE 25SM,20.95
191740,0,3,3,0,NAO,PROSPECT,F,1980-03-28,DE 14SM ATE 25SM,41.72
210942,0,5,4,0,NAO,PROSPECT,M,1940-12-09,DE 3SM ATE 4SM,81.05
327714,0,5,0,9,SIM,PROSPECT,F,1987-09-01,DE 4SM ATE 8SM,34.29
332994,2,6,6,0,NAO,PROSPECT,F,1993-05-26,DE 4SM ATE 8SM,28.55
257786,0,7,7,0,NAO,PROSPECT,F,1983-11-20,DE 4SM ATE 8SM,38.07
105336,0,12,12,0,NAO,PROSPECT,F,1944-03-26,DE 14SM ATE 25SM,77.75
351062,0,9,9,0,NAO,PROSPECT,F,1977-09-28,DE 3SM ATE 4SM,44.22
121613,0,1,0,6,SIM,PROSPECT,M,1981-11-25,DE 3SM ATE 4SM,40.06
130358,0,10,10,0,NAO,PROSPECT,F,1971-04-26,DE 8SM ATE 14SM,50.65
166955,53,32,14,204,SIM,PROSPECT,F,1966-08-07,DE 4SM ATE 8SM,55.37
193301,0,2,4,0,NAO,PROSPECT,F,1980-07-12,DE 4SM ATE 8SM,41.43
146919,0,10,8,0,NAO,PROSPECT,F,1988-10-05,DE 8SM ATE 14SM,33.20
264511,6,8,4,5,NAO,PROSPECT,M,1986-01-12,DE 4SM ATE 8SM,35.93
103275,12,1,0,1,SIM,PROSPECT,M,1983-03-28,DE 8SM ATE 14SM,38.72
226029,0,60,580,710,SIM,PROSPECT,F,1945-01-27,DE 8SM ATE 14SM,76.91
225461,0,1,0,0,NAO,PROSPECT,F,1972-12-31,DE 4SM ATE 8SM,48.97
147511,5,4,5,0,NAO,PROSPECT,F,1980-09-03,DE 3SM ATE 4SM,41.29
349748,15,16,7,1,NAO,PROSPECT,M,1968-10-20,DE 4SM ATE 8SM,53.17
239390,38,26,13,0,NAO,PROSPECT,F,1965-10-19,DE 8SM ATE 14SM,56.17
175844,0,53,223,21,NAO,PROSPECT,F,1942-06-27,DE 4SM ATE 8SM,79.50
171355,0,31,133,197,SIM,PROSPECT,M,1979-02-04,DE 14SM ATE 25SM,42.87
87772,2,12,6,7,SIM,PROSPECT,I,1983-08-16,DE 4SM ATE 8SM,38.34
220428,0,2,4,5,NAO,PROSPECT,F,1939-07-15,DE 4SM ATE 8SM,82.46
131729,0,58,775,217,SIM,PROSPECT,F,1979-03-02,DE 3SM ATE 4SM,42.80
316897,0,19,23,0,NAO,PROSPECT,M,1986-04-29,DE 8SM ATE 14SM,35.63
166942,0,1,0,1,NAO,PROSPECT,F,1985-09-30,DE 4SM ATE 8SM,36.21
96996,0,10,9,5,NAO,PROSPECT,M,1962-04-21,DE 4SM ATE 8SM,59.67
294519,132,41,11,150,SIM,PROSPECT,M,1962-09-20,DE 4SM ATE 8SM,59.26
71314,0,28,68,149,SIM,PROSPECT,F,1960-07-31,DE 14SM ATE 25SM,61.40
110689,0,57,238,253,SIM,PROSPECT,M,1976-09-21,DE 4SM ATE 8SM,45.24
