ID,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP,PERFIL,PES_GENERO,PES_NASCIMENTO_DATA,ATR_PF_GEO_RENDA_FAM,IDADE
3261,0,4,0,34,SIM,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1638,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3471,14,24,0,85,SIM,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1897,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
2344,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
2756,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
890,0,6,9,5,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
297,12,1,0,11,SIM,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
1754,10,50,268,6,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
3551,0,38,7,66,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
1408,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
2018,3,40,0,274,SIM,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1524,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 3SM ATE 4SM,21.95
2639,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
2172,4,40,85,26,SIM,ASSINANTE,M,2000-01-01,DE 14SM ATE 25SM,21.95
2317,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
2468,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1717,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1024,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3023,0,16,0,40,SIM,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
965,11,2,0,16,SIM,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1430,0,1,0,0,NAO,ASSINANTE,F,2000-01-01,DE 14SM ATE 25SM,21.95
2880,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 14SM ATE 25SM,21.95
1407,0,1,1,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3304,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,ACIMA DE 25SM,21.95
2153,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1357,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1662,4,4,5,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
2989,3,23,2,178,SIM,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
3065,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
405,32,18,0,102,SIM,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3567,7,56,410,1366,SIM,ASSINANTE,M,1974-05-24,DE 4SM ATE 8SM,47.57
3389,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,ACIMA DE 25SM,21.95
2510,28,4,3,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1447,0,0,0,0,NAO,ASSINANTE,F,1992-10-17,DE 4SM ATE 8SM,29.16
2334,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
2245,0,7,9,0,NAO,ASSINANTE,M,2000-01-01,ACIMA DE 25SM,21.95
198,0,2,4,3,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
1741,0,3,3,6,NAO,ASSINANTE,M,2000-01-01,DE 14SM ATE 25SM,21.95
1935,21,32,61,0,NAO,ASSINANTE,F,2000-01-01,ACIMA DE 25SM,21.95
838,0,56,171,266,NAO,ASSINANTE,M,1963-11-30,DE 8SM ATE 14SM,58.06
3244,14,13,22,2,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
482,46,20,31,7,NAO,ASSINANTE,M,1956-12-13,DE 4SM ATE 8SM,65.03
623,1,4,0,54,SIM,ASSINANTE,F,2000-01-01,DE 3SM ATE 4SM,21.95
728,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
704,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
3529,0,0,0,0,NAO,ASSINANTE,M,1976-11-21,DE 4SM ATE 8SM,45.07
2176,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
2139,0,0,0,0,NAO,ASSINANTE,M,1976-01-06,DE 4SM ATE 8SM,45.95
3433,5,21,23,6,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
2529,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
3606,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
2841,6,15,16,1,NAO,ASSINANTE,F,2000-01-01,DE 14SM ATE 25SM,21.95
3290,0,16,25,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
2712,12,46,148,2,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
2592,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
1256,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1824,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1845,0,0,0,0,NAO,ASSINANTE,M,1980-04-22,DE 3SM ATE 4SM,41.66
2181,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,ACIMA DE 25SM,21.95
1154,25,27,41,3,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
436,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
2222,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1831,0,12,6,15,NAO,ASSINANTE,M,1966-12-02,DE 2SM ATE 3SM,55.05
2948,0,0,0,0,NAO,ASSINANTE,M,1979-05-10,DE 8SM ATE 14SM,42.61
1035,0,11,8,0,NAO,ASSINANTE,F,2000-01-01,DE 3SM ATE 4SM,21.95
1020,14,60,524,908,SIM,ASSINANTE,F,2000-01-01,ACIMA DE 25SM,21.95
578,0,10,6,1,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
1513,57,32,77,133,SIM,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1189,18,11,10,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
3258,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1950,0,1,1,0,NAO,ASSINANTE,F,2000-01-01,DE 8SM ATE 14SM,21.95
3371,2,54,149,433,SIM,ASSINANTE,F,2000-01-01,DE 3SM ATE 4SM,21.95
734,3,13,26,5,NAO,ASSINANTE,M,1981-12-02,DE 4SM ATE 8SM,40.04
2053,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
3698,23,11,1,76,SIM,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
716,1,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1001,13,19,12,3,NAO,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
213,1,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1626,15,44,39,304,SIM,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
3118,33,23,36,14,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
3448,8,2,0,6,SIM,ASSINANTE,F,1967-06-29,DE 4SM ATE 8SM,54.48
218,12,6,7,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
292,9,0,0,0,NAO,ASSINANTE,M,1967-01-07,DE 4SM ATE 8SM,54.95
38,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
646,0,0,0,0,NAO,ASSINANTE,F,2000-01-01,DE 3SM ATE 4SM,21.95
1074,32,57,146,304,SIM,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
1053,17,18,22,0,NAO,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
966,0,9,12,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
2183,2,20,63,142,SIM,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
3225,46,33,30,75,NAO,ASSINANTE,M,1988-01-23,DE 14SM ATE 25SM,33.90
1836,4,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
861,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3114,0,0,0,0,NAO,ASSINANTE,F,1984-02-07,DE 3SM ATE 4SM,37.86
181,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 8SM ATE 14SM,21.95
932,0,0,0,0,NAO,ASSINANTE,M,1995-07-04,DE 4SM ATE 8SM,26.45
1521,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3360,96,59,0,446,SIM,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
1895,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
2902,0,15,21,39,NAO,ASSINANTE,M,2000-01-01,DE 4SM ATE 8SM,21.95
3151,33,17,1,78,SIM,ASSINANTE,M,2000-01-01,DE 3SM ATE 4SM,21.95
2956,2,3,0,24,SIM,ASSINANTE,F,2000-01-01,DE 4SM ATE 8SM,21.95
3472,0,0,0,0,NAO,ASSINANTE,M,2000-01-01,ACIMA DE 25SM,21.95
2849,0,1,1,0,NAO,ASSINANTE,F,2000-01-01,DE 3SM ATE 4SM,21.95
262517,0,1,0,1,NAO,PROSPECT,F,1951-03-17,DE 3SM ATE 4SM,70.78
369747,0,22,32,0,NAO,PROSPECT,F,1981-07-05,DE 8SM ATE 14SM,40.45
32099,46,21,9,4,NAO,PROSPECT,M,1973-10-26,DE 3SM ATE 4SM,48.15
124544,20,7,10,1,NAO,PROSPECT,M,1987-09-05,DE 3SM ATE 4SM,34.28
289172,0,4,4,1,NAO,PROSPECT,F,1991-06-12,DE 4SM ATE 8SM,30.51
118501,0,13,5,0,NAO,PROSPECT,M,1986-10-29,DE 4SM ATE 8SM,35.13
36788,0,28,30,66,NAO,PROSPECT,M,1942-05-28,DE 8SM ATE 14SM,79.58
221176,22,5,0,20,SIM,PROSPECT,F,1967-06-26,DE 8SM ATE 14SM,54.49
287384,0,27,39,6,NAO,PROSPECT,M,1952-09-29,DE 4SM ATE 8SM,69.24
302994,0,16,9,9,NAO,PROSPECT,M,1985-08-15,DE 8SM ATE 14SM,36.34
240582,0,3,1,4,NAO,PROSPECT,M,1981-08-21,ACIMA DE 25SM,40.32
349995,0,6,5,0,NAO,PROSPECT,F,1983-09-26,DE 3SM ATE 4SM,38.23
369380,0,1,1,0,NAO,PROSPECT,F,1976-02-16,DE 8SM ATE 14SM,45.84
118161,0,6,3,0,NAO,PROSPECT,M,1957-06-20,DE 8SM ATE 14SM,64.51
110210,0,3,3,0,NAO,PROSPECT,F,1988-12-23,DE 4SM ATE 8SM,32.98
261805,0,11,14,0,NAO,PROSPECT,F,1996-05-13,DE 3SM ATE 4SM,25.59
154350,0,1,1,0,NAO,PROSPECT,F,1983-06-06,DE 3SM ATE 4SM,38.53
236831,0,14,7,24,NAO,PROSPECT,M,1974-09-12,DE 3SM ATE 4SM,47.27
321586,6,11,9,0,NAO,PROSPECT,F,1963-10-23,DE 2SM ATE 3SM,58.17
228204,0,3,3,0,NAO,PROSPECT,F,1989-08-22,DE 14SM ATE 25SM,32.32
144984,63,41,15,6,NAO,PROSPECT,M,1973-11-08,DE 14SM ATE 25SM,48.11
59860,48,1,0,0,NAO,PROSPECT,M,1986-01-20,DE 4SM ATE 8SM,35.91
162115,0,7,7,0,NAO,PROSPECT,M,1990-12-19,DE 3SM ATE 4SM,30.99
247359,78,36,10,0,NAO,PROSPECT,M,1978-11-21,DE 4SM ATE 8SM,43.07
122220,0,60,522,5,NAO,PROSPECT,M,1981-11-16,DE 8SM ATE 14SM,40.09
266379,2,8,6,0,NAO,PROSPECT,M,1981-02-26,DE 3SM ATE 4SM,40.81
329645,18,20,3,34,SIM,PROSPECT,M,1984-07-16,DE 8SM ATE 14SM,37.42
82373,0,1,0,0,NAO,PROSPECT,F,1979-01-21,DE 8SM ATE 14SM,42.91
250785,2,37,64,2,NAO,PROSPECT,M,1974-05-13,DE 4SM ATE 8SM,47.60
88081,0,17,24,0,NAO,PROSPECT,M,1985-12-02,DE 3SM ATE 4SM,36.04
75235,0,22,17,17,NAO,PROSPECT,F,1985-04-26,DE 4SM ATE 8SM,36.64
179398,0,1,1,0,NAO,PROSPECT,M,1962-06-18,DE 4SM ATE 8SM,59.51
151062,19,23,8,12,SIM,PROSPECT,F,1982-11-05,DE 3SM ATE 4SM,39.12
174480,0,2,2,0,NAO,PROSPECT,F,1974-05-19,DE 3SM ATE 4SM,47.59
338336,48,47,0,69,SIM,PROSPECT,F,1960-12-28,DE 4SM ATE 8SM,60.98
100137,8,8,16,3,NAO,PROSPECT,F,1985-11-11,DE 3SM ATE 4SM,36.10
63535,0,6,2,0,NAO,PROSPECT,I,1967-04-24,DE 4SM ATE 8SM,54.66
8546,0,10,10,7,NAO,PROSPECT,M,1989-09-02,DE 3SM ATE 4SM,32.29
218146,0,2,2,0,NAO,PROSPECT,F,1985-09-14,DE 4SM ATE 8SM,36.26
248285,0,8,1,10,NAO,PROSPECT,F,1955-06-14,DE 14SM ATE 25SM,66.53
321236,16,15,2,39,SIM,PROSPECT,F,1978-07-27,DE 14SM ATE 25SM,43.40
47522,0,8,5,4,SIM,PROSPECT,F,2026-06-02,DE 8SM ATE 14SM,-4.49
324345,0,1,1,0,NAO,PROSPECT,F,1984-07-11,DE 4SM ATE 8SM,37.43
64130,0,6,3,0,NAO,PROSPECT,M,1967-01-04,DE 8SM ATE 14SM,54.96
203516,0,1,1,0,NAO,PROSPECT,F,1972-05-29,DE 3SM ATE 4SM,49.56
84171,0,15,22,0,NAO,PROSPECT,F,1979-05-22,DE 4SM ATE 8SM,42.58
112794,0,2,2,0,NAO,PROSPECT,M,1940-10-05,DE 8SM ATE 14SM,81.23
134135,1,2,1,0,NAO,PROSPECT,M,1983-05-30,DE 8SM ATE 14SM,38.55
353821,0,1,0,0,NAO,PROSPECT,M,1979-10-24,DE 4SM ATE 8SM,42.15
70748,0,5,1,3,NAO,PROSPECT,M,1988-03-06,DE 3SM ATE 4SM,33.78
230383,2,13,16,0,NAO,PROSPECT,F,1985-09-25,DE 8SM ATE 14SM,36.23
88708,2,2,4,0,NAO,PROSPECT,F,1983-07-17,DE 3SM ATE 4SM,38.42
148278,0,1,1,0,NAO,PROSPECT,F,1958-02-02,DE 4SM ATE 8SM,63.89
257502,72,39,49,3,NAO,PROSPECT,M,1979-05-28,DE 3SM ATE 4SM,42.56
250039,0,1,1,0,NAO,PROSPECT,F,1987-06-08,DE 4SM ATE 8SM,34.52
12948,0,5,4,0,NAO,PROSPECT,F,1982-09-04,DE 8SM ATE 14SM,39.29
138092,0,3,3,0,NAO,PROSPECT,M,1984-08-23,DE 8SM ATE 14SM,37.32
100645,0,21,17,62,SIM,PROSPECT,M,1955-11-01,DE 3SM ATE 4SM,66.15
358730,12,3,8,0,NAO,PROSPECT,F,1952-07-15,DE 8SM ATE 14SM,69.44
123406,1,7,0,10,SIM,PROSPECT,M,1982-11-14,ACIMA DE 25SM,39.09
136824,94,31,15,1,NAO,PROSPECT,M,1988-01-02,DE 4SM ATE 8SM,33.95
168369,0,33,104,0,NAO,PROSPECT,F,1994-08-04,DE 8SM ATE 14SM,27.36
368332,12,25,16,27,NAO,PROSPECT,M,1955-02-28,DE 3SM ATE 4SM,66.82
239958,0,3,3,0,NAO,PROSPECT,F,1994-03-24,DE 4SM ATE 8SM,27.73
271581,1,15,4,15,NAO,PROSPECT,M,1965-10-14,DE 8SM ATE 14SM,56.19
365448,141,36,7,188,SIM,PROSPECT,F,1988-07-24,DE 3SM ATE 4SM,33.40
30228,0,3,0,4,SIM,PROSPECT,M,1976-03-12,DE 4SM ATE 8SM,45.77
309623,24,46,13,95,NAO,PROSPECT,M,1966-04-21,DE 4SM ATE 8SM,55.67
247445,0,2,2,0,NAO,PROSPECT,M,1994-11-08,DE 4SM ATE 8SM,27.10
252092,0,3,2,0,NAO,PROSPECT,F,1968-01-16,DE 3SM ATE 4SM,53.93
35908,22,6,0,43,SIM,PROSPECT,F,1960-07-06,DE 4SM ATE 8SM,61.46
160675,1,2,8,0,NAO,PROSPECT,F,1965-06-07,DE 8SM ATE 14SM,56.54
285724,1,2,0,3,SIM,PROSPECT,M,1987-04-24,DE 2SM ATE 3SM,34.65
94682,0,1,0,0,NAO,PROSPECT,F,1985-08-15,DE 8SM ATE 14SM,36.34
302322,22,35,0,90,SIM,PROSPECT,M,1975-02-04,DE 14SM ATE 25SM,46.87
20594,2,8,16,8,NAO,PROSPECT,F,1983-09-10,DE 8SM ATE 14SM,38.27
338254,42,20,34,22,NAO,PROSPECT,F,1988-04-01,DE 3SM ATE 4SM,33.71
194587,0,1,1,0,NAO,PROSPECT,F,1979-06-16,DE 3SM ATE 4SM,42.51
144280,11,29,0,70,SIM,PROSPECT,M,1992-09-15,DE 8SM ATE 14SM,29.25
91609,0,8,3,7,NAO,PROSPECT,F,1979-06-27,DE 8SM ATE 14SM,42.48
29225,0,2,3,0,NAO,PROSPECT,F,1951-11-04,DE 8SM ATE 14SM,70.14
49118,33,60,265,320,SIM,PROSPECT,M,1978-05-16,DE 3SM ATE 4SM,43.59
154235,3,5,9,0,NAO,PROSPECT,M,1980-12-18,ACIMA DE 25SM,41.00
191303,52,31,17,5,NAO,PROSPECT,F,1981-01-23,DE 4SM ATE 8SM,40.90
262228,1,14,5,19,NAO,PROSPECT,M,1983-04-21,DE 3SM ATE 4SM,38.66
178790,4,53,183,182,SIM,PROSPECT,F,1988-04-11,DE 3SM ATE 4SM,33.68
322192,2,1,1,0,NAO,PROSPECT,M,1987-05-18,DE 4SM ATE 8SM,34.58
136942,0,2,2,0,NAO,PROSPECT,I,1959-07-12,DE 4SM ATE 8SM,62.45
346092,24,12,6,0,NAO,PROSPECT,M,1976-03-12,DE 3SM ATE 4SM,45.77
319728,0,1,1,0,NAO,PROSPECT,F,1991-05-03,DE 3SM ATE 4SM,30.62
86125,4,46,0,359,SIM,PROSPECT,M,1980-11-25,DE 3SM ATE 4SM,41.06
355006,10,41,14,62,SIM,PROSPECT,M,1964-07-20,DE 4SM ATE 8SM,57.42
296661,0,46,152,18,SIM,PROSPECT,M,1978-03-17,DE 4SM ATE 8SM,43.76
164856,94,36,0,184,SIM,PROSPECT,F,1941-06-10,DE 4SM ATE 8SM,80.55
353113,0,2,2,0,NAO,PROSPECT,F,1985-06-06,DE 3SM ATE 4SM,36.53
365831,4,37,27,74,SIM,PROSPECT,M,1987-07-28,DE 4SM ATE 8SM,34.39
171928,0,5,4,0,NAO,PROSPECT,F,1986-09-17,DE 8SM ATE 14SM,35.25
331261,0,3,2,0,NAO,PROSPECT,F,1982-04-24,DE 4SM ATE 8SM,39.65
285259,0,1,1,0,NAO,PROSPECT,M,1986-05-28,DE 14SM ATE 25SM,35.55
71240,12,54,119,431,SIM,PROSPECT,F,1968-10-15,DE 8SM ATE 14SM,53.18
230870,0,60,323,348,SIM,PROSPECT,M,1990-04-25,DE 3SM ATE 4SM,31.64
292237,0,1,1,0,NAO,PROSPECT,M,1970-10-08,DE 4SM ATE 8SM,51.20
212305,0,7,3,0,NAO,PROSPECT,M,1980-06-29,DE 2SM ATE 3SM,41.47
331808,4,4,5,0,NAO,PROSPECT,M,1980-01-22,DE 4SM ATE 8SM,41.91
267383,0,26,32,0,NAO,PROSPECT,M,1989-08-13,DE 4SM ATE 8SM,32.34
102360,0,60,395,574,SIM,PROSPECT,F,1990-02-13,DE 4SM ATE 8SM,31.84
247461,3,10,7,0,NAO,PROSPECT,M,1971-04-03,DE 3SM ATE 4SM,50.72
77226,0,33,169,132,NAO,PROSPECT,M,1991-08-26,DE 3SM ATE 4SM,30.31
339378,0,18,94,59,SIM,PROSPECT,I,1956-03-26,DE 3SM ATE 4SM,65.75
8024,0,3,1,0,NAO,PROSPECT,F,1971-02-27,DE 3SM ATE 4SM,50.81
263304,0,13,16,0,NAO,PROSPECT,F,1957-11-04,DE 3SM ATE 4SM,64.14
33524,0,2,2,0,NAO,PROSPECT,F,1993-12-13,DE 3SM ATE 4SM,28.00
166050,0,1,0,1,SIM,PROSPECT,F,1954-09-27,DE 4SM ATE 8SM,67.24
187788,0,1,1,0,NAO,PROSPECT,F,1970-12-12,ACIMA DE 25SM,51.02
323499,0,9,4,18,NAO,PROSPECT,F,1987-10-28,DE 4SM ATE 8SM,34.14
37325,0,7,0,10,NAO,PROSPECT,M,2000-01-01,DE 3SM ATE 4SM,21.95
164554,0,3,1,1,NAO,PROSPECT,M,1989-02-12,DE 4SM ATE 8SM,32.84
58115,0,1,0,4,SIM,PROSPECT,F,1968-04-01,DE 4SM ATE 8SM,53.72
314472,0,6,1,1,NAO,PROSPECT,M,1964-06-10,DE 8SM ATE 14SM,57.53
67268,0,44,37,119,SIM,PROSPECT,I,1951-08-18,DE 3SM ATE 4SM,70.35
360687,0,2,0,8,SIM,PROSPECT,I,1968-03-26,DE 3SM ATE 4SM,53.74
95755,0,31,52,0,NAO,PROSPECT,M,1982-03-05,DE 8SM ATE 14SM,39.79
49659,10,10,9,1,NAO,PROSPECT,M,1991-11-11,DE 4SM ATE 8SM,30.09
272327,0,2,1,0,NAO,PROSPECT,M,1986-04-12,DE 8SM ATE 14SM,35.68
333034,5,1,0,5,SIM,PROSPECT,M,1979-02-01,DE 8SM ATE 14SM,42.88
75781,0,2,1,1,NAO,PROSPECT,M,1977-05-18,DE 2SM ATE 3SM,44.59
200779,0,2,2,0,NAO,PROSPECT,F,1981-01-23,DE 3SM ATE 4SM,40.90
365599,9,13,2,28,SIM,PROSPECT,M,1964-10-19,DE 8SM ATE 14SM,57.17
99653,14,8,10,0,NAO,PROSPECT,F,1976-01-01,DE 4SM ATE 8SM,45.97
98612,0,17,24,0,NAO,PROSPECT,M,1987-05-30,DE 8SM ATE 14SM,34.55
14481,0,1,1,0,NAO,PROSPECT,M,1990-01-07,DE 3SM ATE 4SM,31.94
216718,68,46,8,99,NAO,PROSPECT,M,1958-01-25,DE 8SM ATE 14SM,63.91
102920,45,17,10,0,NAO,PROSPECT,M,1978-12-26,DE 3SM ATE 4SM,42.98
29347,18,20,20,8,NAO,PROSPECT,M,1984-07-31,DE 14SM ATE 25SM,37.38
17713,0,4,4,0,NAO,PROSPECT,F,1964-06-21,DE 4SM ATE 8SM,57.50
95570,8,21,34,0,NAO,PROSPECT,F,1981-10-20,DE 4SM ATE 8SM,40.16
369483,0,19,9,24,NAO,PROSPECT,F,1979-10-21,DE 3SM ATE 4SM,42.16
347530,0,8,1,9,NAO,PROSPECT,M,1979-06-04,DE 8SM ATE 14SM,42.54
354052,3,2,0,4,SIM,PROSPECT,M,1982-03-08,DE 3SM ATE 4SM,39.78
223252,3,2,1,0,NAO,PROSPECT,M,1967-08-05,DE 4SM ATE 8SM,54.38
287896,0,27,21,0,NAO,PROSPECT,F,1965-04-25,DE 3SM ATE 4SM,56.66
354127,0,1,3,0,NAO,PROSPECT,F,1974-06-18,DE 14SM ATE 25SM,47.51
175185,0,5,4,0,NAO,PROSPECT,F,1992-04-13,ATE 1SM,29.67
220721,2,14,4,2,NAO,PROSPECT,M,1985-12-04,DE 8SM ATE 14SM,36.03
259713,1,18,13,32,SIM,PROSPECT,M,1973-10-22,DE 4SM ATE 8SM,48.16
304968,0,60,1077,594,SIM,PROSPECT,M,1974-09-18,DE 14SM ATE 25SM,47.25
35185,12,8,11,0,NAO,PROSPECT,I,1964-05-31,ACIMA DE 25SM,57.56
131879,1,2,0,4,SIM,PROSPECT,M,1988-09-16,DE 4SM ATE 8SM,33.25
161442,0,5,4,0,NAO,PROSPECT,F,1975-08-12,DE 8SM ATE 14SM,46.35
259665,0,3,4,2,NAO,PROSPECT,M,1975-05-23,DE 3SM ATE 4SM,46.58
144436,0,1,0,0,NAO,PROSPECT,M,1980-01-17,DE 8SM ATE 14SM,41.92
288453,5,20,3,45,SIM,PROSPECT,M,1950-06-24,DE 4SM ATE 8SM,71.51
131868,0,53,147,118,SIM,PROSPECT,F,1980-11-25,DE 4SM ATE 8SM,41.06
66781,10,57,790,205,SIM,PROSPECT,F,1975-06-14,DE 3SM ATE 4SM,46.52
54600,0,9,10,0,NAO,PROSPECT,M,1967-02-21,DE 8SM ATE 14SM,54.83
191637,6,3,5,0,NAO,PROSPECT,F,2000-01-01,DE 4SM ATE 8SM,21.95
348463,0,1,1,0,NAO,PROSPECT,M,1981-02-16,DE 3SM ATE 4SM,40.83
214792,12,10,7,0,NAO,PROSPECT,M,1977-04-18,DE 8SM ATE 14SM,44.67
131106,0,26,6,37,NAO,PROSPECT,M,1979-04-04,DE 4SM ATE 8SM,42.71
339385,38,30,0,44,SIM,PROSPECT,M,1960-09-13,DE 8SM ATE 14SM,61.27
108761,0,56,328,389,SIM,PROSPECT,M,1968-03-02,DE 4SM ATE 8SM,53.80
272117,0,1,0,0,NAO,PROSPECT,F,1994-08-03,DE 8SM ATE 14SM,27.37
245868,10,25,5,80,SIM,PROSPECT,M,1991-06-14,DE 4SM ATE 8SM,30.51
357931,1,5,7,7,NAO,PROSPECT,M,1990-04-30,DE 4SM ATE 8SM,31.63
72282,0,60,705,666,SIM,PROSPECT,M,1986-05-01,DE 3SM ATE 4SM,35.63
240920,1,24,8,36,NAO,PROSPECT,M,1965-08-16,DE 8SM ATE 14SM,56.35
18861,0,3,4,0,NAO,PROSPECT,F,2000-01-01,DE 3SM ATE 4SM,21.95
259065,8,14,12,15,NAO,PROSPECT,M,1981-11-23,DE 8SM ATE 14SM,40.07
309372,0,29,43,37,SIM,PROSPECT,F,1956-06-29,DE 4SM ATE 8SM,65.49
300618,1,45,50,52,SIM,PROSPECT,M,1988-03-27,DE 8SM ATE 14SM,33.72
110672,222,57,373,985,SIM,PROSPECT,F,1970-05-04,DE 4SM ATE 8SM,51.63
205060,0,4,0,6,SIM,PROSPECT,M,1976-10-26,DE 3SM ATE 4SM,45.15
222241,0,4,3,0,NAO,PROSPECT,M,1983-10-03,DE 8SM ATE 14SM,38.21
24698,0,2,2,0,NAO,PROSPECT,F,1979-11-21,DE 2SM ATE 3SM,42.07
349377,0,41,80,0,NAO,PROSPECT,F,1991-03-01,DE 8SM ATE 14SM,30.79
40837,4,7,0,13,SIM,PROSPECT,M,1982-06-14,DE 4SM ATE 8SM,39.51
284478,0,57,463,319,SIM,PROSPECT,M,1983-03-28,DE 4SM ATE 8SM,38.72
276060,2,37,55,0,NAO,PROSPECT,M,1973-08-24,DE 8SM ATE 14SM,48.32
