ID,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP
222926,26,18,10,1,NAO
315282,0,1,1,0,NAO
252092,0,3,2,0,NAO
92458,0,4,5,0,NAO
224474,4,9,12,6,NAO
46485,0,5,4,0,NAO
35908,22,6,0,43,SIM
51717,0,1,2,0,NAO
69328,0,4,0,5,SIM
175165,0,2,2,2,NAO
141061,13,36,0,168,SIM
163209,1,1,0,0,NAO
316296,0,2,1,0,NAO
275499,0,20,3,24,NAO
193560,0,24,33,17,SIM
257664,2,7,16,0,NAO
242719,21,18,0,54,SIM
8345,0,1,1,0,NAO
217950,19,25,28,1,NAO
252059,8,16,11,23,NAO
32732,20,59,605,1391,SIM
78566,67,60,0,1243,SIM
160675,1,2,8,0,NAO
103568,0,2,1,0,NAO
132657,0,2,0,0,NAO
285724,1,2,0,3,SIM
349839,0,3,2,0,NAO
94682,0,1,0,0,NAO
206007,0,12,12,0,NAO
128444,13,7,0,21,SIM
45197,0,11,11,1,NAO
338085,0,1,1,0,NAO
3534,5,5,5,0,NAO
198262,0,1,1,0,NAO
18233,0,1,1,0,NAO
259161,0,1,1,0,NAO
120187,0,3,5,0,NAO
302322,22,35,0,90,SIM
317170,3,10,0,12,SIM
20594,2,8,16,8,NAO
9821,0,13,0,50,SIM
178645,6,10,20,3,NAO
338254,42,20,34,22,NAO
316246,0,2,1,0,NAO
194587,0,1,1,0,NAO
13244,0,13,20,0,NAO
432,8,4,0,43,SIM
136698,2,4,5,0,NAO
199462,2,1,0,2,SIM
191679,0,3,3,0,NAO
291057,0,10,10,0,NAO
340275,0,5,2,0,NAO
80816,37,45,51,160,SIM
300639,0,1,1,0,NAO
108179,0,4,6,0,NAO
230673,1,2,0,9,SIM
247163,0,2,1,0,NAO
144280,11,29,0,70,SIM
286181,82,55,0,387,SIM
23406,0,4,4,0,NAO
49464,0,13,7,2,NAO
146909,3,7,0,24,SIM
118311,0,16,20,0,NAO
85940,0,6,5,0,NAO
147368,0,8,5,0,NAO
179551,0,1,1,0,NAO
228263,0,1,0,0,NAO
91609,0,8,3,7,NAO
234121,0,4,6,0,NAO
281782,0,2,0,0,NAO
293767,0,1,3,0,NAO
104960,6,16,1,36,SIM
330455,0,1,1,0,NAO
120060,0,5,3,0,NAO
91139,0,1,1,0,NAO
112681,4,9,9,0,NAO
337813,0,2,2,0,NAO
185282,0,3,3,0,NAO
241187,0,2,3,0,NAO
194874,0,1,1,0,NAO
341536,0,1,2,0,NAO
307304,167,1,1,0,NAO
257438,0,3,1,4,NAO
29225,0,2,3,0,NAO
327152,0,4,3,0,NAO
59484,0,1,0,0,NAO
49118,33,60,265,320,SIM
200562,0,15,15,0,NAO
154235,3,5,9,0,NAO
191303,52,31,17,5,NAO
262228,1,14,5,19,NAO
178790,4,53,183,182,SIM
297086,2,8,16,4,NAO
35444,0,41,133,314,SIM
29223,41,51,52,150,SIM
302020,0,1,1,0,NAO
322192,2,1,1,0,NAO
85832,8,7,4,0,NAO
322515,0,1,1,0,NAO
355132,0,3,0,0,NAO
243022,26,28,36,2,NAO
159583,0,2,2,0,NAO
337681,0,1,0,0,NAO
219243,0,5,3,0,NAO
162444,0,2,1,0,NAO
265098,8,11,31,2,NAO
71516,74,51,0,348,SIM
135863,0,1,1,0,NAO
100246,0,2,1,0,NAO
104376,0,2,0,4,SIM
236930,0,4,0,0,NAO
62311,17,18,11,1,NAO
136942,0,2,2,0,NAO
101187,32,60,15,227,SIM
183347,23,31,31,0,NAO
346092,24,12,6,0,NAO
349659,0,1,1,0,NAO
292374,0,1,1,0,NAO
268966,0,3,1,0,NAO
91811,1,52,171,435,SIM
319728,0,1,1,0,NAO
269316,0,1,1,0,NAO
257070,0,1,1,0,NAO
86125,4,46,0,359,SIM
289042,0,6,3,0,NAO
355006,10,41,14,62,SIM
355270,18,8,8,3,NAO
88972,19,27,6,42,SIM
296661,0,46,152,18,SIM
248018,0,8,3,12,SIM
364950,1,4,14,5,NAO
164856,94,36,0,184,SIM
198109,0,1,0,0,NAO
324921,0,10,13,0,NAO
245059,0,1,1,0,NAO
33818,1,23,0,47,SIM
138844,0,2,2,0,NAO
132879,0,4,7,0,NAO
230911,0,8,0,35,SIM
271523,0,2,2,0,NAO
272171,6,10,14,2,NAO
353113,0,2,2,0,NAO
290381,110,5,0,14,SIM
365831,4,37,27,74,SIM
171928,0,5,4,0,NAO
185246,0,6,4,3,NAO
21190,5,11,9,0,NAO
54943,0,6,4,0,NAO
331261,0,3,2,0,NAO
188137,0,28,64,0,NAO
49995,0,4,6,0,NAO
285259,0,1,1,0,NAO
71240,12,54,119,431,SIM
321688,0,9,7,6,NAO
230870,0,60,323,348,SIM
198317,1,15,19,0,NAO
120644,2,8,6,0,NAO
197510,0,57,184,239,SIM
216003,0,1,3,0,NAO
292237,0,1,1,0,NAO
186047,1,5,6,3,NAO
282452,1,9,4,6,NAO
358801,0,6,12,0,NAO
212305,0,7,3,0,NAO
109437,5,37,12,84,NAO
301418,3,32,58,0,NAO
286640,7,18,13,0,NAO
154851,4,12,0,16,SIM
171371,0,2,1,0,NAO
331808,4,4,5,0,NAO
160954,6,20,39,0,NAO
22523,0,4,4,0,NAO
160808,0,3,1,0,NAO
267383,0,26,32,0,NAO
308049,0,1,2,0,NAO
289493,0,6,7,2,NAO
102360,0,60,395,574,SIM
333468,0,5,3,0,NAO
280094,0,5,4,0,NAO
23046,0,3,8,0,NAO
247461,3,10,7,0,NAO
111962,0,15,18,0,NAO
341104,0,1,1,0,NAO
258970,0,2,3,0,NAO
240946,3,14,14,0,NAO
30380,0,2,1,0,NAO
77226,0,33,169,132,NAO
339378,0,18,94,59,SIM
207164,0,1,1,5,SIM
338413,0,49,214,172,SIM
366676,28,22,0,35,SIM
8024,0,3,1,0,NAO
36340,5,5,1,12,SIM
263304,0,13,16,0,NAO
274644,1,3,2,1,NAO
33524,0,2,2,0,NAO
104943,0,2,5,0,NAO
166050,0,1,0,1,SIM
187788,0,1,1,0,NAO
323499,0,9,4,18,NAO
37325,0,7,0,10,NAO
352229,0,7,10,20,SIM
195789,0,1,2,0,NAO
133950,0,1,1,0,NAO
261905,0,1,0,6,SIM
363928,5,5,3,0,NAO
164554,0,3,1,1,NAO
58115,0,1,0,4,SIM
238668,0,2,1,0,NAO
263278,0,1,0,0,NAO
314472,0,6,1,1,NAO
260803,0,2,0,1,NAO
119979,0,2,1,0,NAO
67268,0,44,37,119,SIM
204006,0,48,10,95,NAO
25806,0,1,1,0,NAO
358967,0,11,0,12,SIM
277027,0,45,174,4,NAO
360687,0,2,0,8,SIM
228136,0,6,8,0,NAO
210633,0,1,0,0,NAO
123995,0,2,0,0,NAO
200296,7,6,0,8,SIM
95755,0,31,52,0,NAO
64893,0,2,1,0,NAO
109793,0,5,8,0,NAO
243862,0,30,110,116,SIM
28223,9,17,11,0,NAO
49659,10,10,9,1,NAO
219400,5,20,19,1,NAO
209894,0,10,7,0,NAO
153409,0,1,1,0,NAO
254024,11,19,0,80,SIM
272327,0,2,1,0,NAO
333034,5,1,0,5,SIM
261771,5,44,99,5,NAO
170857,31,49,18,160,NAO
164463,0,1,0,0,NAO
249039,1,3,2,0,NAO
235398,13,3,2,0,NAO
354145,0,5,5,0,NAO
126200,0,19,54,1,NAO
75781,0,2,1,1,NAO
153265,16,13,0,56,SIM
196633,0,20,5,42,NAO
245219,0,13,4,0,NAO
200779,0,2,2,0,NAO
140723,0,1,1,0,NAO
365599,9,13,2,28,SIM
344072,5,17,11,19,NAO
346598,0,15,15,1,NAO
99653,14,8,10,0,NAO
98612,0,17,24,0,NAO
114274,7,7,0,14,SIM
14481,0,1,1,0,NAO
286238,0,1,1,0,NAO
2201,0,2,2,0,NAO
80393,10,16,0,54,SIM
142739,0,15,8,2,NAO
223999,88,29,13,0,NAO
213223,0,17,27,30,SIM
288061,2,1,3,0,NAO
189523,2,3,4,0,NAO
67054,6,26,2,126,SIM
216718,68,46,8,99,NAO
102920,45,17,10,0,NAO
305366,5,3,8,0,NAO
29347,18,20,20,8,NAO
17713,0,4,4,0,NAO
256999,0,2,2,0,NAO
314665,0,5,0,9,SIM
299595,0,14,8,0,NAO
178145,26,23,0,40,SIM
95570,8,21,34,0,NAO
260304,0,39,80,197,SIM
17521,2,1,1,0,NAO
123030,5,9,15,0,NAO
30140,0,6,4,0,NAO
50874,14,34,9,63,NAO
122369,9,4,0,20,SIM
243985,2,8,9,0,NAO
96824,1,20,0,66,SIM
281762,0,1,2,0,NAO
331522,0,1,0,0,NAO
369483,0,19,9,24,NAO
266581,0,8,4,1,NAO
5052,0,23,32,0,NAO
344324,0,13,9,0,NAO
347530,0,8,1,9,NAO
191395,0,55,304,374,SIM
141965,0,1,1,0,NAO
354052,3,2,0,4,SIM
223252,3,2,1,0,NAO
154963,0,2,2,0,NAO
230032,0,11,13,0,NAO
156370,0,2,0,2,NAO
300728,0,2,3,0,NAO
35302,1,2,1,0,NAO
287896,0,27,21,0,NAO
206659,1,6,5,0,NAO
27343,0,1,0,0,NAO
181748,1,1,3,0,NAO
335510,30,26,10,0,NAO
153117,0,1,0,0,NAO
197453,0,7,6,0,NAO
31372,0,34,42,41,SIM
17920,0,2,3,0,NAO
140521,0,5,3,0,NAO
349117,0,4,5,0,NAO
210723,26,56,0,562,SIM
314821,13,48,0,103,SIM
117673,10,17,10,5,SIM
344885,1,2,0,2,SIM
354127,0,1,3,0,NAO
207315,3,4,3,0,NAO
68916,0,1,2,0,NAO
314430,25,21,8,1,NAO
223790,5,7,13,4,NAO
84788,0,2,0,0,NAO
190292,0,2,2,0,NAO
114264,0,2,2,0,NAO
359954,0,6,5,0,NAO
175185,0,5,4,0,NAO
45270,7,1,0,15,SIM
16580,0,7,4,0,NAO
143088,0,2,2,0,NAO
202073,0,1,17,11,SIM
140070,20,30,0,126,SIM
220721,2,14,4,2,NAO
211211,0,22,31,0,NAO
259713,1,18,13,32,SIM
51150,0,19,28,0,NAO
304968,0,60,1077,594,SIM
190176,2,3,0,2,SIM
35185,12,8,11,0,NAO
256534,4,13,11,0,NAO
122566,2,6,0,8,SIM
34109,0,33,80,7,SIM
11913,2,3,2,0,NAO
131879,1,2,0,4,SIM
161442,0,5,4,0,NAO
266069,0,3,1,0,NAO
113277,24,19,36,0,NAO
355783,0,3,3,0,NAO
259665,0,3,4,2,NAO
112446,0,7,6,0,NAO
8743,0,3,4,4,NAO
97269,0,1,1,0,NAO
361581,0,2,0,2,SIM
361500,8,4,0,7,SIM
26085,0,18,3,0,NAO
367492,4,14,23,0,NAO
144436,0,1,0,0,NAO
341828,0,15,4,0,NAO
35119,0,2,3,0,NAO
25406,12,10,0,29,SIM
160273,88,24,0,84,SIM
260241,0,1,3,0,NAO
288453,5,20,3,45,SIM
16559,9,45,0,209,SIM
68326,2,19,1,56,SIM
30051,2,5,8,0,NAO
105984,0,1,0,0,NAO
131868,0,53,147,118,SIM
56653,8,9,14,6,NAO
285742,0,7,5,0,NAO
262063,1,5,0,8,SIM
66781,10,57,790,205,SIM
37207,0,1,0,0,NAO
176909,0,1,6,0,NAO
343162,0,6,6,0,NAO
83238,0,5,5,0,NAO
353881,0,1,1,0,NAO
54600,0,9,10,0,NAO
91302,0,5,5,0,NAO
191637,6,3,5,0,NAO
216084,0,1,1,0,NAO
15244,0,2,1,1,SIM
370907,0,6,0,14,SIM
348463,0,1,1,0,NAO
18641,0,1,1,0,NAO
247145,0,1,1,0,NAO
206301,0,1,1,0,NAO
149058,0,4,1,0,NAO
105255,0,3,3,0,NAO
214792,12,10,7,0,NAO
131106,0,26,6,37,NAO
83672,0,17,22,0,NAO
277167,16,57,0,100,SIM
365234,0,1,1,0,NAO
339385,38,30,0,44,SIM
213553,0,2,1,0,NAO
187377,0,4,5,0,NAO
214640,0,5,3,0,NAO
325534,0,42,24,66,SIM
108761,0,56,328,389,SIM
185206,3,1,1,0,NAO
272117,0,1,0,0,NAO
158712,0,1,1,0,NAO
210062,0,2,2,0,NAO
52382,0,4,5,4,NAO
245868,10,25,5,80,SIM
251845,8,52,0,97,SIM
205425,0,2,1,0,NAO
357931,1,5,7,7,NAO
114219,0,6,5,1,NAO
189943,23,17,7,5,SIM
202173,26,39,23,101,NAO
27442,7,10,0,48,SIM
319777,8,30,0,221,SIM
156070,0,2,1,0,NAO
305350,1,8,5,0,NAO
332487,3,17,12,0,NAO
355787,1,4,3,0,NAO
247654,0,1,1,0,NAO
79074,1,40,79,43,NAO
319818,1,8,7,0,NAO
72282,0,60,705,666,SIM
46360,0,4,6,0,NAO
240920,1,24,8,36,NAO
161181,0,2,1,0,NAO
161104,11,10,0,34,SIM
199908,0,1,0,0,NAO
97634,3,46,0,129,SIM
185694,0,44,105,143,SIM
112966,2,6,9,6,NAO
194648,9,22,16,0,NAO
275310,6,11,8,17,SIM
13511,7,46,82,12,SIM
152286,0,3,3,0,NAO
198665,0,5,3,0,NAO
312439,24,17,5,23,NAO
361029,0,5,3,0,NAO
349029,0,3,4,0,NAO
67899,0,7,9,0,NAO
2694,0,1,1,0,NAO
356872,0,1,1,4,SIM
315768,0,6,6,0,NAO
55543,0,24,39,0,NAO
69145,0,3,7,0,NAO
346546,4,19,26,0,NAO
18861,0,3,4,0,NAO
26040,2,5,5,0,NAO
206690,0,2,0,0,NAO
82609,1,5,5,1,NAO
174703,0,3,0,3,NAO
147526,2,20,0,102,SIM
16561,0,3,2,0,NAO
154889,18,8,6,0,NAO
204383,0,2,0,0,NAO
358792,0,2,2,0,NAO
259065,8,14,12,15,NAO
174668,13,7,0,8,SIM
178490,0,1,0,0,NAO
99454,0,1,1,0,NAO
309372,0,29,43,37,SIM
93715,0,55,160,5,NAO
232115,0,2,1,0,NAO
300618,1,45,50,52,SIM
212518,0,4,2,0,NAO
222107,0,1,1,0,NAO
33155,0,3,5,0,NAO
92967,0,8,0,10,NAO
351521,0,8,2,12,NAO
98760,0,1,1,0,NAO
167812,0,8,4,0,NAO
126116,0,2,1,0,NAO
110672,222,57,373,985,SIM
101214,2,11,14,9,NAO
29311,0,2,1,0,NAO
220834,0,7,5,7,NAO
95241,3,4,0,8,SIM
311536,12,17,14,0,NAO
205060,0,4,0,6,SIM
219590,0,1,1,0,NAO
249859,0,2,1,0,NAO
276927,0,1,1,0,NAO
359720,12,9,9,2,NAO
56868,0,4,3,0,NAO
243604,0,1,1,0,NAO
362409,0,17,13,10,NAO
254182,0,4,3,0,NAO
175647,14,17,11,0,NAO
280628,0,1,0,1,NAO
222241,0,4,3,0,NAO
152581,0,9,2,7,NAO
24698,0,2,2,0,NAO
172459,0,8,7,0,NAO
199964,18,20,0,69,SIM
349377,0,41,80,0,NAO
280433,5,22,0,131,SIM
164905,0,1,0,0,NAO
40837,4,7,0,13,SIM
327809,0,2,1,0,NAO
208057,0,35,152,121,SIM
368355,43,60,0,590,SIM
366639,0,1,0,0,NAO
136375,0,1,1,0,NAO
1343,0,7,9,1,NAO
284478,0,57,463,319,SIM
240695,0,18,17,6,NAO
235863,18,25,37,0,NAO
345085,0,8,10,0,NAO
302404,0,3,1,0,NAO
326228,0,14,18,0,NAO
276060,2,37,55,0,NAO
250798,0,8,4,4,NAO
255116,0,25,33,23,NAO
121726,0,22,58,0,NAO
334036,8,22,23,0,NAO
235501,0,2,0,2,SIM
291259,0,1,1,0,NAO
347668,0,3,1,0,NAO
273189,0,1,1,0,NAO
324879,0,10,20,0,NAO
280777,3,15,10,3,NAO
116069,0,1,1,0,NAO
82425,16,26,44,59,SIM
147685,0,4,4,0,NAO
292319,4,3,3,0,NAO
246773,0,3,1,0,NAO
138986,32,14,0,53,SIM
264824,0,34,107,131,SIM
299515,0,1,1,0,NAO
208820,0,8,6,0,NAO
327135,0,6,4,6,NAO
149587,21,54,300,286,SIM
75754,3,2,0,12,SIM
77175,0,1,1,0,NAO
23786,14,6,3,15,SIM
17168,0,2,2,0,NAO
289425,0,4,2,0,NAO
7456,4,2,2,0,NAO
119389,0,2,0,0,NAO
197679,0,1,1,0,NAO
80850,0,3,3,0,NAO
88569,0,16,20,0,NAO
35045,0,5,5,14,NAO
164777,0,6,4,0,NAO
307215,0,4,5,0,NAO
136903,0,1,1,0,NAO
293740,0,8,9,0,NAO
250115,0,2,2,0,NAO
219453,4,8,12,0,NAO
359855,0,6,9,0,NAO
165102,0,1,1,0,NAO
325836,0,2,1,0,NAO
140981,4,7,0,18,SIM
101012,0,1,2,0,NAO
296437,0,19,26,0,NAO
142798,0,1,1,0,NAO
4261,18,22,11,27,SIM
138907,0,4,2,0,NAO
55636,0,2,0,0,NAO
133573,30,48,0,263,SIM
239019,9,2,2,0,NAO
65116,5,27,0,157,SIM
235607,0,1,1,0,NAO
146118,0,5,6,0,NAO
20510,0,1,1,0,NAO
339409,0,2,2,0,NAO
100717,0,16,2,19,NAO
304640,6,12,9,0,NAO
121018,0,1,1,0,NAO
90622,0,1,1,0,NAO
327977,0,4,1,0,NAO
271918,0,8,8,0,NAO
38475,0,4,0,8,SIM
99419,0,2,4,0,NAO
322045,0,2,1,0,NAO
265012,0,1,1,0,NAO
82644,0,5,1,0,NAO
226150,0,2,1,0,NAO
271779,0,11,4,2,NAO
71793,10,26,46,0,NAO
313510,1,3,3,0,NAO
213404,0,1,7,0,NAO
187358,3,1,0,4,SIM
94219,0,1,1,0,NAO
102139,5,58,339,0,NAO
3632,0,6,8,0,NAO
166923,1,4,2,5,SIM
337354,0,4,7,0,NAO
204812,0,3,3,0,NAO
189380,0,6,10,0,NAO
367473,2,6,9,0,NAO
282583,0,4,3,0,NAO
180190,0,6,8,0,NAO
297609,0,4,2,0,NAO
270689,0,12,13,0,NAO
317177,0,8,1,0,NAO
352116,3,2,0,0,NAO
122818,0,2,0,0,NAO
253610,28,39,96,95,SIM
316554,2,5,6,0,NAO
299709,0,13,25,2,NAO
155198,3,8,7,4,NAO
154353,150,48,0,480,SIM
57712,6,14,0,64,SIM
252511,0,7,2,0,NAO
167674,0,1,1,0,NAO
84656,14,12,10,0,NAO
105810,0,2,1,1,NAO
199144,15,37,6,112,SIM
348808,6,36,104,281,SIM
121844,2,5,4,0,NAO
218709,6,12,4,4,NAO
110188,1,4,2,2,NAO
302648,0,1,1,0,NAO
204543,0,1,0,0,NAO
48593,0,5,4,0,NAO
277378,28,48,69,84,NAO
122342,0,1,0,3,SIM
54050,0,6,2,4,NAO
328850,0,2,0,0,NAO
328964,0,1,0,0,NAO
38871,0,3,1,0,NAO
328223,122,45,67,0,NAO
11888,2,15,7,30,NAO
202589,40,28,2,100,SIM
161764,0,2,2,0,NAO
5329,0,5,5,0,NAO
294347,47,50,12,135,NAO
169531,28,54,0,583,SIM
142565,3,20,37,0,NAO
218658,0,1,1,0,NAO
39660,108,32,1,418,SIM
244844,0,8,0,16,SIM
263143,0,2,2,0,NAO
87688,0,22,6,21,NAO
201683,1,1,0,3,SIM
358940,15,17,11,1,NAO
159314,0,1,1,0,NAO
132869,0,41,88,20,NAO
168316,0,4,1,0,NAO
124056,0,1,1,0,NAO
146018,0,1,0,1,SIM
177290,8,26,46,0,NAO
359448,0,3,4,0,NAO
314092,0,1,0,0,NAO
334414,0,8,8,0,NAO
183562,0,1,0,5,SIM
104983,2,15,13,0,NAO
236948,2,9,0,14,SIM
335776,11,17,15,0,NAO
358169,0,5,4,0,NAO
53978,5,11,9,1,NAO
135503,0,31,129,135,NAO
340802,0,15,19,0,NAO
309411,0,2,1,0,NAO
163238,0,2,2,0,NAO
210667,0,3,3,0,NAO
276073,0,2,2,0,NAO
8947,14,19,0,49,SIM
365431,0,1,2,0,NAO
56618,0,1,1,0,NAO
298643,0,5,5,0,NAO
86827,0,17,20,22,SIM
88282,4,22,24,0,NAO
160067,0,5,4,0,NAO
49784,0,1,2,0,NAO
213542,3,2,3,0,NAO
123001,5,4,0,12,SIM
152053,43,29,0,225,SIM
216334,0,10,15,10,SIM
50899,0,3,1,1,NAO
181744,0,3,2,0,NAO
321670,2,2,3,0,NAO
95006,33,22,18,0,NAO
359197,35,59,0,773,SIM
322781,0,6,8,0,NAO
217678,0,4,4,0,NAO
106619,0,1,1,0,NAO
34156,3,8,7,1,NAO
271134,0,1,1,0,NAO
114502,0,3,4,0,NAO
233996,10,13,13,0,NAO
188412,0,24,6,35,NAO
220124,0,3,0,10,SIM
173829,32,5,4,8,SIM
271391,0,1,1,0,NAO
152469,0,18,21,15,NAO
285508,0,1,5,0,NAO
80941,0,5,7,0,NAO
240959,0,1,1,0,NAO
14218,0,7,6,0,NAO
19530,2,7,6,0,NAO
229778,0,52,89,332,SIM
89136,0,3,4,0,NAO
260648,0,1,1,1,NAO
219560,18,20,10,17,SIM
283194,14,20,8,22,SIM
260138,0,14,6,9,SIM
201500,0,1,0,15,SIM
251715,4,3,2,0,NAO
326630,3,14,7,0,NAO
41883,22,19,12,0,NAO
105927,0,7,5,0,NAO
87008,0,18,19,0,NAO
71097,1,2,0,6,SIM
86694,0,1,0,0,NAO
133532,22,49,0,146,SIM
136340,15,31,0,118,SIM
115825,0,1,0,0,NAO
31296,0,1,1,0,NAO
313296,2,4,0,10,SIM
148366,10,6,5,0,NAO
229924,0,3,3,0,NAO
73714,0,1,0,0,NAO
150592,0,1,0,0,NAO
203175,3,23,0,36,SIM
10331,0,1,1,0,NAO
344437,30,18,0,75,SIM
347336,1,13,16,0,NAO
103295,5,19,20,0,NAO
330365,0,1,1,0,NAO
279460,0,19,39,14,NAO
241141,15,15,9,1,NAO
298406,0,4,0,9,SIM
53106,0,3,2,0,NAO
74670,0,3,0,9,SIM
183544,0,1,1,0,NAO
289838,72,40,17,0,NAO
333186,0,3,1,0,NAO
206372,0,3,3,0,NAO
241562,6,3,0,20,SIM
304970,0,1,1,3,NAO
359361,0,5,6,0,NAO
144101,3,7,3,0,NAO
242234,0,59,197,462,SIM
333701,1,11,15,0,NAO
282978,0,18,7,0,NAO
46542,0,5,7,0,NAO
340153,0,2,1,0,NAO
318787,13,28,0,65,SIM
44915,0,6,3,1,NAO
241225,4,6,0,20,SIM
178499,0,5,7,0,NAO
104064,81,35,0,254,SIM
234448,0,3,3,0,NAO
149947,0,18,24,0,NAO
176946,0,4,1,0,NAO
359712,0,1,1,0,NAO
64052,0,9,4,0,NAO
3903,1,1,0,0,NAO
324559,0,15,22,0,NAO
192366,3,20,36,0,NAO
106628,86,20,15,3,NAO
324001,8,28,0,96,SIM
2159,0,25,0,0,NAO
205254,0,1,2,0,NAO
192953,17,17,0,92,SIM
342045,6,15,16,1,NAO
217917,21,47,31,73,NAO
69851,18,24,0,101,SIM
253279,0,9,10,0,NAO
22329,0,5,2,0,NAO
26491,0,1,1,0,NAO
335515,122,54,0,364,SIM
243239,0,1,1,0,NAO
202793,0,15,7,1,NAO
16334,0,1,1,0,NAO
252396,0,4,6,0,NAO
173779,0,4,5,0,NAO
267224,0,1,0,0,NAO
199378,7,3,0,8,SIM
143007,0,10,1,15,NAO
312983,0,3,1,0,NAO
349203,4,1,0,9,SIM
162106,0,1,1,0,NAO
351566,0,16,6,17,NAO
13614,132,25,14,7,NAO
30687,0,1,1,0,NAO
341567,2,1,0,1,SIM
278965,0,2,2,0,NAO
173565,0,5,5,0,NAO
68676,48,40,7,179,SIM
291316,12,17,0,17,SIM
370213,0,5,3,0,NAO
366037,0,26,23,93,SIM
171258,0,20,24,0,NAO
168278,24,11,13,3,NAO
305494,2,5,3,0,NAO
2822,0,2,1,0,NAO
243344,5,6,0,33,SIM
194301,0,3,4,0,NAO
350402,0,43,44,138,SIM
73159,0,1,1,0,NAO
235382,0,35,57,0,NAO
368461,0,8,7,1,NAO
206376,13,4,0,22,SIM
326905,0,2,2,0,NAO
142598,0,3,0,3,SIM
240065,9,41,0,261,SIM
49758,0,6,2,0,NAO
267335,0,6,8,0,NAO
24144,0,60,322,659,SIM
255922,0,1,3,0,NAO
316530,0,2,2,0,NAO
2429,0,2,0,0,NAO
37616,0,27,74,4,NAO
213846,1,1,6,0,NAO
215064,10,19,13,8,NAO
316213,0,23,30,31,NAO
294434,56,38,14,8,NAO
11935,0,3,3,0,NAO
96431,5,7,12,0,NAO
267771,2,5,1,16,SIM
263457,2,13,25,0,NAO
70515,0,1,1,0,NAO
121374,0,6,1,8,NAO
333068,0,6,4,0,NAO
278878,7,6,0,13,SIM
248468,0,1,1,0,NAO
204647,0,1,1,0,NAO
177146,0,7,3,12,NAO
250318,0,4,2,2,NAO
111235,2,13,23,0,NAO
128414,32,1,0,2,SIM
277313,0,4,1,4,NAO
250576,0,11,1,1,NAO
193318,1,14,15,0,NAO
19097,2,4,5,0,NAO
129472,0,1,3,0,NAO
271935,26,39,20,112,NAO
187475,0,3,3,0,NAO
271414,0,7,6,1,NAO
206193,1,4,5,0,NAO
111369,0,2,2,0,NAO
367010,10,18,0,26,SIM
318827,1,2,1,0,NAO
91098,5,7,9,0,NAO
7636,184,58,0,1100,SIM
255046,0,1,0,1,NAO
45809,0,3,1,0,NAO
335171,0,9,12,4,NAO
209055,0,4,5,0,NAO
185909,0,1,1,0,NAO
68251,0,1,3,0,NAO
222676,0,30,84,13,SIM
11425,0,6,3,0,NAO
169156,0,24,8,0,NAO
248424,0,1,1,1,NAO
305877,16,17,10,0,NAO
171510,0,1,0,0,NAO
45035,0,5,1,0,NAO
345217,0,2,1,0,NAO
271003,0,1,2,0,NAO
170428,0,10,8,0,NAO
341469,0,1,0,0,NAO
322579,10,19,11,23,NAO
86894,0,6,3,1,NAO
116567,0,2,3,0,NAO
55343,0,1,0,0,NAO
120086,0,1,1,0,NAO
368923,0,2,2,0,NAO
256115,22,21,8,0,NAO
195864,24,26,11,4,NAO
348336,0,1,0,0,NAO
322789,0,1,1,0,NAO
52846,3,6,3,8,NAO
13611,0,5,1,0,NAO
247774,0,5,5,0,NAO
84831,0,24,48,20,SIM
116768,0,1,0,0,NAO
27668,0,1,0,0,NAO
310511,1,12,25,0,NAO
210093,0,2,2,0,NAO
201446,0,1,1,0,NAO
123191,0,21,5,0,NAO
296836,0,1,1,0,NAO
137341,0,9,8,0,NAO
238053,22,19,16,0,NAO
113478,0,1,1,0,NAO
111678,10,4,0,11,SIM
311139,0,26,54,0,NAO
123736,0,1,1,0,NAO
71690,0,1,0,0,NAO
2927,0,1,1,0,NAO
55912,17,42,24,100,NAO
331471,51,18,7,0,NAO
349909,2,24,30,0,NAO
81727,0,1,2,0,NAO
212164,2,11,12,0,NAO
92290,0,3,5,0,NAO
283132,0,3,3,0,NAO
318775,0,3,1,0,NAO
266771,10,53,16,198,SIM
301118,17,26,17,0,NAO
300377,58,29,26,0,NAO
171427,44,25,13,0,NAO
166945,0,6,5,0,NAO
137853,0,1,5,0,NAO
250353,0,1,1,1,NAO
186700,0,2,2,0,NAO
9299,0,1,1,0,NAO
718,0,2,1,0,NAO
82174,4,14,0,56,SIM
138056,0,2,4,0,NAO
252632,5,36,0,120,SIM
231002,0,1,1,0,NAO
56633,0,2,2,0,NAO
4439,98,55,0,553,SIM
350145,0,3,2,0,NAO
211734,0,7,15,0,NAO
8500,2,3,3,0,NAO
33927,4,6,0,14,SIM
49423,0,26,6,32,NAO
35818,0,10,11,0,NAO
286877,21,45,0,87,SIM
240263,1,10,9,0,NAO
197210,0,1,1,0,NAO
188624,0,6,4,0,NAO
84880,0,51,283,270,SIM
345768,50,60,0,1021,SIM
168425,1,5,13,0,NAO
285315,0,14,19,0,NAO
25793,0,1,0,1,NAO
278507,0,4,2,3,NAO
132778,4,9,14,3,NAO
193981,0,1,1,0,NAO
221955,2,5,4,0,NAO
246273,3,10,0,50,SIM
252162,0,5,1,0,NAO
117349,0,1,0,0,NAO
201666,2,3,4,0,NAO
125862,1,1,5,0,NAO
113822,88,52,32,285,NAO
