ID,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP
166418,15,30,1,84,SIM
241965,0,2,3,0,NAO
211710,0,36,150,290,SIM
284039,0,2,2,0,NAO
155561,0,1,1,0,NAO
5287,12,21,13,5,NAO
19081,3,29,0,40,SIM
227507,0,60,1102,920,SIM
162691,50,37,12,0,NAO
353669,0,2,2,0,NAO
122215,0,1,1,0,NAO
122841,0,1,0,0,NAO
34428,16,43,0,195,SIM
211718,80,55,0,850,SIM
326223,0,2,3,0,NAO
250912,4,13,14,8,NAO
316603,3,18,20,5,NAO
604,0,9,9,0,NAO
79994,6,7,5,0,NAO
40506,118,26,0,156,SIM
246271,0,1,1,0,NAO
68046,0,20,24,0,NAO
351643,49,47,38,240,SIM
320138,0,15,18,0,NAO
147583,0,1,0,0,NAO
362806,0,2,2,0,NAO
171707,12,31,45,105,SIM
38839,3,6,4,0,NAO
80855,31,14,9,0,NAO
364835,5,41,0,201,SIM
326434,10,6,15,29,NAO
144860,0,51,142,29,NAO
177174,0,17,29,0,NAO
306257,6,11,8,24,NAO
147570,23,30,19,0,NAO
34786,0,1,1,0,NAO
365856,0,19,49,16,SIM
78812,1,2,3,0,NAO
301918,0,5,3,5,NAO
317004,4,12,8,14,NAO
93751,0,2,0,0,NAO
276818,0,3,3,0,NAO
301358,0,10,12,0,NAO
87368,0,6,2,0,NAO
38252,64,51,73,0,NAO
212777,0,1,1,0,NAO
248673,0,35,52,132,SIM
244252,0,4,0,13,SIM
59814,0,3,3,0,NAO
97527,0,60,635,76,SIM
311034,0,14,0,55,SIM
362306,0,11,6,0,NAO
167716,2,1,2,0,NAO
81972,33,53,0,623,SIM
259483,6,8,13,0,NAO
30108,0,5,5,20,NAO
300620,0,15,16,0,NAO
6120,4,9,16,0,NAO
102094,0,2,2,0,NAO
336272,0,16,17,3,NAO
237942,0,2,3,0,NAO
23191,0,2,2,0,NAO
250096,20,21,12,0,NAO
234758,0,8,0,23,SIM
117361,0,7,5,0,NAO
305361,0,10,11,0,NAO
187915,14,59,0,612,SIM
215904,0,16,3,25,NAO
141612,8,10,16,7,NAO
114809,2,35,58,137,SIM
358394,0,4,5,0,NAO
108659,10,43,1,245,SIM
135876,4,2,1,0,NAO
187797,5,22,30,0,NAO
174091,0,1,2,0,NAO
297658,0,3,3,0,NAO
365467,0,4,5,1,NAO
363718,8,18,17,0,NAO
232513,0,37,69,10,SIM
99650,0,4,2,0,NAO
93561,5,7,0,21,SIM
261015,0,24,4,37,NAO
234534,10,20,24,0,NAO
349404,1,3,0,18,SIM
91010,0,3,2,0,NAO
123800,0,8,4,0,NAO
192288,0,3,5,0,NAO
110579,3,7,0,33,SIM
277336,0,1,1,0,NAO
209984,0,2,1,0,NAO
298078,0,13,5,0,NAO
253318,0,4,8,0,NAO
210902,0,12,5,14,NAO
144508,0,5,3,0,NAO
20952,0,19,3,0,NAO
163490,0,1,1,0,NAO
263231,65,43,0,416,SIM
10534,0,48,163,198,SIM
272259,5,9,0,15,SIM
300624,0,2,3,1,NAO
344251,0,9,4,0,NAO
293315,0,13,2,0,NAO
37786,0,12,5,13,NAO
177355,9,3,0,0,NAO
11579,0,1,0,0,NAO
101958,28,21,0,89,SIM
6049,0,7,3,5,NAO
142940,36,24,15,0,NAO
304181,9,10,11,1,NAO
115944,20,41,36,132,SIM
362151,2,22,33,0,NAO
35161,0,2,2,0,NAO
313083,8,1,0,0,NAO
24538,8,35,59,20,NAO
23575,16,14,0,67,SIM
9006,2,17,24,0,NAO
93922,0,4,4,0,NAO
75403,0,8,11,0,NAO
174223,0,1,1,0,NAO
346622,0,1,1,0,NAO
224537,1,14,8,22,NAO
206231,0,5,4,0,NAO
24058,0,3,4,0,NAO
8569,2,8,7,0,NAO
319706,1,38,52,75,SIM
180474,10,32,0,319,SIM
10059,0,1,0,1,SIM
285597,0,7,8,0,NAO
354190,0,29,30,37,SIM
238532,0,20,59,29,NAO
279914,0,1,0,0,NAO
154245,2,2,2,0,NAO
65132,0,1,1,0,NAO
292325,6,16,30,2,NAO
217835,0,60,922,1169,SIM
282337,35,30,0,269,SIM
305141,0,6,2,0,NAO
328227,4,2,0,11,SIM
20963,0,3,3,0,NAO
225492,0,24,35,0,NAO
230122,0,37,326,46,NAO
130205,0,4,3,4,NAO
229630,0,1,1,0,NAO
241586,13,25,23,0,NAO
43825,0,2,2,0,NAO
111559,0,1,4,0,NAO
314986,0,4,4,0,NAO
181560,4,26,2,0,NAO
23190,2,1,0,0,NAO
142411,0,1,0,0,NAO
341317,18,11,5,0,NAO
51015,12,13,41,0,NAO
275506,0,2,0,6,SIM
131252,0,2,0,0,NAO
240976,1,2,0,7,SIM
136834,0,60,2,202,NAO
184346,0,8,6,5,NAO
290210,0,1,0,0,NAO
265968,0,2,1,0,NAO
115045,1,4,5,0,NAO
148649,0,7,4,0,NAO
362947,0,1,0,0,NAO
300678,0,6,5,4,NAO
241006,13,16,9,0,NAO
369596,0,5,5,0,NAO
214651,57,45,16,0,NAO
36748,0,10,11,0,NAO
333968,4,36,59,0,NAO
109205,0,53,154,15,NAO
112656,2,6,6,8,SIM
242195,0,3,3,0,NAO
137434,0,2,2,1,NAO
349796,0,1,1,0,NAO
273096,3,12,41,0,NAO
136428,0,3,0,4,SIM
72789,0,1,0,0,NAO
109340,0,1,0,0,NAO
42121,0,1,2,0,NAO
132044,0,27,44,103,SIM
256938,3,7,3,3,SIM
101215,144,52,1,359,SIM
230056,10,27,17,34,NAO
20537,1,6,12,0,NAO
232901,0,4,4,0,NAO
182249,17,37,5,162,SIM
221542,6,9,0,42,SIM
354780,0,1,1,0,NAO
8689,5,11,0,38,SIM
90501,1,1,0,2,SIM
52861,0,2,1,0,NAO
79265,0,1,1,0,NAO
51786,1,28,46,0,NAO
345359,0,13,14,23,SIM
82615,0,1,1,0,NAO
98383,0,2,2,0,NAO
246479,5,1,0,4,SIM
97310,1,53,8,107,NAO
30151,11,51,0,379,SIM
62451,22,19,7,0,NAO
249719,0,1,1,0,NAO
167303,0,34,17,53,NAO
118710,0,1,1,0,NAO
12808,0,6,5,0,NAO
297943,0,2,2,0,NAO
204914,0,2,3,0,NAO
151797,0,3,4,0,NAO
165729,0,2,1,0,NAO
204193,0,1,4,0,NAO
26535,0,8,6,0,NAO
182458,1,1,1,0,NAO
278979,0,5,0,5,SIM
353281,0,2,2,0,NAO
289060,0,47,237,341,SIM
274058,0,23,5,20,SIM
271032,0,1,1,0,NAO
166420,0,1,0,0,NAO
88031,4,9,10,0,NAO
157898,12,18,0,81,SIM
304481,0,3,4,0,NAO
236486,0,1,0,0,NAO
87800,12,40,122,0,NAO
192180,0,3,2,0,NAO
48285,2,11,10,4,SIM
220334,0,2,2,0,NAO
130382,0,13,16,0,NAO
228404,0,1,1,0,NAO
294762,0,1,1,0,NAO
282278,0,3,2,0,NAO
195776,0,5,3,1,NAO
15647,0,1,1,0,NAO
126069,1,1,0,0,SIM
342863,0,44,105,78,NAO
176238,0,1,1,0,NAO
361013,0,13,10,14,SIM
63044,0,2,1,0,NAO
60310,8,54,4,0,NAO
350574,0,1,0,0,NAO
111528,0,1,0,0,NAO
179919,74,60,12,204,NAO
66553,3,8,4,14,NAO
323111,0,7,8,0,NAO
69505,20,30,22,4,NAO
276207,0,3,1,0,NAO
28562,0,4,6,0,NAO
220100,0,2,0,14,SIM
62778,3,22,0,74,SIM
201841,0,4,1,1,NAO
62488,28,30,4,69,SIM
267628,0,1,1,0,NAO
75981,2,6,5,0,NAO
100038,0,1,0,2,NAO
233460,6,6,3,3,NAO
326988,0,1,0,0,NAO
160527,0,2,4,0,NAO
227347,0,8,12,0,NAO
12487,10,7,3,0,NAO
352541,82,32,15,126,NAO
257685,10,47,0,254,SIM
193604,0,1,1,0,NAO
334040,0,51,123,169,SIM
172460,33,21,17,0,NAO
287820,5,10,0,38,SIM
195600,0,3,2,1,NAO
88223,7,11,4,0,NAO
36311,2,11,13,1,NAO
67990,0,1,1,0,NAO
166746,2,1,0,0,NAO
26102,10,7,3,0,NAO
74297,0,11,14,0,NAO
176232,345,60,21,628,NAO
86102,3,14,36,0,NAO
115323,0,25,48,41,SIM
347416,0,2,2,0,NAO
83909,0,2,2,0,NAO
344742,38,51,297,723,SIM
315358,0,43,83,231,SIM
201703,0,10,6,1,NAO
110044,0,18,23,0,NAO
146496,0,3,4,0,NAO
188584,0,5,4,0,NAO
121648,0,1,0,0,NAO
122276,0,2,2,0,NAO
211216,0,1,2,0,NAO
17597,30,12,9,0,NAO
22572,3,12,22,1,NAO
131944,0,26,71,30,NAO
197524,0,5,4,0,NAO
80402,4,2,3,0,NAO
367535,42,43,1,239,SIM
322610,0,10,0,30,SIM
221228,24,47,0,275,SIM
342199,4,20,33,0,NAO
358851,0,1,0,0,NAO
347708,3,6,0,9,SIM
156735,4,1,5,0,NAO
182955,1,1,0,0,NAO
35860,0,9,2,3,NAO
231383,0,31,47,106,SIM
215081,0,5,5,1,NAO
165172,0,1,1,0,NAO
209202,6,15,1,40,SIM
222040,0,1,0,0,NAO
119889,0,2,1,0,NAO
197624,0,1,1,0,NAO
264858,0,4,3,0,NAO
360387,14,2,1,2,NAO
316809,0,3,2,5,NAO
65672,0,15,14,0,NAO
22659,0,12,9,1,NAO
101698,0,1,1,0,NAO
254335,2,8,8,2,NAO
61542,0,10,15,0,NAO
28417,0,13,7,0,NAO
342299,13,12,0,40,SIM
22152,0,2,2,0,NAO
39080,0,5,1,0,NAO
276686,1,10,11,1,NAO
227648,0,1,1,0,NAO
58217,0,1,1,0,NAO
353368,3,13,18,0,NAO
4681,3,6,12,0,NAO
52786,0,7,1,1,NAO
194880,0,1,1,0,NAO
23935,186,57,0,590,SIM
208527,6,30,6,107,SIM
210074,0,4,2,0,NAO
160768,0,1,0,1,SIM
348971,0,3,0,0,NAO
291734,25,27,9,105,SIM
36004,2,56,161,299,SIM
310876,0,4,4,0,NAO
169110,0,2,2,0,NAO
148803,0,2,2,0,NAO
124660,0,4,4,0,NAO
218143,0,2,3,0,NAO
177862,0,6,3,0,NAO
345440,0,2,0,2,NAO
179422,0,2,1,0,NAO
157704,2,11,0,22,SIM
188090,0,27,35,2,NAO
238725,0,17,23,2,NAO
337658,171,45,204,217,NAO
221507,4,54,80,433,SIM
190043,1,18,24,0,NAO
140895,0,2,2,0,NAO
165356,0,7,6,0,NAO
276566,0,22,48,1,NAO
33324,1,3,1,6,SIM
76967,87,47,17,0,NAO
64977,10,20,0,75,SIM
35376,0,49,217,97,SIM
85558,2,5,4,0,NAO
24329,0,2,0,0,NAO
238394,3,52,8,23,SIM
352441,3,11,18,0,NAO
308882,0,1,1,0,NAO
146770,0,1,6,0,NAO
240707,0,2,2,0,NAO
27493,0,6,7,0,NAO
81868,0,2,2,0,NAO
284933,0,2,2,0,NAO
73102,0,2,0,0,NAO
317881,0,13,16,3,NAO
211263,0,1,1,0,NAO
347225,0,1,0,0,NAO
260872,5,1,0,2,SIM
73679,3,5,6,0,NAO
169691,0,2,2,0,NAO
346892,0,3,3,0,NAO
178452,0,3,3,0,NAO
163472,0,1,1,0,NAO
144345,0,1,2,0,NAO
240983,0,1,1,0,NAO
67649,0,2,2,0,NAO
33703,2,12,0,37,SIM
29394,0,4,2,0,NAO
346579,26,36,9,88,NAO
313440,0,3,3,0,NAO
22770,0,3,3,3,NAO
246037,0,14,23,34,NAO
174745,2,11,13,0,NAO
259471,21,21,11,16,NAO
76184,0,1,1,0,NAO
35029,42,59,86,209,NAO
29474,3,24,37,0,NAO
213817,0,2,1,0,NAO
200133,16,33,0,182,SIM
209602,0,60,487,2,NAO
120294,0,54,245,267,SIM
302686,0,2,2,0,NAO
260540,1,1,0,0,NAO
342981,30,33,39,88,NAO
260072,0,1,1,0,NAO
156993,0,2,2,0,NAO
148182,4,19,3,63,SIM
327532,3,4,5,1,NAO
287302,0,57,234,316,SIM
74702,1,34,131,219,SIM
122529,0,1,3,0,NAO
35224,2,4,0,6,SIM
357851,0,2,5,0,NAO
239864,20,15,7,0,NAO
122359,2,11,0,18,SIM
29492,20,20,7,66,SIM
106128,3,56,463,211,SIM
20747,0,4,4,0,NAO
68299,0,1,1,0,NAO
69114,2,4,6,0,NAO
149095,2,1,1,0,NAO
180346,0,2,2,0,NAO
79052,24,51,365,27,SIM
195676,23,27,0,104,SIM
210837,22,17,0,9,SIM
9033,0,19,22,0,NAO
350871,0,1,2,0,NAO
72882,0,5,5,0,NAO
66235,0,12,5,0,NAO
250274,0,7,0,16,SIM
138804,16,19,6,30,SIM
262654,4,17,8,5,NAO
144833,0,7,2,1,NAO
199893,0,1,0,0,NAO
271686,0,6,4,0,NAO
245053,0,8,12,1,NAO
81137,15,17,13,32,SIM
193515,0,1,1,0,NAO
275251,7,16,0,40,SIM
2386,0,1,1,0,NAO
125122,0,1,0,0,NAO
269052,0,5,1,0,NAO
55214,1,7,6,10,SIM
264583,0,10,10,0,NAO
334967,0,12,6,1,NAO
190716,27,35,15,3,NAO
317720,0,3,3,2,NAO
33084,140,53,12,532,SIM
130640,5,8,5,6,SIM
300677,1,8,13,0,NAO
211819,0,20,27,0,NAO
58644,0,5,2,0,NAO
196410,0,4,7,0,NAO
120338,12,46,9,177,SIM
74557,0,2,1,0,NAO
254475,13,22,8,27,NAO
325332,0,13,9,4,SIM
254031,90,23,15,1,NAO
359973,4,10,17,0,NAO
21316,0,2,4,0,NAO
49630,0,1,1,0,NAO
226984,0,4,5,0,NAO
76999,2,1,1,0,NAO
184824,2,2,1,1,NAO
289676,0,3,1,0,NAO
364325,5,12,11,0,NAO
353862,0,4,4,0,NAO
264604,0,2,2,0,NAO
117515,0,1,1,0,NAO
283783,0,25,39,0,NAO
334750,0,8,0,9,SIM
34850,0,17,7,3,NAO
52245,16,30,6,142,SIM
177208,39,47,0,155,SIM
2427,4,3,3,0,NAO
76753,0,5,4,2,NAO
76235,0,3,2,2,NAO
194596,8,8,0,35,SIM
81829,0,2,2,0,NAO
154883,1,4,5,0,NAO
27913,0,12,12,39,SIM
53909,0,7,8,0,NAO
267409,0,4,4,0,NAO
194696,21,53,0,112,SIM
99349,0,18,6,12,NAO
60676,2,6,3,5,SIM
176985,0,4,2,1,NAO
164257,0,1,0,0,NAO
148771,18,43,0,296,SIM
13023,1,3,0,18,SIM
319099,6,12,11,1,NAO
256557,2,4,0,5,SIM
355031,0,28,11,2,NAO
38463,0,7,3,0,NAO
157525,0,4,3,0,NAO
335490,0,2,0,0,NAO
164973,19,55,0,437,SIM
275907,0,3,0,0,NAO
148946,4,33,51,0,NAO
67231,1,1,0,3,SIM
253461,0,1,1,0,NAO
208415,0,2,2,0,NAO
150834,0,5,5,0,NAO
239735,0,2,1,0,NAO
369943,0,2,2,0,NAO
315395,18,7,0,19,SIM
165866,43,49,14,3,NAO
74136,0,38,67,89,SIM
55368,8,9,0,58,SIM
8727,0,20,26,0,NAO
62993,3,12,17,0,NAO
237968,2,32,31,1,NAO
29582,0,5,6,0,NAO
280159,0,6,3,6,NAO
36607,2,6,8,0,NAO
110225,1,3,4,0,NAO
293197,38,32,27,73,SIM
226749,0,7,6,0,NAO
252380,0,1,0,0,NAO
341163,0,25,17,0,NAO
233807,2,24,21,17,NAO
110068,0,8,0,12,SIM
249278,1,7,14,0,NAO
347820,0,2,1,0,NAO
197599,1,10,9,7,NAO
127475,3,7,9,2,NAO
311612,0,3,4,0,NAO
280461,0,15,19,0,NAO
179808,25,23,12,0,NAO
147875,0,1,1,0,NAO
239692,0,14,5,15,NAO
17800,0,3,3,1,NAO
40386,0,1,1,0,NAO
288743,0,1,1,0,NAO
145877,0,6,5,0,NAO
207303,0,9,10,0,NAO
223586,3,4,0,6,SIM
142270,0,1,4,0,NAO
222889,4,27,6,37,NAO
7433,0,1,1,0,NAO
39502,3,20,12,32,NAO
29958,2,2,0,7,SIM
42175,0,4,6,0,NAO
54647,0,4,2,0,NAO
12240,16,38,0,358,SIM
166426,0,9,16,0,NAO
320529,4,4,4,0,NAO
235541,0,1,1,0,NAO
348690,0,4,3,0,NAO
25712,58,14,15,0,NAO
12556,6,6,5,8,SIM
66991,7,5,7,1,NAO
21851,55,27,0,186,SIM
45171,0,2,2,0,NAO
327833,0,3,4,3,NAO
268423,0,1,2,1,NAO
7875,0,8,6,2,NAO
190350,0,55,60,162,SIM
20184,11,13,17,0,NAO
79413,19,15,1,3,SIM
224980,6,1,3,0,NAO
251619,1,7,0,10,SIM
361395,39,41,38,1,NAO
36863,0,3,2,0,NAO
11525,0,2,2,0,NAO
216639,0,60,710,1064,SIM
352647,0,8,12,0,NAO
12951,1,12,20,0,NAO
65614,1,1,0,0,NAO
52535,110,43,37,3,NAO
59816,0,1,0,0,NAO
167344,2,2,0,20,SIM
338236,7,7,1,15,NAO
210154,0,1,1,0,NAO
349056,0,28,50,1,NAO
109322,0,1,4,0,NAO
37189,0,1,2,0,NAO
328937,0,2,2,0,NAO
351998,0,5,4,0,NAO
190149,0,5,4,0,NAO
306288,0,4,0,1,NAO
289724,0,57,221,0,NAO
214173,0,1,1,0,NAO
288164,13,24,0,73,SIM
161612,32,47,0,271,SIM
49143,0,2,1,0,NAO
285594,128,39,23,91,SIM
17640,0,17,26,21,SIM
160730,0,1,0,0,NAO
49504,123,37,24,87,SIM
308199,0,18,18,2,SIM
118643,1,15,8,0,NAO
15766,18,26,0,122,SIM
347935,0,1,1,0,NAO
277951,0,1,1,0,NAO
333031,30,32,0,143,SIM
124623,2,3,0,33,SIM
299239,2,1,0,0,NAO
328062,0,3,3,0,NAO
95566,11,25,0,108,SIM
297931,0,1,0,2,SIM
279317,0,2,1,0,NAO
348452,5,21,10,37,NAO
167330,0,2,2,0,NAO
250799,12,37,43,98,SIM
72545,0,1,1,0,NAO
105205,0,1,0,1,SIM
30953,0,5,2,3,NAO
92657,2,5,7,0,NAO
65684,0,5,5,0,NAO
10811,2,5,4,7,NAO
284421,17,24,12,3,NAO
350148,12,9,2,25,SIM
365403,0,2,2,0,NAO
195608,6,9,0,22,SIM
246145,3,5,5,0,NAO
333585,0,6,5,0,NAO
218609,0,59,374,681,SIM
183312,0,3,0,7,NAO
114979,2,13,0,51,SIM
186181,12,12,0,40,SIM
202164,9,16,14,22,NAO
71289,21,20,10,1,NAO
11878,3,17,0,22,SIM
296150,0,1,1,0,NAO
346450,31,52,0,436,SIM
224288,48,49,47,116,SIM
86467,3,12,5,18,SIM
72554,140,60,31,0,NAO
111161,0,4,3,0,NAO
328775,24,21,0,109,SIM
132165,0,7,9,0,NAO
162938,1,8,5,0,NAO
270120,1,4,0,9,SIM
71970,0,12,4,0,NAO
30852,0,1,1,0,NAO
312662,3,25,27,16,NAO
83236,1,4,4,0,NAO
112407,0,39,91,36,SIM
271498,3,6,5,0,NAO
56863,6,6,0,1,SIM
105613,2,1,2,0,NAO
150773,0,1,1,0,NAO
248442,0,5,3,1,NAO
157076,2,26,34,0,NAO
222234,0,1,5,0,NAO
182921,72,38,13,82,NAO
22929,0,3,3,0,NAO
35890,9,10,4,0,NAO
223975,0,3,1,0,NAO
237807,28,26,10,0,NAO
73595,0,15,16,1,NAO
4616,18,5,1,15,SIM
188987,0,1,1,0,NAO
89131,8,8,0,18,SIM
228965,2,8,7,0,NAO
1806,0,6,1,0,NAO
308951,0,1,0,1,NAO
230017,0,5,4,0,NAO
115462,0,3,3,0,NAO
8524,0,2,4,0,NAO
282262,1,13,17,8,NAO
34562,0,4,1,0,NAO
25361,4,25,31,0,NAO
101930,0,2,1,0,NAO
43417,0,18,24,0,NAO
330805,10,24,35,5,NAO
327255,0,4,2,0,NAO
243703,0,55,201,19,SIM
334277,4,6,7,1,SIM
211758,4,27,24,39,SIM
334217,48,41,2,328,SIM
285370,0,32,5,94,NAO
241332,10,2,0,3,SIM
313116,35,27,6,3,NAO
103691,10,53,181,7,NAO
208306,0,3,4,0,NAO
97537,31,20,8,1,NAO
166613,0,5,0,0,NAO
238971,0,7,5,0,NAO
312688,0,8,3,8,SIM
284538,0,1,1,0,NAO
367831,3,7,8,0,NAO
117186,2,10,17,0,NAO
257426,0,2,3,0,NAO
74273,0,34,73,18,NAO
148624,0,1,1,0,NAO
352159,0,13,16,0,NAO
351069,6,8,0,10,SIM
110491,0,4,3,0,NAO
278278,1,6,7,2,NAO
366960,0,2,1,0,NAO
355255,0,3,2,0,NAO
339916,0,1,1,0,NAO
121815,6,2,2,0,NAO
98144,0,2,3,0,NAO
130728,0,2,2,0,NAO
24036,0,1,0,0,NAO
327916,4,23,15,95,SIM
323563,0,1,2,0,NAO
192468,0,2,2,0,NAO
56281,4,9,13,0,NAO
138767,0,1,1,0,NAO
265395,0,4,4,0,NAO
316499,0,3,2,2,NAO
370463,2,3,1,0,NAO
81078,0,6,6,0,NAO
356104,0,3,3,0,NAO
17557,0,4,4,0,NAO
346067,0,1,0,0,NAO
161712,30,40,0,249,SIM
21293,0,8,12,0,NAO
188347,0,1,0,0,NAO
209045,0,60,420,3,NAO
239321,8,29,23,26,NAO
350583,0,3,3,0,NAO
123725,0,2,3,0,NAO
130254,22,26,139,124,SIM
149975,0,9,4,0,NAO
308365,10,12,7,0,NAO
247316,0,5,6,0,NAO
159598,0,4,5,0,NAO
359304,0,3,1,0,NAO
155986,0,6,6,0,NAO
80938,0,16,11,31,SIM
57307,10,6,0,24,SIM
198529,6,12,0,34,SIM
232616,7,13,0,45,SIM
309755,0,2,2,0,NAO
41634,0,46,0,326,SIM
8734,12,8,0,9,SIM
127883,0,4,4,0,NAO
158462,0,6,0,16,SIM
325924,0,14,23,17,NAO
361090,0,3,2,0,NAO
7669,2,8,6,4,NAO
223610,4,18,15,0,NAO
11388,0,2,2,0,NAO
152566,128,39,63,111,SIM
202264,8,10,15,0,NAO
291746,0,1,2,0,NAO
95715,0,19,20,15,SIM
263417,0,8,3,0,NAO
70102,0,1,1,0,NAO
343724,0,3,3,0,NAO
105238,2,8,12,0,NAO
247712,0,2,2,0,NAO
98574,0,4,2,0,NAO
257350,0,2,2,0,NAO
25281,0,5,5,0,NAO
207888,12,13,2,10,NAO
86633,0,2,2,0,NAO
324974,1,1,0,1,NAO
361418,0,5,0,7,NAO
245743,0,46,0,135,SIM
119519,7,7,7,15,NAO
82888,0,2,3,0,NAO
356032,0,1,2,0,NAO
51122,5,8,11,0,NAO
205201,0,7,8,0,NAO
238471,0,1,1,0,NAO
116166,50,28,28,1,NAO
304469,0,1,1,0,NAO
164828,3,55,137,0,NAO
117403,0,2,2,0,NAO
28716,0,31,9,59,NAO
297487,0,10,1,9,NAO
80699,0,6,6,0,NAO
76604,0,6,3,0,NAO
240257,0,4,4,0,NAO
258655,0,1,1,0,NAO
207423,38,57,0,569,SIM
300081,3,60,113,360,SIM
186621,0,1,0,0,NAO
92774,23,19,0,115,SIM
310211,0,1,1,0,NAO
352397,3,14,0,58,SIM
260485,0,1,1,0,NAO
296931,0,3,3,0,NAO
291098,1,17,23,0,NAO
331265,0,6,2,0,NAO
310029,0,35,40,57,SIM
120845,25,54,40,295,SIM
156237,18,36,0,87,SIM
779,52,38,5,96,SIM
262780,16,53,118,75,NAO
224963,81,55,2,514,SIM
85335,2,5,5,1,NAO
103248,0,3,3,0,NAO
273101,19,27,0,119,SIM
309331,0,2,2,0,NAO
269160,2,13,18,0,NAO
53367,0,19,22,2,NAO
93053,0,2,1,0,NAO
369676,0,1,1,0,NAO
180541,3,9,10,0,NAO
350879,0,1,1,0,NAO
214862,0,2,3,0,NAO
347107,0,1,1,0,NAO
344179,0,1,0,0,NAO
96223,8,26,81,45,SIM
323399,0,2,1,0,NAO
121072,26,27,2,210,SIM
339077,0,1,0,0,NAO
43170,2,8,0,15,SIM
155063,2,1,0,0,NAO
29085,0,1,0,0,NAO
22684,3,20,24,6,NAO
93454,0,4,6,0,NAO
123571,16,24,0,95,SIM
110243,0,2,1,0,NAO
308685,4,7,0,15,SIM
222289,0,12,5,26,NAO
191740,0,3,3,0,NAO
173862,5,6,8,0,NAO
365469,1,17,22,0,NAO
58084,8,8,12,0,NAO
210942,0,5,4,0,NAO
241327,0,18,0,49,SIM
289557,0,4,4,0,NAO
170253,0,1,0,0,NAO
177688,23,36,0,144,SIM
327714,0,5,0,9,SIM
250508,20,24,10,0,NAO
56086,0,7,10,0,NAO
360666,1,2,2,1,NAO
360099,2,11,7,1,SIM
167345,0,2,2,0,NAO
138783,0,3,4,0,NAO
247906,0,6,8,0,NAO
297959,0,2,2,0,NAO
322932,0,12,4,0,NAO
253070,0,5,4,0,NAO
336983,3,6,3,29,SIM
30960,1,2,6,0,NAO
332994,2,6,6,0,NAO
28300,3,5,17,0,NAO
194524,0,7,1,0,NAO
175097,10,25,1,177,SIM
166645,0,1,0,0,NAO
105034,0,2,0,0,NAO
278802,0,5,3,0,NAO
219682,0,1,2,0,NAO
34352,1,6,7,0,NAO
341522,0,1,0,0,NAO
201189,0,3,1,0,NAO
318286,1,3,8,4,NAO
257786,0,7,7,0,NAO
105336,0,12,12,0,NAO
177752,3,4,0,9,SIM
128894,0,22,29,0,NAO
251019,2,6,5,0,NAO
120085,0,2,0,0,NAO
351062,0,9,9,0,NAO
342674,0,5,1,15,SIM
121613,0,1,0,6,SIM
328230,0,11,35,33,SIM
333397,0,2,2,0,NAO
22947,23,44,0,305,SIM
191028,0,1,1,0,NAO
289032,0,5,7,0,NAO
110982,0,1,1,0,NAO
309980,0,1,1,0,NAO
130358,0,10,10,0,NAO
166955,53,32,14,204,SIM
76275,2,12,16,0,NAO
193301,0,2,4,0,NAO
105546,0,1,0,2,NAO
179170,40,34,21,73,SIM
276400,1,2,6,0,NAO
17181,0,12,4,9,NAO
145074,0,3,3,0,NAO
193534,0,1,1,0,NAO
79972,0,1,1,0,NAO
294520,0,1,1,0,NAO
146919,0,10,8,0,NAO
365356,0,2,0,1,NAO
131254,8,25,0,33,SIM
6925,0,4,5,0,NAO
249232,6,13,0,64,SIM
339497,0,1,1,0,NAO
264511,6,8,4,5,NAO
270841,0,4,4,0,NAO
275493,0,10,12,0,NAO
96295,1,12,14,0,NAO
317150,0,3,3,0,NAO
103275,12,1,0,1,SIM
226029,0,60,580,710,SIM
335424,17,7,7,0,NAO
225461,0,1,0,0,NAO
188801,0,1,1,0,NAO
147511,5,4,5,0,NAO
342029,14,17,11,0,NAO
300841,1,4,2,0,NAO
349748,15,16,7,1,NAO
239390,38,26,13,0,NAO
316644,0,1,0,0,NAO
343991,5,24,28,0,NAO
175844,0,53,223,21,NAO
289710,6,38,15,66,SIM
93260,15,16,8,0,NAO
171355,0,31,133,197,SIM
6606,0,1,0,8,NAO
334302,2,1,0,0,NAO
250927,1,5,6,0,NAO
87772,2,12,6,7,SIM
20301,3,2,1,3,SIM
142320,0,2,1,0,NAO
264718,0,1,1,0,NAO
39620,0,1,1,0,NAO
112048,0,8,6,4,NAO
213627,0,1,0,0,NAO
369677,13,20,4,27,SIM
119410,0,3,0,0,NAO
207386,0,7,6,0,NAO
193216,22,33,33,87,SIM
220428,0,2,4,5,NAO
131729,0,58,775,217,SIM
316897,0,19,23,0,NAO
166942,0,1,0,1,NAO
171408,1,3,4,0,NAO
75909,0,3,2,1,NAO
96996,0,10,9,5,NAO
306948,0,2,0,21,SIM
285612,0,3,4,0,NAO
63640,0,4,4,0,NAO
141485,0,1,1,0,NAO
106125,129,31,11,0,NAO
329692,0,16,21,0,NAO
8415,28,23,0,30,SIM
231203,0,4,3,2,NAO
216232,0,1,3,2,NAO
162066,0,1,1,0,NAO
167995,0,2,2,0,NAO
189929,0,55,372,499,SIM
305146,512,59,30,407,NAO
170990,1,4,4,0,NAO
347220,0,1,1,0,NAO
248019,0,13,1,52,SIM
104217,0,5,8,0,NAO
