ID,PERFIL,PES_GENERO,PES_NASCIMENTO_DATA,ATR_PF_GEO_RENDA_FAM
304469,PROSPECT,F,,
164828,PROSPECT,M,,
117403,PROSPECT,F,26/06/1963 00:00:00,DE 14SM ATE 25SM
28716,PROSPECT,M,21/06/1965 00:00:00,
297487,PROSPECT,M,,DE 3SM ATE 4SM
80699,PROSPECT,M,,
76604,PROSPECT,F,,
240257,PROSPECT,F,,DE 3SM ATE 4SM
258655,PROSPECT,M,,DE 4SM ATE 8SM
207423,PROSPECT,M,21/09/1984 00:00:00,DE 4SM ATE 8SM
300081,PROSPECT,M,26/07/1972 00:00:00,DE 4SM ATE 8SM
186621,PROSPECT,M,,
92774,PROSPECT,M,26/06/1978 00:00:00,DE 8SM ATE 14SM
310211,PROSPECT,M,,
352397,PROSPECT,M,30/03/1973 00:00:00,DE 4SM ATE 8SM
260485,PROSPECT,F,07/10/1974 00:00:00,
296931,PROSPECT,M,,
291098,PROSPECT,M,,
331265,PROSPECT,M,,
310029,PROSPECT,F,09/09/1976 00:00:00,ACIMA DE 25SM
120845,PROSPECT,M,,
156237,PROSPECT,F,,
779,PROSPECT,F,02/04/1982 00:00:00,DE 14SM ATE 25SM
262780,PROSPECT,M,,
224963,PROSPECT,M,01/01/2000 00:00:00,DE 4SM ATE 8SM
85335,PROSPECT,M,,
103248,PROSPECT,F,,
273101,PROSPECT,F,,
309331,PROSPECT,M,,
269160,PROSPECT,M,,
53367,PROSPECT,F,,
93053,PROSPECT,F,,
369676,PROSPECT,F,,
180541,PROSPECT,F,,
350879,PROSPECT,M,,
214862,PROSPECT,M,,
347107,PROSPECT,F,12/12/1958 00:00:00,DE 8SM ATE 14SM
344179,PROSPECT,F,03/05/1974 00:00:00,DE 4SM ATE 8SM
96223,PROSPECT,M,,DE 3SM ATE 4SM
323399,PROSPECT,F,,DE 4SM ATE 8SM
121072,PROSPECT,M,,DE 8SM ATE 14SM
339077,PROSPECT,F,09/09/1977 00:00:00,DE 3SM ATE 4SM
43170,PROSPECT,M,,DE 4SM ATE 8SM
155063,PROSPECT,F,19/08/1994 00:00:00,DE 4SM ATE 8SM
29085,PROSPECT,M,,
22684,PROSPECT,M,01/01/2000 00:00:00,
93454,PROSPECT,M,,
123571,PROSPECT,M,,
110243,PROSPECT,F,,
308685,PROSPECT,M,,
222289,PROSPECT,M,01/01/2001 00:00:00,DE 14SM ATE 25SM
191740,PROSPECT,F,28/03/1980 00:00:00,DE 14SM ATE 25SM
173862,PROSPECT,F,,
365469,PROSPECT,M,,DE 3SM ATE 4SM
58084,PROSPECT,F,,
210942,PROSPECT,M,12/09/1940 00:00:00,DE 3SM ATE 4SM
241327,PROSPECT,M,,
289557,PROSPECT,F,,
170253,PROSPECT,M,,
177688,PROSPECT,M,,DE 14SM ATE 25SM
327714,PROSPECT,F,09/01/1987 00:00:00,DE 4SM ATE 8SM
250508,PROSPECT,M,,
56086,PROSPECT,F,,
360666,PROSPECT,M,,DE 3SM ATE 4SM
360099,PROSPECT,M,,
167345,PROSPECT,F,,DE 4SM ATE 8SM
138783,PROSPECT,M,,DE 3SM ATE 4SM
247906,PROSPECT,F,,DE 4SM ATE 8SM
297959,PROSPECT,F,,DE 4SM ATE 8SM
322932,PROSPECT,M,,DE 4SM ATE 8SM
253070,PROSPECT,F,,DE 3SM ATE 4SM
336983,PROSPECT,M,,DE 3SM ATE 4SM
30960,PROSPECT,M,,DE 3SM ATE 4SM
332994,PROSPECT,F,26/05/1993 00:00:00,DE 4SM ATE 8SM
28300,PROSPECT,F,,
194524,PROSPECT,M,,DE 4SM ATE 8SM
175097,PROSPECT,M,,DE 4SM ATE 8SM
166645,PROSPECT,F,,
105034,PROSPECT,F,,
278802,PROSPECT,M,,
219682,PROSPECT,F,,
34352,PROSPECT,M,,
341522,PROSPECT,F,,DE 4SM ATE 8SM
201189,PROSPECT,M,,
318286,PROSPECT,F,,
257786,PROSPECT,F,20/11/1983 00:00:00,DE 4SM ATE 8SM
105336,PROSPECT,F,26/03/1944 00:00:00,DE 14SM ATE 25SM
177752,PROSPECT,M,,
128894,PROSPECT,M,,DE 4SM ATE 8SM
251019,PROSPECT,M,,
120085,PROSPECT,M,,
351062,PROSPECT,F,28/09/1977 00:00:00,DE 3SM ATE 4SM
342674,PROSPECT,M,,
121613,PROSPECT,M,25/11/1981 00:00:00,DE 3SM ATE 4SM
328230,PROSPECT,F,,
333397,PROSPECT,M,,DE 3SM ATE 4SM
22947,PROSPECT,M,,
191028,PROSPECT,M,,
289032,PROSPECT,F,26/07/1982 00:00:00,
110982,PROSPECT,M,,
309980,PROSPECT,M,,
130358,PROSPECT,F,26/04/1971 00:00:00,DE 8SM ATE 14SM
166955,PROSPECT,F,08/07/1966 00:00:00,DE 4SM ATE 8SM
76275,PROSPECT,F,,
193301,PROSPECT,F,07/12/1980 00:00:00,DE 4SM ATE 8SM
105546,PROSPECT,M,19/03/1980 00:00:00,
179170,PROSPECT,M,,ACIMA DE 25SM
276400,PROSPECT,M,,
17181,PROSPECT,F,,
145074,PROSPECT,F,,DE 8SM ATE 14SM
193534,PROSPECT,M,,
79972,PROSPECT,F,,
294520,PROSPECT,F,,
146919,PROSPECT,F,10/05/1988 00:00:00,DE 8SM ATE 14SM
365356,PROSPECT,F,,
131254,PROSPECT,M,,DE 4SM ATE 8SM
6925,PROSPECT,M,,
249232,PROSPECT,M,,
339497,PROSPECT,I,,DE 14SM ATE 25SM
264511,PROSPECT,M,01/12/1986 00:00:00,DE 4SM ATE 8SM
270841,PROSPECT,M,,
275493,PROSPECT,F,,DE 3SM ATE 4SM
96295,PROSPECT,M,05/07/1989 00:00:00,
317150,PROSPECT,F,,DE 4SM ATE 8SM
103275,PROSPECT,M,28/03/1983 00:00:00,DE 8SM ATE 14SM
226029,PROSPECT,F,27/01/1945 00:00:00,DE 8SM ATE 14SM
335424,PROSPECT,I,,
225461,PROSPECT,F,31/12/1972 00:00:00,DE 4SM ATE 8SM
188801,PROSPECT,F,,
147511,PROSPECT,F,09/03/1980 00:00:00,DE 3SM ATE 4SM
342029,PROSPECT,I,,
300841,PROSPECT,M,,
349748,PROSPECT,M,20/10/1968 00:00:00,DE 4SM ATE 8SM
239390,PROSPECT,F,19/10/1965 00:00:00,DE 8SM ATE 14SM
316644,PROSPECT,M,,
343991,PROSPECT,M,,DE 8SM ATE 14SM
175844,PROSPECT,F,27/06/1942 00:00:00,DE 4SM ATE 8SM
289710,PROSPECT,M,,
93260,PROSPECT,M,,
171355,PROSPECT,M,02/04/1979 00:00:00,DE 14SM ATE 25SM
6606,PROSPECT,M,,
334302,PROSPECT,M,,
250927,PROSPECT,M,,
87772,PROSPECT,I,16/08/1983 00:00:00,DE 4SM ATE 8SM
20301,PROSPECT,F,,DE 14SM ATE 25SM
142320,PROSPECT,F,,DE 4SM ATE 8SM
264718,PROSPECT,M,,
39620,PROSPECT,I,14/08/1983 00:00:00,
112048,PROSPECT,M,,
213627,PROSPECT,F,,DE 8SM ATE 14SM
369677,PROSPECT,M,,
119410,PROSPECT,M,18/04/1980 00:00:00,
207386,PROSPECT,F,,
193216,PROSPECT,M,,DE 4SM ATE 8SM
220428,PROSPECT,F,15/07/1939 00:00:00,DE 4SM ATE 8SM
131729,PROSPECT,F,03/02/1979 00:00:00,DE 3SM ATE 4SM
316897,PROSPECT,M,29/04/1986 00:00:00,DE 8SM ATE 14SM
166942,PROSPECT,F,30/09/1985 00:00:00,DE 4SM ATE 8SM
171408,PROSPECT,M,,
75909,PROSPECT,M,,DE 4SM ATE 8SM
96996,PROSPECT,M,21/04/1962 00:00:00,DE 4SM ATE 8SM
306948,PROSPECT,M,,
285612,PROSPECT,M,,
63640,PROSPECT,F,,DE 4SM ATE 8SM
141485,PROSPECT,F,,
106125,PROSPECT,M,,DE 4SM ATE 8SM
329692,PROSPECT,F,,DE 8SM ATE 14SM
8415,PROSPECT,M,,
231203,PROSPECT,M,,DE 4SM ATE 8SM
216232,PROSPECT,F,,DE 4SM ATE 8SM
162066,PROSPECT,F,,DE 4SM ATE 8SM
167995,PROSPECT,M,,
189929,PROSPECT,M,,
305146,PROSPECT,F,,
170990,PROSPECT,M,29/03/1971 00:00:00,
347220,PROSPECT,M,,DE 3SM ATE 4SM
248019,PROSPECT,M,,DE 3SM ATE 4SM
104217,PROSPECT,F,,DE 3SM ATE 4SM
99134,PROSPECT,M,,DE 3SM ATE 4SM
114434,PROSPECT,F,,
291742,PROSPECT,M,,
353736,PROSPECT,M,17/03/1990 00:00:00,
370447,PROSPECT,F,25/07/1992 00:00:00,
51339,PROSPECT,M,,
263616,PROSPECT,F,,
287804,PROSPECT,F,,
239444,PROSPECT,F,,
294519,PROSPECT,M,20/09/1962 00:00:00,DE 4SM ATE 8SM
203325,PROSPECT,F,,
41108,PROSPECT,M,21/07/1985 00:00:00,
333492,PROSPECT,F,,
71314,PROSPECT,F,31/07/1960 00:00:00,DE 14SM ATE 25SM
109693,PROSPECT,M,,ACIMA DE 25SM
94841,PROSPECT,M,,DE 8SM ATE 14SM
35359,PROSPECT,M,,
350708,PROSPECT,F,,DE 3SM ATE 4SM
359941,PROSPECT,M,20/08/1975 00:00:00,
66831,PROSPECT,M,,DE 8SM ATE 14SM
92800,PROSPECT,F,09/03/1986 00:00:00,
214060,PROSPECT,F,,DE 3SM ATE 4SM
254249,PROSPECT,M,,DE 3SM ATE 4SM
203909,PROSPECT,F,,DE 3SM ATE 4SM
246109,PROSPECT,M,,
200667,PROSPECT,F,31/12/1979 00:00:00,
2583,PROSPECT,M,,DE 3SM ATE 4SM
303194,PROSPECT,M,15/05/1960 00:00:00,
278142,PROSPECT,M,,
274066,PROSPECT,M,,
357777,PROSPECT,M,,DE 4SM ATE 8SM
212010,PROSPECT,F,,DE 14SM ATE 25SM
109944,PROSPECT,F,,
111500,PROSPECT,M,,DE 2SM ATE 3SM
110689,PROSPECT,M,21/09/1976 00:00:00,DE 4SM ATE 8SM
129642,PROSPECT,F,,
79384,PROSPECT,F,,
91638,PROSPECT,F,,
223690,PROSPECT,F,,
162760,PROSPECT,M,06/06/1984 00:00:00,
114838,PROSPECT,F,19/12/1977 00:00:00,DE 4SM ATE 8SM
31299,PROSPECT,M,,
235267,PROSPECT,F,,DE 3SM ATE 4SM
114832,PROSPECT,F,,
60826,PROSPECT,F,,DE 4SM ATE 8SM
72878,PROSPECT,F,17/01/1970 00:00:00,DE 3SM ATE 4SM
166174,PROSPECT,F,11/02/1980 00:00:00,DE 4SM ATE 8SM
215469,PROSPECT,M,12/11/1971 00:00:00,
156904,PROSPECT,M,,DE 8SM ATE 14SM
167425,PROSPECT,F,,
121580,PROSPECT,M,,
301138,PROSPECT,M,,
327393,PROSPECT,M,,
361120,PROSPECT,F,,
57558,PROSPECT,F,29/07/1982 00:00:00,DE 4SM ATE 8SM
53123,PROSPECT,I,16/01/1991 00:00:00,
160170,PROSPECT,M,01/01/2000 00:00:00,DE 8SM ATE 14SM
145536,PROSPECT,F,,DE 3SM ATE 4SM
14718,PROSPECT,F,,
47806,PROSPECT,M,,
108092,PROSPECT,F,,DE 4SM ATE 8SM
17328,PROSPECT,M,,DE 3SM ATE 4SM
287163,PROSPECT,M,,
189323,PROSPECT,F,,
313710,PROSPECT,F,,DE 8SM ATE 14SM
118282,PROSPECT,M,22/01/1985 00:00:00,DE 8SM ATE 14SM
340045,PROSPECT,F,,DE 3SM ATE 4SM
125741,PROSPECT,F,,
280654,PROSPECT,F,,DE 4SM ATE 8SM
320251,PROSPECT,M,15/12/1979 00:00:00,DE 8SM ATE 14SM
162709,PROSPECT,F,05/07/1975 00:00:00,DE 4SM ATE 8SM
161952,PROSPECT,F,,DE 3SM ATE 4SM
157367,PROSPECT,M,,
4310,PROSPECT,M,05/08/1990 00:00:00,
180608,PROSPECT,F,,DE 3SM ATE 4SM
248427,PROSPECT,M,,
217102,PROSPECT,M,01/01/2000 00:00:00,DE 4SM ATE 8SM
175692,PROSPECT,F,,
370406,PROSPECT,M,08/08/1981 00:00:00,
215405,PROSPECT,F,,
231900,PROSPECT,I,,
298273,PROSPECT,F,,DE 3SM ATE 4SM
80309,PROSPECT,M,11/01/1948 00:00:00,
276265,PROSPECT,M,,
359983,PROSPECT,M,,DE 4SM ATE 8SM
352189,PROSPECT,M,,
309277,PROSPECT,M,,
16018,PROSPECT,M,,
79377,PROSPECT,M,,DE 4SM ATE 8SM
355802,PROSPECT,M,,
112882,PROSPECT,M,05/11/1991 00:00:00,DE 8SM ATE 14SM
236096,PROSPECT,I,,
53854,PROSPECT,M,,
330572,PROSPECT,M,12/01/1975 00:00:00,DE 4SM ATE 8SM
181035,PROSPECT,M,,
67631,PROSPECT,M,,
354851,PROSPECT,M,,
341781,PROSPECT,I,,DE 3SM ATE 4SM
63990,PROSPECT,F,,DE 3SM ATE 4SM
64884,PROSPECT,F,,DE 8SM ATE 14SM
212549,PROSPECT,M,,
48345,PROSPECT,M,30/04/1986 00:00:00,DE 8SM ATE 14SM
176506,PROSPECT,M,,
16041,PROSPECT,F,,
132990,PROSPECT,F,,
200577,PROSPECT,F,,
228660,PROSPECT,M,27/11/1953 00:00:00,DE 4SM ATE 8SM
164095,PROSPECT,F,20/11/1986 00:00:00,DE 8SM ATE 14SM
353818,PROSPECT,M,,
225252,PROSPECT,M,15/04/1993 00:00:00,DE 3SM ATE 4SM
292899,PROSPECT,F,,DE 8SM ATE 14SM
329341,PROSPECT,M,12/06/1992 00:00:00,DE 8SM ATE 14SM
246594,PROSPECT,F,,
136155,PROSPECT,M,,
17955,PROSPECT,I,,
256389,PROSPECT,F,16/05/1981 00:00:00,
208972,PROSPECT,M,,
350970,PROSPECT,F,,
153722,PROSPECT,M,,
223915,PROSPECT,M,,
290165,PROSPECT,F,,DE 14SM ATE 25SM
361415,PROSPECT,F,,DE 8SM ATE 14SM
122133,PROSPECT,M,03/09/1989 00:00:00,
262635,PROSPECT,F,,DE 3SM ATE 4SM
293144,PROSPECT,F,,
220253,PROSPECT,F,07/01/1964 00:00:00,ACIMA DE 25SM
23120,PROSPECT,M,22/05/1950 00:00:00,DE 8SM ATE 14SM
275404,PROSPECT,M,14/12/1980 00:00:00,DE 3SM ATE 4SM
234641,PROSPECT,M,,DE 8SM ATE 14SM
149803,PROSPECT,F,,
310904,PROSPECT,F,,
161925,PROSPECT,F,,
53202,PROSPECT,M,08/05/1954 00:00:00,DE 8SM ATE 14SM
297090,PROSPECT,I,,
273899,PROSPECT,M,,
24939,PROSPECT,F,,
18370,PROSPECT,M,,
315918,PROSPECT,M,,
240653,PROSPECT,F,,
46044,PROSPECT,M,,DE 3SM ATE 4SM
119297,PROSPECT,F,,DE 8SM ATE 14SM
366398,PROSPECT,F,,
236472,PROSPECT,M,,DE 4SM ATE 8SM
258377,PROSPECT,F,,
162259,PROSPECT,F,06/01/1986 00:00:00,DE 4SM ATE 8SM
356734,PROSPECT,F,06/11/1991 00:00:00,DE 2SM ATE 3SM
235329,PROSPECT,I,,DE 3SM ATE 4SM
6323,PROSPECT,F,,DE 3SM ATE 4SM
352582,PROSPECT,M,,
90449,PROSPECT,F,24/03/1968 00:00:00,DE 3SM ATE 4SM
42969,PROSPECT,F,,
305332,PROSPECT,M,,
232043,PROSPECT,M,,
304692,PROSPECT,F,,
58616,PROSPECT,F,,
311695,PROSPECT,F,,
353066,PROSPECT,M,,DE 2SM ATE 3SM
121071,PROSPECT,F,,
17767,PROSPECT,M,,
230778,PROSPECT,M,,
103470,PROSPECT,M,,
111547,PROSPECT,M,,
45961,PROSPECT,M,,DE 3SM ATE 4SM
19200,PROSPECT,F,,DE 4SM ATE 8SM
223011,PROSPECT,F,01/01/2000 00:00:00,DE 3SM ATE 4SM
369874,PROSPECT,M,,DE 3SM ATE 4SM
315996,PROSPECT,M,,
219676,PROSPECT,M,,ACIMA DE 25SM
269795,PROSPECT,F,,
199227,PROSPECT,M,,
111843,PROSPECT,M,04/09/1985 00:00:00,
220452,PROSPECT,F,,
30456,PROSPECT,M,,ACIMA DE 25SM
289558,PROSPECT,M,,
206579,PROSPECT,F,,
272123,PROSPECT,M,,
89061,PROSPECT,F,15/09/1963 00:00:00,
253883,PROSPECT,M,,
353149,PROSPECT,F,,
72364,PROSPECT,M,21/01/1993 00:00:00,
192083,PROSPECT,M,,
76606,PROSPECT,F,,DE 3SM ATE 4SM
150379,PROSPECT,F,,
325623,PROSPECT,F,07/02/1950 00:00:00,DE 8SM ATE 14SM
152226,PROSPECT,M,09/11/1946 00:00:00,
149139,PROSPECT,F,,
11159,PROSPECT,M,,
179030,PROSPECT,F,29/07/1971 00:00:00,DE 4SM ATE 8SM
63324,PROSPECT,M,,
94254,PROSPECT,F,13/04/1976 00:00:00,DE 4SM ATE 8SM
324917,PROSPECT,M,,DE 4SM ATE 8SM
212078,PROSPECT,M,,
7957,PROSPECT,F,,
176583,PROSPECT,M,,
333275,PROSPECT,M,24/11/1971 00:00:00,DE 3SM ATE 4SM
360669,PROSPECT,M,,
118650,PROSPECT,M,,DE 4SM ATE 8SM
239403,PROSPECT,M,10/05/1953 00:00:00,
31939,PROSPECT,M,,DE 3SM ATE 4SM
326177,PROSPECT,M,,DE 3SM ATE 4SM
259932,PROSPECT,M,,
53103,PROSPECT,F,,
305122,PROSPECT,I,,
9495,PROSPECT,F,,DE 4SM ATE 8SM
59901,PROSPECT,M,,DE 3SM ATE 4SM
284910,PROSPECT,F,,
290922,PROSPECT,F,,
370544,PROSPECT,F,14/05/1978 00:00:00,
249965,PROSPECT,F,,
188113,PROSPECT,F,,
34896,PROSPECT,F,05/08/1997 00:00:00,
234669,PROSPECT,M,,
94170,PROSPECT,M,,
191946,PROSPECT,F,,
162540,PROSPECT,F,,DE 3SM ATE 4SM
336134,PROSPECT,F,,DE 3SM ATE 4SM
339184,PROSPECT,F,30/04/1988 00:00:00,DE 3SM ATE 4SM
47464,PROSPECT,M,16/10/1975 00:00:00,DE 14SM ATE 25SM
26583,PROSPECT,M,19/02/1993 00:00:00,
267067,PROSPECT,M,,
310344,PROSPECT,M,30/03/1982 00:00:00,
239080,PROSPECT,M,14/11/1986 00:00:00,DE 3SM ATE 4SM
33784,PROSPECT,F,30/10/1976 00:00:00,DE 3SM ATE 4SM
361877,PROSPECT,F,15/08/1936 00:00:00,
35505,PROSPECT,M,,
177156,PROSPECT,I,14/03/1994 00:00:00,DE 4SM ATE 8SM
351644,PROSPECT,F,10/04/1970 00:00:00,
224318,PROSPECT,F,17/08/2004 00:00:00,DE 3SM ATE 4SM
356113,PROSPECT,F,,
113629,PROSPECT,M,,
190344,PROSPECT,F,,
296310,PROSPECT,I,05/02/1974 00:00:00,DE 4SM ATE 8SM
123356,PROSPECT,M,,
39925,PROSPECT,F,,
212253,PROSPECT,M,,DE 4SM ATE 8SM
232397,PROSPECT,M,,DE 4SM ATE 8SM
75738,PROSPECT,M,,
56929,PROSPECT,F,,DE 2SM ATE 3SM
166329,PROSPECT,I,03/12/1962 00:00:00,DE 3SM ATE 4SM
159096,PROSPECT,M,04/10/1993 00:00:00,DE 8SM ATE 14SM
79735,PROSPECT,F,,DE 4SM ATE 8SM
120968,PROSPECT,M,,
174796,PROSPECT,M,11/01/1971 00:00:00,
5377,PROSPECT,M,,DE 4SM ATE 8SM
115821,PROSPECT,M,,
99975,PROSPECT,M,28/02/1990 00:00:00,DE 3SM ATE 4SM
274499,PROSPECT,F,,
98595,PROSPECT,M,,
127500,PROSPECT,F,,
278346,PROSPECT,M,,
32494,PROSPECT,M,11/06/1994 00:00:00,DE 3SM ATE 4SM
42636,PROSPECT,M,,DE 8SM ATE 14SM
308684,PROSPECT,M,28/07/1987 00:00:00,DE 3SM ATE 4SM
209587,PROSPECT,M,23/09/1978 00:00:00,DE 4SM ATE 8SM
310946,PROSPECT,F,,DE 3SM ATE 4SM
218170,PROSPECT,F,,
22687,PROSPECT,M,19/12/1991 00:00:00,
171582,PROSPECT,M,,
2757,PROSPECT,F,,
47021,PROSPECT,M,,DE 14SM ATE 25SM
253843,PROSPECT,M,26/07/1953 00:00:00,DE 3SM ATE 4SM
342538,PROSPECT,F,,DE 14SM ATE 25SM
120291,PROSPECT,M,25/09/1964 00:00:00,DE 3SM ATE 4SM
120720,PROSPECT,F,30/12/1980 00:00:00,DE 8SM ATE 14SM
270723,PROSPECT,F,24/09/1960 00:00:00,
349683,PROSPECT,M,12/08/1984 00:00:00,
177583,PROSPECT,F,,DE 4SM ATE 8SM
339773,PROSPECT,I,,DE 4SM ATE 8SM
353950,PROSPECT,M,,DE 8SM ATE 14SM
362751,PROSPECT,M,,
329295,PROSPECT,F,02/10/1967 00:00:00,DE 8SM ATE 14SM
231553,PROSPECT,F,,DE 3SM ATE 4SM
221423,PROSPECT,F,,
83209,PROSPECT,M,,DE 4SM ATE 8SM
177620,PROSPECT,F,,
51184,PROSPECT,F,,DE 4SM ATE 8SM
153945,PROSPECT,M,30/11/1970 00:00:00,
120068,PROSPECT,F,,DE 3SM ATE 4SM
306131,PROSPECT,M,,
365984,PROSPECT,F,27/11/1986 00:00:00,DE 4SM ATE 8SM
358965,PROSPECT,M,,DE 14SM ATE 25SM
8677,PROSPECT,M,01/04/1972 00:00:00,
240173,PROSPECT,M,,
299158,PROSPECT,F,,
107571,PROSPECT,I,,DE 4SM ATE 8SM
98676,PROSPECT,M,,DE 4SM ATE 8SM
29844,PROSPECT,F,,
272407,PROSPECT,M,,DE 14SM ATE 25SM
24991,PROSPECT,M,31/01/1952 00:00:00,DE 4SM ATE 8SM
102671,PROSPECT,F,06/05/1979 00:00:00,DE 4SM ATE 8SM
49624,PROSPECT,M,,
249784,PROSPECT,F,,
212060,PROSPECT,M,,
40733,PROSPECT,M,,
81604,PROSPECT,M,,
41254,PROSPECT,M,,
110681,PROSPECT,M,14/10/1961 00:00:00,
222896,PROSPECT,M,,
182163,PROSPECT,F,14/08/1994 00:00:00,
344263,PROSPECT,F,,
215951,PROSPECT,M,14/08/1980 00:00:00,DE 2SM ATE 3SM
186470,PROSPECT,M,,
179523,PROSPECT,M,25/08/1960 00:00:00,DE 4SM ATE 8SM
201936,PROSPECT,F,,
20431,PROSPECT,M,,DE 3SM ATE 4SM
242299,PROSPECT,F,04/07/1986 00:00:00,DE 4SM ATE 8SM
281793,PROSPECT,M,,DE 8SM ATE 14SM
180148,PROSPECT,M,,
100196,PROSPECT,F,11/11/1977 00:00:00,DE 8SM ATE 14SM
319836,PROSPECT,M,,
157734,PROSPECT,F,,
115257,PROSPECT,F,,DE 3SM ATE 4SM
171953,PROSPECT,F,,
86045,PROSPECT,F,,DE 14SM ATE 25SM
128415,PROSPECT,M,31/01/1990 00:00:00,DE 3SM ATE 4SM
113898,PROSPECT,M,,
59838,PROSPECT,F,,DE 8SM ATE 14SM
116782,PROSPECT,F,,
106049,PROSPECT,F,,DE 3SM ATE 4SM
174611,PROSPECT,F,,
207772,PROSPECT,F,,DE 8SM ATE 14SM
277486,PROSPECT,M,,
344209,PROSPECT,M,01/01/2000 00:00:00,DE 14SM ATE 25SM
125033,PROSPECT,M,,
275218,PROSPECT,M,29/11/1970 00:00:00,
14653,PROSPECT,F,,
23269,PROSPECT,F,,
99460,PROSPECT,F,,
213906,PROSPECT,F,25/07/1985 00:00:00,DE 3SM ATE 4SM
22125,PROSPECT,F,,
197198,PROSPECT,I,31/07/1974 00:00:00,
45672,PROSPECT,F,,
63103,PROSPECT,M,08/05/1981 00:00:00,DE 14SM ATE 25SM
173458,PROSPECT,F,,
242509,PROSPECT,F,30/11/1995 00:00:00,DE 4SM ATE 8SM
98883,PROSPECT,F,,
2307,PROSPECT,F,,
110487,PROSPECT,F,,
269848,PROSPECT,M,,
109398,PROSPECT,M,,
87745,PROSPECT,M,,
348026,PROSPECT,M,,
217266,PROSPECT,F,,
57270,PROSPECT,F,,
31349,PROSPECT,M,22/01/1966 00:00:00,
204430,PROSPECT,F,,
214992,PROSPECT,F,,DE 3SM ATE 4SM
267576,PROSPECT,M,17/01/1987 00:00:00,
345852,PROSPECT,M,,DE 4SM ATE 8SM
363187,PROSPECT,F,,DE 4SM ATE 8SM
335442,PROSPECT,M,,DE 3SM ATE 4SM
57448,PROSPECT,M,,
20906,PROSPECT,F,,DE 4SM ATE 8SM
284019,PROSPECT,M,,
229892,PROSPECT,M,,
72209,PROSPECT,F,,
170144,PROSPECT,I,,
298495,PROSPECT,M,,
294833,PROSPECT,F,,
121573,PROSPECT,M,,
25348,PROSPECT,F,,
56831,PROSPECT,M,04/05/1988 00:00:00,DE 3SM ATE 4SM
37874,PROSPECT,M,23/11/1968 00:00:00,DE 4SM ATE 8SM
336274,PROSPECT,F,,
302849,PROSPECT,F,,DE 4SM ATE 8SM
367080,PROSPECT,M,,
2611,PROSPECT,M,05/06/1956 00:00:00,
227041,PROSPECT,M,14/11/1947 00:00:00,DE 4SM ATE 8SM
246147,PROSPECT,F,,
201201,PROSPECT,F,12/01/1989 00:00:00,
133821,PROSPECT,F,,DE 4SM ATE 8SM
343255,PROSPECT,M,02/05/1994 00:00:00,DE 4SM ATE 8SM
295490,PROSPECT,M,,DE 4SM ATE 8SM
362546,PROSPECT,F,,DE 3SM ATE 4SM
44447,PROSPECT,M,18/05/1989 00:00:00,DE 8SM ATE 14SM
37364,PROSPECT,F,,
168901,PROSPECT,M,,
141197,PROSPECT,I,,
206110,PROSPECT,M,,DE 4SM ATE 8SM
230655,PROSPECT,F,,
342630,PROSPECT,F,07/01/1936 00:00:00,DE 8SM ATE 14SM
12607,PROSPECT,F,14/11/1991 00:00:00,
258038,PROSPECT,M,,
102075,PROSPECT,F,20/12/1992 00:00:00,DE 4SM ATE 8SM
205070,PROSPECT,F,27/03/1984 00:00:00,DE 4SM ATE 8SM
101744,PROSPECT,F,,
19400,PROSPECT,M,,
205642,PROSPECT,M,,
147606,PROSPECT,M,30/08/1980 00:00:00,ACIMA DE 25SM
6506,PROSPECT,M,,DE 4SM ATE 8SM
326267,PROSPECT,M,,
75889,PROSPECT,M,,DE 4SM ATE 8SM
96388,PROSPECT,M,,
54228,PROSPECT,M,,DE 4SM ATE 8SM
113983,PROSPECT,M,,DE 14SM ATE 25SM
197754,PROSPECT,M,,DE 3SM ATE 4SM
137211,PROSPECT,M,14/06/1977 00:00:00,
273322,PROSPECT,F,,DE 3SM ATE 4SM
235485,PROSPECT,F,,
258461,PROSPECT,I,,
170804,PROSPECT,F,,
20145,PROSPECT,F,,
85975,PROSPECT,F,,
283090,PROSPECT,M,,
138881,PROSPECT,M,,DE 4SM ATE 8SM
176578,PROSPECT,F,16/09/1975 00:00:00,DE 4SM ATE 8SM
280154,PROSPECT,F,10/03/1962 00:00:00,DE 14SM ATE 25SM
168694,PROSPECT,M,19/04/1993 00:00:00,DE 4SM ATE 8SM
248933,PROSPECT,M,,DE 3SM ATE 4SM
117339,PROSPECT,F,,DE 8SM ATE 14SM
340951,PROSPECT,M,,DE 4SM ATE 8SM
204667,PROSPECT,M,,
281372,PROSPECT,F,,
128952,PROSPECT,F,,
139161,PROSPECT,M,,
8592,PROSPECT,M,,
303165,PROSPECT,F,12/07/1969 00:00:00,DE 4SM ATE 8SM
344223,PROSPECT,F,,
246483,PROSPECT,M,,
235720,PROSPECT,M,,DE 3SM ATE 4SM
306392,PROSPECT,F,,
358990,PROSPECT,I,,DE 3SM ATE 4SM
148747,PROSPECT,F,,DE 3SM ATE 4SM
342779,PROSPECT,M,,
47590,PROSPECT,F,,
255751,PROSPECT,M,,
14544,PROSPECT,M,,
222644,PROSPECT,F,05/06/1956 00:00:00,DE 4SM ATE 8SM
309493,PROSPECT,F,,
288408,PROSPECT,F,15/09/1954 00:00:00,DE 4SM ATE 8SM
187264,PROSPECT,M,,DE 4SM ATE 8SM
