ID,PERFIL,PES_GENERO,PES_NASCIMENTO_DATA,ATR_PF_GEO_RENDA_FAM
8024,PROSPECT,F,27/02/1971 00:00:00,DE 3SM ATE 4SM
36340,PROSPECT,M,,DE 4SM ATE 8SM
263304,PROSPECT,F,11/04/1957 00:00:00,DE 3SM ATE 4SM
274644,PROSPECT,M,,
33524,PROSPECT,F,13/12/1993 00:00:00,DE 3SM ATE 4SM
104943,PROSPECT,F,,DE 8SM ATE 14SM
166050,PROSPECT,F,27/09/1954 00:00:00,DE 4SM ATE 8SM
187788,PROSPECT,F,12/12/1970 00:00:00,ACIMA DE 25SM
323499,PROSPECT,F,28/10/1987 00:00:00,DE 4SM ATE 8SM
37325,PROSPECT,M,01/01/2000 00:00:00,DE 3SM ATE 4SM
352229,PROSPECT,M,01/07/1977 00:00:00,
195789,PROSPECT,F,,
133950,PROSPECT,M,,DE 4SM ATE 8SM
261905,PROSPECT,M,,
363928,PROSPECT,M,,
164554,PROSPECT,M,02/12/1989 00:00:00,DE 4SM ATE 8SM
58115,PROSPECT,F,04/01/1968 00:00:00,DE 4SM ATE 8SM
238668,PROSPECT,F,,
263278,PROSPECT,F,,
314472,PROSPECT,M,06/10/1964 00:00:00,DE 8SM ATE 14SM
260803,PROSPECT,M,,
119979,PROSPECT,F,,
67268,PROSPECT,I,18/08/1951 00:00:00,DE 3SM ATE 4SM
204006,PROSPECT,F,,DE 14SM ATE 25SM
25806,PROSPECT,F,,DE 3SM ATE 4SM
358967,PROSPECT,M,,
277027,PROSPECT,M,,
360687,PROSPECT,I,26/03/1968 00:00:00,DE 3SM ATE 4SM
228136,PROSPECT,F,,
210633,PROSPECT,M,,
123995,PROSPECT,F,,
200296,PROSPECT,F,,DE 4SM ATE 8SM
95755,PROSPECT,M,03/05/1982 00:00:00,DE 8SM ATE 14SM
64893,PROSPECT,F,,
109793,PROSPECT,F,,
243862,PROSPECT,M,,ACIMA DE 25SM
28223,PROSPECT,F,,
49659,PROSPECT,M,11/11/1991 00:00:00,DE 4SM ATE 8SM
219400,PROSPECT,M,,DE 4SM ATE 8SM
209894,PROSPECT,M,,
153409,PROSPECT,M,,
254024,PROSPECT,M,,DE 4SM ATE 8SM
272327,PROSPECT,M,04/12/1986 00:00:00,DE 8SM ATE 14SM
333034,PROSPECT,M,02/01/1979 00:00:00,DE 8SM ATE 14SM
261771,PROSPECT,M,19/07/1986 00:00:00,
170857,PROSPECT,M,21/07/1982 00:00:00,
164463,PROSPECT,F,,
249039,PROSPECT,M,,DE 4SM ATE 8SM
235398,PROSPECT,M,,
354145,PROSPECT,M,,
126200,PROSPECT,M,13/03/1948 00:00:00,
75781,PROSPECT,M,18/05/1977 00:00:00,DE 2SM ATE 3SM
153265,PROSPECT,M,,DE 3SM ATE 4SM
196633,PROSPECT,M,,DE 3SM ATE 4SM
245219,PROSPECT,M,,DE 3SM ATE 4SM
200779,PROSPECT,F,23/01/1981 00:00:00,DE 3SM ATE 4SM
140723,PROSPECT,M,,
365599,PROSPECT,M,19/10/1964 00:00:00,DE 8SM ATE 14SM
344072,PROSPECT,M,11/07/1992 00:00:00,
346598,PROSPECT,F,,
99653,PROSPECT,F,01/01/1976 00:00:00,DE 4SM ATE 8SM
98612,PROSPECT,M,30/05/1987 00:00:00,DE 8SM ATE 14SM
114274,PROSPECT,F,,
14481,PROSPECT,M,01/07/1990 00:00:00,DE 3SM ATE 4SM
286238,PROSPECT,F,,DE 4SM ATE 8SM
2201,PROSPECT,F,,
80393,PROSPECT,I,,
142739,PROSPECT,M,,DE 8SM ATE 14SM
223999,PROSPECT,M,,
213223,PROSPECT,F,,DE 4SM ATE 8SM
288061,PROSPECT,M,,DE 2SM ATE 3SM
189523,PROSPECT,F,,DE 4SM ATE 8SM
67054,PROSPECT,M,,
216718,PROSPECT,M,25/01/1958 00:00:00,DE 8SM ATE 14SM
102920,PROSPECT,M,26/12/1978 00:00:00,DE 3SM ATE 4SM
305366,PROSPECT,F,,
29347,PROSPECT,M,31/07/1984 00:00:00,DE 14SM ATE 25SM
17713,PROSPECT,F,21/06/1964 00:00:00,DE 4SM ATE 8SM
256999,PROSPECT,M,,DE 4SM ATE 8SM
314665,PROSPECT,M,,DE 4SM ATE 8SM
299595,PROSPECT,F,,DE 4SM ATE 8SM
178145,PROSPECT,F,,
95570,PROSPECT,F,20/10/1981 00:00:00,DE 4SM ATE 8SM
260304,PROSPECT,M,,DE 8SM ATE 14SM
17521,PROSPECT,M,,
123030,PROSPECT,F,02/06/1987 00:00:00,
30140,PROSPECT,M,,DE 8SM ATE 14SM
50874,PROSPECT,M,,
122369,PROSPECT,I,,
243985,PROSPECT,F,,
96824,PROSPECT,M,,
281762,PROSPECT,M,,
331522,PROSPECT,M,31/10/1981 00:00:00,
369483,PROSPECT,F,21/10/1979 00:00:00,DE 3SM ATE 4SM
266581,PROSPECT,F,,
5052,PROSPECT,I,,
344324,PROSPECT,M,,ACIMA DE 25SM
347530,PROSPECT,M,06/04/1979 00:00:00,DE 8SM ATE 14SM
191395,PROSPECT,F,,
141965,PROSPECT,F,26/05/1993 00:00:00,
354052,PROSPECT,M,03/08/1982 00:00:00,DE 3SM ATE 4SM
223252,PROSPECT,M,08/05/1967 00:00:00,DE 4SM ATE 8SM
154963,PROSPECT,F,,
230032,PROSPECT,M,,
156370,PROSPECT,M,,DE 4SM ATE 8SM
300728,PROSPECT,M,,
35302,PROSPECT,F,,DE 14SM ATE 25SM
287896,PROSPECT,F,25/04/1965 00:00:00,DE 3SM ATE 4SM
206659,PROSPECT,M,,DE 3SM ATE 4SM
27343,PROSPECT,M,,DE 3SM ATE 4SM
181748,PROSPECT,F,,
335510,PROSPECT,F,,
153117,PROSPECT,M,,
197453,PROSPECT,F,,
31372,PROSPECT,F,,DE 4SM ATE 8SM
17920,PROSPECT,M,,
140521,PROSPECT,M,,
349117,PROSPECT,F,,
210723,PROSPECT,M,,DE 3SM ATE 4SM
314821,PROSPECT,M,,DE 4SM ATE 8SM
117673,PROSPECT,F,,ACIMA DE 25SM
344885,PROSPECT,M,,
354127,PROSPECT,F,18/06/1974 00:00:00,DE 14SM ATE 25SM
207315,PROSPECT,F,,
68916,PROSPECT,M,,
314430,PROSPECT,M,,DE 3SM ATE 4SM
223790,PROSPECT,F,,DE 4SM ATE 8SM
84788,PROSPECT,F,,
190292,PROSPECT,F,,
114264,PROSPECT,M,,DE 2SM ATE 3SM
359954,PROSPECT,M,,DE 3SM ATE 4SM
175185,PROSPECT,F,13/04/1992 00:00:00,ATE 1SM
45270,PROSPECT,F,,
16580,PROSPECT,M,,
143088,PROSPECT,M,,
202073,PROSPECT,M,,DE 4SM ATE 8SM
140070,PROSPECT,F,,
220721,PROSPECT,M,12/04/1985 00:00:00,DE 8SM ATE 14SM
211211,PROSPECT,F,,
259713,PROSPECT,M,22/10/1973 00:00:00,DE 4SM ATE 8SM
51150,PROSPECT,F,,
304968,PROSPECT,M,18/09/1974 00:00:00,DE 14SM ATE 25SM
190176,PROSPECT,M,,
35185,PROSPECT,I,31/05/1964 00:00:00,ACIMA DE 25SM
256534,PROSPECT,M,,
122566,PROSPECT,M,,
34109,PROSPECT,F,,DE 8SM ATE 14SM
11913,PROSPECT,M,01/01/2000 00:00:00,
131879,PROSPECT,M,16/09/1988 00:00:00,DE 4SM ATE 8SM
161442,PROSPECT,F,08/12/1975 00:00:00,DE 8SM ATE 14SM
266069,PROSPECT,M,,DE 8SM ATE 14SM
113277,PROSPECT,F,,DE 3SM ATE 4SM
355783,PROSPECT,F,,
259665,PROSPECT,M,23/05/1975 00:00:00,DE 3SM ATE 4SM
112446,PROSPECT,F,,
8743,PROSPECT,M,,
97269,PROSPECT,F,,
361581,PROSPECT,M,,
361500,PROSPECT,M,,
26085,PROSPECT,M,,
367492,PROSPECT,M,,DE 3SM ATE 4SM
144436,PROSPECT,M,17/01/1980 00:00:00,DE 8SM ATE 14SM
341828,PROSPECT,M,24/03/1992 00:00:00,
35119,PROSPECT,M,,DE 8SM ATE 14SM
25406,PROSPECT,M,,DE 3SM ATE 4SM
160273,PROSPECT,M,,
260241,PROSPECT,F,,DE 3SM ATE 4SM
288453,PROSPECT,M,24/06/1950 00:00:00,DE 4SM ATE 8SM
16559,PROSPECT,M,,DE 3SM ATE 4SM
68326,PROSPECT,I,,DE 3SM ATE 4SM
30051,PROSPECT,F,,DE 4SM ATE 8SM
105984,PROSPECT,M,,
131868,PROSPECT,F,25/11/1980 00:00:00,DE 4SM ATE 8SM
56653,PROSPECT,M,,
285742,PROSPECT,M,17/05/1985 00:00:00,
262063,PROSPECT,M,,DE 4SM ATE 8SM
66781,PROSPECT,F,14/06/1975 00:00:00,DE 3SM ATE 4SM
37207,PROSPECT,M,,
176909,PROSPECT,F,,DE 4SM ATE 8SM
343162,PROSPECT,M,,DE 3SM ATE 4SM
83238,PROSPECT,F,,DE 3SM ATE 4SM
353881,PROSPECT,M,,
54600,PROSPECT,M,21/02/1967 00:00:00,DE 8SM ATE 14SM
91302,PROSPECT,F,,
191637,PROSPECT,F,01/01/2000 00:00:00,DE 4SM ATE 8SM
216084,PROSPECT,M,,DE 3SM ATE 4SM
15244,PROSPECT,F,19/06/1949 00:00:00,
370907,PROSPECT,M,,
348463,PROSPECT,M,16/02/1981 00:00:00,DE 3SM ATE 4SM
18641,PROSPECT,M,,
247145,PROSPECT,F,,
206301,PROSPECT,F,,
149058,PROSPECT,M,,
105255,PROSPECT,I,,
214792,PROSPECT,M,18/04/1977 00:00:00,DE 8SM ATE 14SM
131106,PROSPECT,M,04/04/1979 00:00:00,DE 4SM ATE 8SM
83672,PROSPECT,M,,
277167,PROSPECT,M,,
365234,PROSPECT,F,,
339385,PROSPECT,M,13/09/1960 00:00:00,DE 8SM ATE 14SM
213553,PROSPECT,F,,DE 3SM ATE 4SM
187377,PROSPECT,M,11/09/1980 00:00:00,
214640,PROSPECT,I,,
325534,PROSPECT,M,,
108761,PROSPECT,M,03/02/1968 00:00:00,DE 4SM ATE 8SM
185206,PROSPECT,M,,
272117,PROSPECT,F,08/03/1994 00:00:00,DE 8SM ATE 14SM
158712,PROSPECT,M,,
210062,PROSPECT,M,,
52382,PROSPECT,M,,
245868,PROSPECT,M,14/06/1991 00:00:00,DE 4SM ATE 8SM
251845,PROSPECT,M,,
205425,PROSPECT,M,,DE 8SM ATE 14SM
357931,PROSPECT,M,30/04/1990 00:00:00,DE 4SM ATE 8SM
114219,PROSPECT,F,,DE 3SM ATE 4SM
189943,PROSPECT,M,,
202173,PROSPECT,M,,
27442,PROSPECT,M,,
319777,PROSPECT,M,,
156070,PROSPECT,M,,
305350,PROSPECT,M,,
332487,PROSPECT,M,,
355787,PROSPECT,M,,DE 3SM ATE 4SM
247654,PROSPECT,F,,
79074,PROSPECT,M,,DE 8SM ATE 14SM
319818,PROSPECT,F,,DE 4SM ATE 8SM
72282,PROSPECT,M,05/01/1986 00:00:00,DE 3SM ATE 4SM
46360,PROSPECT,F,,
240920,PROSPECT,M,16/08/1965 00:00:00,DE 8SM ATE 14SM
161181,PROSPECT,F,,
161104,PROSPECT,M,,
199908,PROSPECT,F,,
97634,PROSPECT,M,,
185694,PROSPECT,M,,
112966,PROSPECT,F,,
194648,PROSPECT,F,,
275310,PROSPECT,F,,
13511,PROSPECT,M,,
152286,PROSPECT,F,,
198665,PROSPECT,F,,
312439,PROSPECT,M,,
361029,PROSPECT,F,,
349029,PROSPECT,F,,
67899,PROSPECT,M,,
2694,PROSPECT,M,,DE 4SM ATE 8SM
356872,PROSPECT,M,09/03/1968 00:00:00,
315768,PROSPECT,F,,
55543,PROSPECT,F,15/01/1987 00:00:00,
69145,PROSPECT,M,,DE 2SM ATE 3SM
346546,PROSPECT,F,,
18861,PROSPECT,F,01/01/2000 00:00:00,DE 3SM ATE 4SM
26040,PROSPECT,F,,DE 4SM ATE 8SM
206690,PROSPECT,F,,
82609,PROSPECT,M,,
174703,PROSPECT,F,,
147526,PROSPECT,M,,
16561,PROSPECT,M,,DE 3SM ATE 4SM
154889,PROSPECT,M,,
204383,PROSPECT,M,,
358792,PROSPECT,F,,
259065,PROSPECT,M,23/11/1981 00:00:00,DE 8SM ATE 14SM
174668,PROSPECT,F,,DE 4SM ATE 8SM
178490,PROSPECT,F,,DE 3SM ATE 4SM
99454,PROSPECT,M,,DE 4SM ATE 8SM
309372,PROSPECT,F,29/06/1956 00:00:00,DE 4SM ATE 8SM
93715,PROSPECT,I,,
232115,PROSPECT,F,,DE 3SM ATE 4SM
300618,PROSPECT,M,27/03/1988 00:00:00,DE 8SM ATE 14SM
212518,PROSPECT,I,,DE 4SM ATE 8SM
222107,PROSPECT,F,,
33155,PROSPECT,M,,DE 4SM ATE 8SM
92967,PROSPECT,M,,DE 3SM ATE 4SM
351521,PROSPECT,F,,
98760,PROSPECT,F,,DE 14SM ATE 25SM
167812,PROSPECT,I,,
126116,PROSPECT,M,,
110672,PROSPECT,F,05/04/1970 00:00:00,DE 4SM ATE 8SM
101214,PROSPECT,M,,DE 8SM ATE 14SM
29311,PROSPECT,M,,DE 4SM ATE 8SM
220834,PROSPECT,M,,
95241,PROSPECT,M,,DE 3SM ATE 4SM
311536,PROSPECT,M,13/12/1952 00:00:00,
205060,PROSPECT,M,26/10/1976 00:00:00,DE 3SM ATE 4SM
219590,PROSPECT,F,,
249859,PROSPECT,M,,
276927,PROSPECT,F,,
359720,PROSPECT,M,,
56868,PROSPECT,M,,
243604,PROSPECT,F,,
362409,PROSPECT,F,,
254182,PROSPECT,F,,DE 4SM ATE 8SM
175647,PROSPECT,M,,
280628,PROSPECT,F,,
222241,PROSPECT,M,10/03/1983 00:00:00,DE 8SM ATE 14SM
152581,PROSPECT,F,03/01/1961 00:00:00,
24698,PROSPECT,F,21/11/1979 00:00:00,DE 2SM ATE 3SM
172459,PROSPECT,F,,
199964,PROSPECT,F,,DE 8SM ATE 14SM
349377,PROSPECT,F,03/01/1991 00:00:00,DE 8SM ATE 14SM
280433,PROSPECT,F,01/01/2000 00:00:00,
164905,PROSPECT,M,,DE 3SM ATE 4SM
40837,PROSPECT,M,14/06/1982 00:00:00,DE 4SM ATE 8SM
327809,PROSPECT,F,,
208057,PROSPECT,M,,
368355,PROSPECT,M,,DE 3SM ATE 4SM
366639,PROSPECT,M,,
136375,PROSPECT,F,,
1343,PROSPECT,F,,
284478,PROSPECT,M,28/03/1983 00:00:00,DE 4SM ATE 8SM
240695,PROSPECT,M,31/03/1990 00:00:00,
235863,PROSPECT,F,,DE 4SM ATE 8SM
345085,PROSPECT,F,08/02/1989 00:00:00,
302404,PROSPECT,F,,
326228,PROSPECT,M,,DE 3SM ATE 4SM
276060,PROSPECT,M,24/08/1973 00:00:00,DE 8SM ATE 14SM
250798,PROSPECT,M,26/05/1975 00:00:00,
255116,PROSPECT,F,,DE 3SM ATE 4SM
121726,PROSPECT,M,09/08/1975 00:00:00,DE 14SM ATE 25SM
334036,PROSPECT,M,,DE 3SM ATE 4SM
235501,PROSPECT,M,,DE 2SM ATE 3SM
291259,PROSPECT,F,22/05/1990 00:00:00,DE 4SM ATE 8SM
347668,PROSPECT,M,,
273189,PROSPECT,M,,DE 3SM ATE 4SM
324879,PROSPECT,F,09/04/1980 00:00:00,
280777,PROSPECT,M,,
116069,PROSPECT,F,,
82425,PROSPECT,M,,
147685,PROSPECT,M,,
292319,PROSPECT,F,,
246773,PROSPECT,M,,DE 3SM ATE 4SM
138986,PROSPECT,M,30/09/1958 00:00:00,DE 8SM ATE 14SM
264824,PROSPECT,F,08/07/1975 00:00:00,DE 4SM ATE 8SM
299515,PROSPECT,F,,DE 4SM ATE 8SM
208820,PROSPECT,M,,
327135,PROSPECT,M,,DE 4SM ATE 8SM
149587,PROSPECT,M,,DE 4SM ATE 8SM
75754,PROSPECT,F,,
77175,PROSPECT,I,23/12/1956 00:00:00,DE 8SM ATE 14SM
23786,PROSPECT,M,,DE 2SM ATE 3SM
17168,PROSPECT,F,,DE 4SM ATE 8SM
289425,PROSPECT,F,,
7456,PROSPECT,F,,
119389,PROSPECT,M,22/04/1965 00:00:00,
197679,PROSPECT,M,,
80850,PROSPECT,M,,DE 4SM ATE 8SM
88569,PROSPECT,M,,DE 2SM ATE 3SM
35045,PROSPECT,F,06/07/1988 00:00:00,
164777,PROSPECT,M,19/06/1987 00:00:00,
307215,PROSPECT,F,,DE 3SM ATE 4SM
136903,PROSPECT,M,,
293740,PROSPECT,M,,DE 3SM ATE 4SM
250115,PROSPECT,M,,
219453,PROSPECT,M,,DE 3SM ATE 4SM
359855,PROSPECT,F,,
165102,PROSPECT,M,,DE 3SM ATE 4SM
325836,PROSPECT,M,,
140981,PROSPECT,M,,DE 4SM ATE 8SM
101012,PROSPECT,M,,
296437,PROSPECT,F,,DE 8SM ATE 14SM
142798,PROSPECT,F,,
4261,PROSPECT,M,,DE 3SM ATE 4SM
138907,PROSPECT,M,31/12/1989 00:00:00,
55636,PROSPECT,M,,DE 3SM ATE 4SM
133573,PROSPECT,F,,
239019,PROSPECT,F,,
65116,PROSPECT,M,,DE 3SM ATE 4SM
235607,PROSPECT,M,,
146118,PROSPECT,M,,
20510,PROSPECT,M,,
339409,PROSPECT,F,,
100717,PROSPECT,M,,
304640,PROSPECT,M,,DE 4SM ATE 8SM
121018,PROSPECT,F,,
90622,PROSPECT,M,,
327977,PROSPECT,F,09/09/1976 00:00:00,DE 8SM ATE 14SM
271918,PROSPECT,M,,
38475,PROSPECT,M,,DE 3SM ATE 4SM
99419,PROSPECT,M,,DE 4SM ATE 8SM
322045,PROSPECT,F,,
265012,PROSPECT,F,,
82644,PROSPECT,M,,DE 3SM ATE 4SM
226150,PROSPECT,F,,
271779,PROSPECT,F,02/07/1970 00:00:00,DE 2SM ATE 3SM
71793,PROSPECT,F,23/03/1983 00:00:00,DE 3SM ATE 4SM
313510,PROSPECT,F,,
213404,PROSPECT,F,,
187358,PROSPECT,F,03/10/1993 00:00:00,DE 3SM ATE 4SM
94219,PROSPECT,M,,
102139,PROSPECT,M,,
3632,PROSPECT,F,,DE 4SM ATE 8SM
166923,PROSPECT,F,05/06/1989 00:00:00,DE 8SM ATE 14SM
337354,PROSPECT,F,,
204812,PROSPECT,M,,DE 4SM ATE 8SM
189380,PROSPECT,F,,DE 4SM ATE 8SM
367473,PROSPECT,M,22/05/1990 00:00:00,DE 4SM ATE 8SM
282583,PROSPECT,M,,
180190,PROSPECT,I,25/10/1975 00:00:00,DE 3SM ATE 4SM
297609,PROSPECT,M,15/02/1982 00:00:00,DE 4SM ATE 8SM
270689,PROSPECT,F,,
317177,PROSPECT,M,,
352116,PROSPECT,M,,DE 3SM ATE 4SM
122818,PROSPECT,F,,DE 3SM ATE 4SM
253610,PROSPECT,F,,DE 8SM ATE 14SM
316554,PROSPECT,F,,
299709,PROSPECT,M,,DE 4SM ATE 8SM
155198,PROSPECT,M,21/01/1983 00:00:00,DE 8SM ATE 14SM
154353,PROSPECT,F,,
57712,PROSPECT,F,,
252511,PROSPECT,F,30/04/1974 00:00:00,DE 3SM ATE 4SM
167674,PROSPECT,F,,DE 3SM ATE 4SM
84656,PROSPECT,F,22/04/1960 00:00:00,DE 3SM ATE 4SM
105810,PROSPECT,M,13/11/1987 00:00:00,ACIMA DE 25SM
199144,PROSPECT,M,,
348808,PROSPECT,M,,
121844,PROSPECT,M,,DE 4SM ATE 8SM
218709,PROSPECT,M,,
110188,PROSPECT,F,01/01/2000 00:00:00,DE 3SM ATE 4SM
302648,PROSPECT,M,,
204543,PROSPECT,M,,
48593,PROSPECT,F,,DE 4SM ATE 8SM
277378,PROSPECT,M,,
122342,PROSPECT,M,21/04/1981 00:00:00,DE 8SM ATE 14SM
54050,PROSPECT,M,30/09/1983 00:00:00,DE 4SM ATE 8SM
328850,PROSPECT,M,25/05/1974 00:00:00,
328964,PROSPECT,F,,DE 8SM ATE 14SM
38871,PROSPECT,M,,
328223,PROSPECT,M,,
11888,PROSPECT,M,,
202589,PROSPECT,F,,
161764,PROSPECT,F,,DE 3SM ATE 4SM
5329,PROSPECT,F,03/05/1985 00:00:00,
294347,PROSPECT,F,17/02/1974 00:00:00,DE 3SM ATE 4SM
169531,PROSPECT,M,,DE 3SM ATE 4SM
142565,PROSPECT,M,,
218658,PROSPECT,M,,
39660,PROSPECT,M,12/08/1951 00:00:00,
244844,PROSPECT,M,,
263143,PROSPECT,F,07/06/1979 00:00:00,
87688,PROSPECT,M,,
201683,PROSPECT,F,02/04/1960 00:00:00,
358940,PROSPECT,M,,DE 4SM ATE 8SM
159314,PROSPECT,M,,DE 3SM ATE 4SM
132869,PROSPECT,M,01/11/1979 00:00:00,DE 3SM ATE 4SM
168316,PROSPECT,F,,
124056,PROSPECT,F,,
146018,PROSPECT,M,,
177290,PROSPECT,M,,
359448,PROSPECT,F,,DE 3SM ATE 4SM
314092,PROSPECT,M,,
334414,PROSPECT,F,,
183562,PROSPECT,M,08/08/1972 00:00:00,DE 4SM ATE 8SM
104983,PROSPECT,M,04/02/1977 00:00:00,DE 8SM ATE 14SM
236948,PROSPECT,M,,DE 3SM ATE 4SM
335776,PROSPECT,M,,
358169,PROSPECT,M,05/08/1992 00:00:00,DE 3SM ATE 4SM
53978,PROSPECT,F,,DE 4SM ATE 8SM
135503,PROSPECT,F,21/08/1974 00:00:00,
340802,PROSPECT,F,08/03/1992 00:00:00,DE 4SM ATE 8SM
309411,PROSPECT,F,,
163238,PROSPECT,F,,DE 4SM ATE 8SM
210667,PROSPECT,F,,DE 3SM ATE 4SM
276073,PROSPECT,F,,DE 4SM ATE 8SM
8947,PROSPECT,M,26/05/1984 00:00:00,DE 3SM ATE 4SM
365431,PROSPECT,M,13/09/1982 00:00:00,DE 4SM ATE 8SM
56618,PROSPECT,F,,
298643,PROSPECT,M,,
86827,PROSPECT,F,,DE 4SM ATE 8SM
88282,PROSPECT,I,03/03/1984 00:00:00,DE 3SM ATE 4SM
160067,PROSPECT,M,,
49784,PROSPECT,M,08/07/1990 00:00:00,DE 2SM ATE 3SM
213542,PROSPECT,M,18/07/1994 00:00:00,DE 3SM ATE 4SM
123001,PROSPECT,F,,
152053,PROSPECT,M,,
216334,PROSPECT,F,,
50899,PROSPECT,M,,
181744,PROSPECT,M,,
321670,PROSPECT,M,08/03/1993 00:00:00,DE 3SM ATE 4SM
95006,PROSPECT,M,,
359197,PROSPECT,M,,
322781,PROSPECT,F,,DE 3SM ATE 4SM
217678,PROSPECT,F,,DE 4SM ATE 8SM
106619,PROSPECT,F,,DE 3SM ATE 4SM
34156,PROSPECT,F,05/06/1991 00:00:00,DE 4SM ATE 8SM
271134,PROSPECT,F,,
114502,PROSPECT,M,25/08/1956 00:00:00,DE 3SM ATE 4SM
233996,PROSPECT,M,24/03/1970 00:00:00,DE 4SM ATE 8SM
188412,PROSPECT,F,14/02/1960 00:00:00,DE 8SM ATE 14SM
220124,PROSPECT,F,21/05/1936 00:00:00,DE 8SM ATE 14SM
173829,PROSPECT,M,,
271391,PROSPECT,F,,
152469,PROSPECT,M,,DE 2SM ATE 3SM
285508,PROSPECT,F,,DE 3SM ATE 4SM
80941,PROSPECT,F,,
240959,PROSPECT,F,,
14218,PROSPECT,F,07/12/1996 00:00:00,DE 4SM ATE 8SM
19530,PROSPECT,F,,
229778,PROSPECT,F,15/10/1972 00:00:00,DE 8SM ATE 14SM
89136,PROSPECT,F,,
260648,PROSPECT,F,,
219560,PROSPECT,M,01/01/2000 00:00:00,ACIMA DE 25SM
283194,PROSPECT,M,22/11/1986 00:00:00,DE 14SM ATE 25SM
260138,PROSPECT,F,02/05/1950 00:00:00,DE 8SM ATE 14SM
201500,PROSPECT,M,,
251715,PROSPECT,F,21/09/1976 00:00:00,
326630,PROSPECT,M,,DE 3SM ATE 4SM
41883,PROSPECT,M,,
105927,PROSPECT,F,,DE 14SM ATE 25SM
87008,PROSPECT,M,,DE 3SM ATE 4SM
71097,PROSPECT,M,,DE 4SM ATE 8SM
86694,PROSPECT,F,,DE 3SM ATE 4SM
133532,PROSPECT,M,,
136340,PROSPECT,M,,DE 4SM ATE 8SM
115825,PROSPECT,M,,
31296,PROSPECT,F,,
313296,PROSPECT,M,,DE 8SM ATE 14SM
148366,PROSPECT,F,11/06/1982 00:00:00,DE 3SM ATE 4SM
229924,PROSPECT,M,,
73714,PROSPECT,F,,
150592,PROSPECT,M,25/07/1974 00:00:00,
203175,PROSPECT,M,,
10331,PROSPECT,F,,DE 3SM ATE 4SM
344437,PROSPECT,M,21/02/1961 00:00:00,DE 4SM ATE 8SM
347336,PROSPECT,M,,
103295,PROSPECT,M,03/11/1994 00:00:00,
330365,PROSPECT,F,,DE 3SM ATE 4SM
279460,PROSPECT,M,,DE 3SM ATE 4SM
241141,PROSPECT,F,,
298406,PROSPECT,M,,DE 3SM ATE 4SM
53106,PROSPECT,M,,DE 8SM ATE 14SM
74670,PROSPECT,M,,
183544,PROSPECT,M,,
289838,PROSPECT,M,,ACIMA DE 25SM
333186,PROSPECT,M,16/03/1982 00:00:00,
206372,PROSPECT,M,,
241562,PROSPECT,M,27/04/1974 00:00:00,DE 4SM ATE 8SM
304970,PROSPECT,M,,
359361,PROSPECT,F,28/06/1995 00:00:00,DE 4SM ATE 8SM
144101,PROSPECT,M,,
242234,PROSPECT,M,27/01/1981 00:00:00,DE 3SM ATE 4SM
333701,PROSPECT,F,,
282978,PROSPECT,M,,
46542,PROSPECT,F,,DE 3SM ATE 4SM
340153,PROSPECT,F,,
318787,PROSPECT,M,,DE 8SM ATE 14SM
44915,PROSPECT,M,,
241225,PROSPECT,M,,DE 3SM ATE 4SM
178499,PROSPECT,M,18/09/1961 00:00:00,DE 3SM ATE 4SM
104064,PROSPECT,F,,DE 8SM ATE 14SM
234448,PROSPECT,M,,DE 2SM ATE 3SM
149947,PROSPECT,F,30/01/1979 00:00:00,
176946,PROSPECT,M,,DE 3SM ATE 4SM
359712,PROSPECT,M,,
64052,PROSPECT,M,,DE 3SM ATE 4SM
3903,PROSPECT,M,,
324559,PROSPECT,F,,DE 4SM ATE 8SM
192366,PROSPECT,M,,DE 14SM ATE 25SM
106628,PROSPECT,M,,
324001,PROSPECT,M,,
2159,PROSPECT,M,15/07/1953 00:00:00,DE 3SM ATE 4SM
205254,PROSPECT,F,,
192953,PROSPECT,M,,
342045,PROSPECT,M,14/09/1979 00:00:00,DE 2SM ATE 3SM
217917,PROSPECT,M,,DE 8SM ATE 14SM
69851,PROSPECT,M,,
253279,PROSPECT,F,,
22329,PROSPECT,M,,DE 3SM ATE 4SM
26491,PROSPECT,M,,
335515,PROSPECT,M,,DE 4SM ATE 8SM
243239,PROSPECT,F,,
202793,PROSPECT,M,,
16334,PROSPECT,F,,DE 4SM ATE 8SM
252396,PROSPECT,F,,DE 4SM ATE 8SM
173779,PROSPECT,F,11/07/1982 00:00:00,
267224,PROSPECT,F,,
199378,PROSPECT,F,04/03/1943 00:00:00,DE 4SM ATE 8SM
143007,PROSPECT,M,,
312983,PROSPECT,F,17/08/1953 00:00:00,DE 4SM ATE 8SM
349203,PROSPECT,F,,
162106,PROSPECT,F,,DE 3SM ATE 4SM
351566,PROSPECT,M,,
13614,PROSPECT,M,,
30687,PROSPECT,F,,DE 4SM ATE 8SM
341567,PROSPECT,M,,DE 3SM ATE 4SM
278965,PROSPECT,F,,DE 4SM ATE 8SM
173565,PROSPECT,M,,
68676,PROSPECT,F,,DE 4SM ATE 8SM
291316,PROSPECT,M,17/08/1981 00:00:00,DE 3SM ATE 4SM
370213,PROSPECT,M,23/03/1982 00:00:00,DE 3SM ATE 4SM
366037,PROSPECT,M,,
171258,PROSPECT,M,,
168278,PROSPECT,F,,
305494,PROSPECT,F,,DE 8SM ATE 14SM
