PERFIL,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,PES_GENERO,VISITAS_CAPA,USOU_APP,IDADE,ATR_PF_GEO_RENDA_FAM
False,0,48,163,False,198,True,56.81,4
False,0,13,2,False,0,False,32.38,5
False,9,10,11,False,1,False,32.15,5
False,2,22,33,False,0,False,21.95,3
False,0,3,4,True,0,False,45.37,4
False,2,8,7,True,0,False,34.5,4
False,0,1,0,False,1,True,34.86,3
False,0,1,0,False,0,False,58.9,5
False,0,1,1,True,0,False,56.23,5
False,0,37,326,True,46,False,35.55,5
False,0,4,3,False,4,False,21.95,3
False,12,13,41,False,0,False,45.62,4
False,0,2,0,False,6,True,50.16,3
False,0,2,0,False,0,False,39.94,3
False,1,4,5,True,0,False,31.85,3
False,0,7,4,False,0,False,41.61,4
False,0,6,5,False,4,False,50.14,6
False,0,5,5,False,0,False,31.19,4
False,0,53,154,False,15,False,58.27,6
False,0,2,2,True,1,False,88.99,3
False,144,52,1,False,359,True,52.5,5
False,0,4,4,False,0,False,57.79,4
False,17,37,5,False,162,True,39.5,3
False,0,2,2,True,0,False,31.15,3
False,1,53,8,False,107,False,31.05,3
False,0,34,17,False,53,False,67.27,4
False,0,1,4,False,0,False,63.59,6
False,1,1,1,False,0,False,63.04,3
False,0,1,0,True,0,False,38.12,6
False,0,5,3,False,1,False,63.27,4
False,3,8,4,False,14,False,31.34,3
False,2,6,5,True,0,False,57.16,3
False,10,7,3,False,0,False,57.2,3
False,10,47,0,True,254,True,43.69,3
False,10,7,3,True,0,False,38.51,3
False,3,14,36,False,0,False,33.59,3
False,38,51,297,False,723,True,21.95,3
False,0,43,83,False,231,True,35.6,3
False,0,10,6,True,1,False,61.87,3
False,0,3,4,True,0,False,40.18,3
False,42,43,1,False,239,True,40.82,3
False,24,47,0,False,275,True,65.72,4
False,0,31,47,True,106,True,50.99,3
False,0,1,1,False,0,False,39.9,2
False,14,2,1,False,2,False,27.74,4
False,0,15,14,True,0,False,25.27,3
False,0,10,15,True,0,False,36.44,3
False,0,13,7,False,0,False,38.91,3
False,0,2,2,True,0,False,27.34,3
False,1,10,11,False,1,False,35.64,4
False,2,56,161,True,299,True,65.43,4
False,2,11,0,False,22,True,31.75,3
False,0,17,23,False,2,False,36.04,3
False,171,45,204,False,217,False,37.68,3
False,0,49,217,False,97,True,48.33,3
False,5,1,0,True,2,True,75.19,3
False,0,1,1,True,0,False,48.74,6
False,0,2,2,True,0,False,49.61,3
False,26,36,9,True,88,False,49.6,3
False,21,21,11,False,16,False,31.12,4
False,42,59,86,False,209,False,55.97,3
False,0,60,487,False,2,False,33.18,3
False,0,54,245,False,267,True,60.17,3
False,0,2,2,True,0,False,37.28,5
False,1,1,0,True,0,False,83.44,6
False,0,1,1,False,0,False,39.34,4
False,1,34,131,False,219,True,34.71,4
False,0,1,1,True,0,False,47.74,3
False,22,17,0,False,9,True,21.95,3
False,0,5,5,False,0,False,65.66,3
False,0,12,5,False,0,False,40.74,3
False,4,17,8,False,5,False,32.81,3
False,0,1,0,False,0,False,35.18,3
False,0,12,6,True,1,False,46.39,3
False,0,5,2,False,0,False,37.31,4
False,90,23,15,False,1,False,80.83,3
False,4,10,17,True,0,False,30.14,3
False,0,2,4,False,0,False,39.78,3
False,2,1,1,False,0,False,40.34,3
False,0,2,2,True,0,False,59.98,3
False,4,3,3,True,0,False,35.43,3
False,0,2,2,False,0,False,30.56,3
False,0,12,12,False,39,True,63.25,3
False,0,4,2,True,1,False,36.39,3
False,2,4,0,False,5,True,44.58,3
False,0,2,1,False,0,False,42.78,4
False,0,2,2,True,0,False,28.64,5
False,18,7,0,False,19,True,74.89,3
False,0,38,67,False,89,True,50.54,5
False,0,8,0,True,12,True,47.01,3
False,1,7,14,True,0,False,34.49,3
False,0,6,5,True,0,False,36.11,3
False,4,27,6,True,37,False,35.15,3
False,0,4,2,True,0,False,52.09,3
False,16,38,0,False,358,True,54.39,3
False,0,9,16,True,0,False,43.81,3
False,0,2,2,False,0,False,28.72,4
False,0,55,60,False,162,True,33.49,3
False,11,13,17,True,0,False,35.86,3
False,6,1,3,True,0,False,44.67,5
False,1,7,0,False,10,True,32.39,5
False,0,3,2,True,0,False,69.91,4
False,0,60,710,False,1064,True,30.41,3
False,0,1,0,True,0,False,36.29,4
False,0,5,4,False,0,False,38.66,3
False,13,24,0,False,73,True,41.28,4
False,0,2,1,True,0,False,21.95,4
False,123,37,24,False,87,True,50.15,4
False,1,15,8,False,0,False,43.43,3
False,0,1,1,True,0,False,63.52,3
False,2,1,0,False,0,False,47.04,4
False,0,1,0,False,2,True,65.12,3
False,2,5,7,False,0,False,63.02,4
False,0,5,5,True,0,False,62.61,3
False,21,20,10,True,1,False,41.61,4
False,0,7,9,True,0,False,36.11,3
False,1,8,5,False,0,False,64.54,3
False,0,1,1,True,0,False,40.56,5
False,3,6,5,False,0,False,38.21,4
False,0,5,3,True,1,False,88.89,5
False,0,1,1,False,0,False,60.22,3
False,8,8,0,False,18,True,30.75,3
False,0,2,1,False,0,False,77.22,3
False,4,6,7,False,1,True,66.89,4
False,10,2,0,True,3,True,36.24,3
False,0,5,0,False,0,False,33.01,3
False,0,13,16,True,0,False,46.55,4
False,6,2,2,False,0,False,58.55,3
False,4,9,13,False,0,False,46.24,2
False,0,3,3,False,0,False,35.06,5
False,0,9,4,False,0,False,63.19,6
False,10,12,7,False,0,False,44.19,3
False,0,5,6,True,0,False,35.64,3
False,10,6,0,False,24,True,36.19,5
False,0,8,3,False,0,False,68.35,4
False,12,13,2,False,10,False,73.1,5
False,0,1,2,True,0,False,53.38,3
False,0,2,2,True,0,False,58.49,5
False,38,57,0,False,569,True,37.24,3
False,3,60,113,False,360,True,49.4,3
False,23,19,0,False,115,True,43.48,4
False,3,14,0,False,58,True,48.72,3
False,0,35,40,True,57,True,45.27,6
False,52,38,5,True,96,True,39.87,5
False,81,55,2,False,514,True,21.95,3
False,0,1,1,True,0,False,63.03,4
False,0,1,0,True,0,False,47.79,3
False,0,1,0,True,0,False,44.27,3
False,2,1,0,True,0,False,27.32,3
False,0,12,5,False,26,False,20.95,5
False,0,3,3,True,0,False,41.72,5
False,0,5,4,False,0,False,81.05,3
False,0,5,0,True,9,True,34.29,3
False,2,6,6,True,0,False,28.55,3
False,0,7,7,True,0,False,38.07,3
False,0,12,12,True,0,False,77.75,5
False,0,9,9,True,0,False,44.22,3
False,0,1,0,False,6,True,40.06,3
False,0,10,10,True,0,False,50.65,4
False,53,32,14,True,204,True,55.37,3
False,0,2,4,True,0,False,41.43,3
False,0,10,8,True,0,False,33.2,4
False,6,8,4,False,5,False,35.93,3
False,12,1,0,False,1,True,38.72,4
False,0,60,580,True,710,True,76.91,4
False,0,1,0,True,0,False,48.97,3
False,5,4,5,True,0,False,41.29,3
False,15,16,7,False,1,False,53.17,3
False,38,26,13,True,0,False,56.17,4
False,0,53,223,True,21,False,79.5,3
False,0,31,133,False,197,True,42.87,5
False,2,12,6,True,7,True,38.34,3
False,0,2,4,True,5,False,82.46,3
False,0,58,775,True,217,True,42.8,3
False,0,19,23,False,0,False,35.63,4
False,0,1,0,True,1,False,36.21,3
False,0,10,9,False,5,False,59.67,3
False,132,41,11,False,150,True,59.26,3
False,0,28,68,True,149,True,61.4,5
False,0,57,238,False,253,True,45.24,3
False,0,1,1,True,0,False,44.0,3
False,0,1,1,True,0,False,51.92,3
False,0,60,843,True,403,True,41.12,3
False,0,4,4,True,0,False,39.39,3
False,0,1,0,False,0,False,21.95,4
False,15,25,13,False,0,False,36.9,4
False,0,10,10,False,0,False,42.01,4
False,0,4,4,True,0,False,46.62,3
False,0,2,0,False,0,False,21.95,3
False,1,10,0,False,13,True,30.6,4
False,0,56,148,False,245,False,46.05,3
False,71,27,81,False,8,False,35.63,4
False,0,13,6,False,27,False,68.07,3
False,0,5,7,True,0,False,35.07,4
False,8,29,0,False,121,True,28.67,3
False,8,23,10,False,41,True,29.02,4
False,1,14,27,True,29,True,57.47,6
False,192,35,0,False,283,True,71.6,4
False,0,6,3,False,0,False,41.01,3
False,0,5,5,False,0,False,67.39,4
False,0,4,4,True,0,False,35.54,3
False,0,2,1,True,0,False,30.51,2
False,0,10,8,True,0,False,53.74,3
False,25,41,24,True,0,False,21.95,3
False,0,35,183,True,16,False,71.48,4
False,0,27,40,True,0,False,50.4,3
False,24,16,0,True,20,True,45.68,3
False,32,15,0,False,66,True,50.07,3
False,0,5,6,True,0,False,33.63,3
False,0,3,1,False,0,False,46.18,5
False,0,5,7,False,0,False,35.09,3
False,19,39,21,True,93,False,45.14,3
False,0,3,4,True,0,False,27.75,3
False,0,6,5,True,0,False,47.63,3
False,0,2,1,True,0,False,59.78,3
False,0,1,1,False,0,False,28.68,4
False,2,9,6,False,1,False,31.8,3
False,3,7,0,False,33,True,27.11,3
False,28,54,0,False,233,True,34.39,3
False,18,17,4,False,34,True,43.24,3
False,0,1,3,False,0,False,68.41,3
False,0,3,3,False,0,False,57.24,3
False,4,12,17,True,0,False,40.97,4
False,0,2,2,True,0,False,54.86,4
False,0,27,6,True,42,False,35.05,3
False,0,56,349,False,23,True,69.9,3
False,0,7,12,True,0,False,42.54,3
False,0,50,105,False,328,True,41.34,2
False,2,3,0,False,7,True,61.33,3
False,0,4,3,True,0,False,35.69,3
False,3,1,0,True,0,False,44.1,4
False,7,26,42,False,0,False,31.87,3
False,0,2,0,False,3,False,21.95,5
False,8,1,0,True,4,True,36.4,3
False,0,1,0,False,0,False,40.37,5
False,0,1,2,True,0,False,26.04,3
False,7,15,10,False,13,True,33.7,3
False,2,2,0,False,6,True,53.07,3
False,6,22,40,False,0,False,74.12,3
False,0,1,1,False,0,False,27.86,3
False,16,12,0,False,52,True,32.58,4
False,1,1,1,True,0,False,85.49,4
False,0,13,10,True,0,False,28.98,3
False,0,1,1,True,0,False,37.72,3
False,46,29,10,False,0,False,41.3,6
False,2,6,6,True,0,False,46.26,3
False,1,5,5,True,0,False,59.22,5
False,0,1,1,False,0,False,28.66,3
False,0,1,0,True,0,False,52.04,3
False,10,55,251,True,526,True,65.63,3
False,0,1,2,True,0,False,67.27,3
False,0,11,3,False,1,False,55.65,3
False,6,30,54,True,0,False,37.63,5
False,1,17,0,False,126,True,40.76,3
False,0,2,3,True,0,False,33.12,3
False,0,4,0,True,0,False,29.9,3
False,0,6,8,True,2,False,64.91,5
False,0,1,0,False,2,True,43.24,3
False,0,4,4,True,0,False,31.51,3
False,0,3,4,False,0,False,45.72,4
False,6,51,272,False,454,True,40.06,3
False,1,2,2,True,0,False,39.55,5
False,0,7,0,False,22,True,37.93,3
False,0,3,2,True,0,False,46.91,4
False,9,35,3,False,205,True,40.02,3
False,0,3,2,False,0,False,40.45,3
False,17,1,1,False,0,False,33.39,3
False,0,1,1,False,0,False,36.14,5
False,10,19,24,False,0,False,35.38,3
False,0,2,0,False,2,False,40.76,4
False,5,17,23,True,0,False,69.6,4
False,4,12,15,True,26,False,39.87,5
False,0,4,4,False,0,False,45.46,3
False,30,38,3,True,207,True,66.94,3
False,50,25,22,False,44,False,72.51,3
False,0,3,2,True,0,False,39.17,3
False,0,55,116,False,210,False,59.83,3
False,21,20,9,False,2,False,63.01,3
False,0,1,2,True,0,False,69.47,3
False,0,60,268,False,360,True,41.19,5
False,0,5,6,False,0,False,41.63,4
False,8,58,2,False,464,True,40.93,3
False,0,12,8,False,0,False,37.72,3
False,0,1,0,True,2,False,57.95,3
False,0,4,5,True,0,False,50.84,3
False,2,41,66,False,144,False,21.95,3
False,0,28,130,True,83,True,60.68,3
False,10,12,9,False,10,False,31.24,2
False,0,3,3,True,0,False,36.61,3
False,0,2,2,False,0,False,32.81,5
False,1,3,5,True,0,False,37.61,3
False,15,21,15,False,1,False,43.35,3
False,0,13,11,True,14,True,25.45,4
False,4,41,6,False,260,True,33.14,3
False,2,5,6,True,0,False,36.21,4
False,1,20,7,False,0,False,43.25,3
False,6,17,26,False,0,False,54.95,5
False,0,24,7,True,0,False,20.86,3
False,0,2,3,True,1,False,29.93,3
False,2,32,16,False,52,False,56.86,4
False,0,1,2,False,0,False,73.81,3
False,8,48,984,True,122,True,66.43,5
False,6,2,0,False,1,True,71.26,4
False,0,4,1,False,5,False,23.67,3
False,0,1,0,False,0,False,50.2,3
False,0,1,2,False,0,False,50.57,4
False,0,53,386,True,148,True,41.12,3
False,7,22,37,False,16,True,90.35,3
False,0,2,2,False,0,False,37.1,2
False,0,2,3,False,0,False,46.1,3
False,0,2,2,True,0,False,62.47,5
False,2,36,58,True,124,True,55.29,3
False,1,5,5,True,0,False,59.07,3
False,22,21,16,False,0,False,60.23,4
False,10,43,0,True,411,True,41.78,5
False,4,11,4,False,12,True,47.91,4
False,10,3,1,False,0,False,44.89,3
False,0,37,79,True,0,False,28.03,4
False,0,56,266,False,446,True,50.74,3
False,0,1,1,False,0,False,43.9,3
False,6,5,10,True,0,False,39.58,3
False,0,1,1,False,0,False,58.95,3
False,4,10,3,True,8,False,43.76,3
False,0,60,604,False,934,True,52.51,3
False,4,1,1,False,0,False,35.74,4
False,0,3,2,False,0,False,38.07,4
False,42,60,0,False,325,True,32.38,3
False,0,8,0,False,24,True,45.01,4
False,0,5,2,True,6,False,43.12,4
False,1,52,255,True,342,True,47.6,4
False,0,3,2,False,1,False,35.51,3
False,0,3,3,True,0,False,26.53,4
False,0,10,4,False,0,False,41.63,4
False,0,4,3,True,1,False,37.52,3
False,0,3,3,False,0,False,51.01,3
False,0,5,6,True,0,False,43.65,3
False,6,8,5,False,0,False,62.36,3
False,6,57,290,True,749,True,69.34,4
False,34,32,0,False,180,True,59.89,3
False,2,10,7,True,0,False,41.15,4
False,0,6,4,True,0,False,72.5,3
False,0,13,25,False,0,False,48.08,5
False,0,57,413,True,573,True,42.04,3
False,0,3,1,True,0,False,36.74,4
False,2,2,4,False,0,False,26.19,3
False,13,21,35,False,2,False,38.52,3
False,0,20,1,False,40,False,37.8,3
False,0,6,6,False,0,False,37.87,4
False,2,5,0,False,7,True,42.44,3
False,0,45,107,True,4,False,45.07,3
False,2,8,0,False,22,True,39.79,3
False,0,55,349,False,88,True,46.15,3
False,0,1,1,False,2,False,31.24,3
False,0,54,247,False,174,False,39.42,3
False,0,2,2,True,0,False,38.32,5
False,0,2,3,True,0,False,35.52,3
False,0,2,2,False,0,False,39.52,3
False,3,1,1,True,0,False,50.33,3
False,0,2,0,True,0,False,37.46,3
False,0,2,1,True,0,False,30.86,3
False,0,35,7,False,64,False,34.52,3
False,0,15,5,False,2,False,37.66,3
False,0,2,2,False,0,False,56.32,4
False,0,4,5,True,0,False,30.98,3
False,30,14,12,False,2,False,41.36,3
False,30,11,14,False,0,False,52.87,3
False,0,12,17,True,0,False,29.63,3
False,0,11,4,True,0,False,42.75,4
False,0,13,15,True,0,False,30.44,4
False,4,20,22,True,0,False,27.52,3
False,0,3,3,False,2,False,59.86,4
False,4,14,0,False,21,True,38.48,5
False,4,33,0,True,334,True,28.51,3
False,47,55,24,True,186,False,65.02,4
False,0,10,12,False,56,True,38.64,5
False,0,6,7,False,0,False,42.84,3
False,7,5,0,True,31,True,42.96,3
False,84,24,12,True,3,False,57.38,3
False,894,40,206,True,69,False,34.96,3
False,0,5,4,False,0,False,47.22,4
False,0,18,37,False,0,False,40.29,3
False,0,2,4,False,0,False,38.94,6
False,0,6,0,False,0,False,45.66,3
False,0,2,2,False,0,False,21.95,3
False,43,48,0,False,362,True,56.21,3
False,0,57,214,True,447,True,43.16,6
False,12,7,13,False,1,False,41.07,3
False,1,19,46,False,1,False,65.02,3
False,0,1,0,False,0,False,82.79,2
False,0,11,12,False,1,False,31.31,3
False,1,6,5,True,3,False,70.8,3
False,8,13,12,True,4,False,34.15,3
False,3,6,5,False,3,False,34.66,4
False,0,1,0,False,0,False,53.61,4
False,0,60,426,True,187,False,39.22,4
False,0,1,1,False,0,False,31.11,3
False,2,12,7,True,15,False,36.51,3
False,2,35,9,True,63,False,76.98,4
False,0,2,2,True,0,False,47.03,4
False,0,13,15,True,5,False,38.15,6
False,0,2,0,False,0,False,60.29,3
False,0,3,4,True,0,False,39.35,3
False,0,55,314,True,18,False,51.44,3
False,0,6,6,False,0,False,35.2,4
False,0,26,69,False,9,False,61.48,5
False,2,5,4,True,14,True,55.77,3
False,3,32,42,True,0,False,62.13,3
False,0,55,116,False,352,True,60.69,3
False,8,25,36,True,0,False,49.35,3
False,10,21,0,True,32,True,21.95,5
False,0,2,3,False,0,False,45.83,4
False,0,5,3,False,0,False,34.8,4
False,0,13,20,False,0,False,36.95,4
False,0,10,19,True,0,False,33.66,3
False,0,2,0,False,6,True,71.97,2
False,0,1,1,False,0,False,61.25,6
False,167,60,0,False,2963,True,63.56,3
False,1,18,0,False,37,True,38.67,4
False,0,34,98,False,136,True,68.06,3
False,0,3,0,False,3,False,30.17,4
False,36,31,35,False,36,True,57.21,4
False,0,11,18,False,0,False,34.92,3
False,0,1,1,False,0,False,38.87,4
False,32,20,16,False,0,False,41.37,5
False,0,57,87,False,391,True,38.64,3
False,10,54,6,False,131,False,51.61,3
False,0,23,0,False,55,True,47.05,3
False,8,8,17,True,0,False,46.15,3
False,0,1,0,False,0,False,61.68,3
False,141,35,0,True,223,True,66.96,3
False,76,23,14,False,4,False,55.02,5
False,7,7,0,False,20,True,63.17,4
False,2,4,6,False,0,False,45.05,3
False,3,10,2,False,30,True,30.92,3
False,7,5,3,False,10,False,64.67,5
False,0,24,38,True,0,False,82.44,4
False,0,1,0,False,0,False,44.2,3
False,0,23,13,False,0,False,69.95,3
False,0,51,102,False,106,False,60.96,3
False,0,1,1,True,0,False,45.33,4
False,0,11,6,False,0,False,57.55,3
False,0,60,334,True,206,True,49.74,4
False,0,1,1,False,0,False,44.42,6
False,0,13,6,True,0,False,32.24,6
False,0,38,58,False,0,False,47.44,2
False,0,21,36,False,0,False,40.46,5
False,0,1,1,False,0,False,60.09,3
False,24,10,3,False,20,True,60.71,3
False,1,12,16,True,0,False,35.46,3
False,6,12,0,False,47,True,31.47,3
False,0,8,8,False,0,False,39.57,3
False,0,1,1,True,0,False,47.77,3
False,8,9,0,False,11,True,37.73,3
False,9,1,4,True,0,False,37.41,3
False,0,1,1,False,0,False,35.76,3
False,2,22,0,False,84,True,21.95,3
False,6,8,6,False,1,False,24.05,3
False,0,44,3,True,1,False,54.72,3
False,2,2,0,False,0,False,84.38,3
False,0,12,27,True,0,False,64.62,3
False,5,17,0,False,91,True,35.34,5
False,0,12,7,False,8,False,28.38,5
False,0,1,1,True,0,False,30.76,3
False,4,17,8,False,27,False,48.37,2
False,0,1,1,True,0,False,37.22,3
False,0,34,164,False,1,False,37.09,3
False,0,4,3,True,0,False,43.62,3
False,0,2,2,False,0,False,31.91,3
False,0,27,103,False,45,False,48.45,4
False,1,2,1,True,0,False,50.94,3
False,6,11,12,True,0,False,49.86,3
False,70,58,52,True,147,False,33.12,3
False,36,19,0,False,147,True,73.84,3
False,0,43,126,True,6,False,65.97,3
False,22,14,7,True,9,False,34.01,3
False,0,3,2,True,1,False,65.11,4
False,31,30,57,True,0,False,35.52,3
False,0,1,1,False,1,False,30.29,1
False,0,21,25,True,0,False,34.61,4
False,0,5,5,False,0,False,40.7,3
False,0,7,5,True,0,False,30.21,3
False,0,60,675,True,496,False,63.17,3
False,0,2,1,True,1,True,37.97,4
False,0,5,7,True,0,False,41.49,4
False,4,6,9,True,0,False,34.35,3
False,0,4,2,True,0,False,36.33,2
False,0,4,3,False,0,False,33.32,3
False,4,5,4,True,0,False,36.93,3
False,0,3,2,True,0,False,29.44,3
False,1,4,0,True,18,True,72.77,3
False,0,3,0,False,2,False,56.75,2
False,0,1,2,True,0,False,47.52,2
False,0,8,9,True,0,False,45.88,3
False,0,5,5,False,0,False,63.45,3
False,0,52,37,False,175,True,48.97,4
False,0,6,3,True,0,False,40.1,3
False,0,1,1,True,0,False,36.99,3
False,1,7,0,False,15,True,38.67,4
False,0,45,74,False,81,True,21.95,3
False,1,56,663,True,641,True,36.61,3
False,4,8,0,False,13,True,41.18,3
False,0,3,1,True,0,False,45.73,4
False,0,3,4,False,0,False,51.0,3
False,0,29,53,True,27,True,47.84,5
False,0,7,3,False,0,False,44.2,3
False,0,40,5,False,0,False,46.83,3
False,0,2,0,False,0,False,36.97,3
False,46,39,21,False,0,False,35.77,4
False,38,24,11,False,6,False,48.22,3
False,0,4,2,True,4,False,55.83,2
False,3,15,19,False,0,False,30.57,3
False,0,4,2,False,6,False,44.59,3
False,123,47,0,True,383,True,41.09,3
False,0,2,3,False,0,False,68.38,3
False,0,6,4,True,0,False,50.06,4
False,1,1,0,True,0,False,55.79,3
False,4,2,0,True,1,True,62.87,6
False,7,19,22,True,3,False,21.95,4
False,0,7,3,False,1,False,38.14,3
False,88,48,83,False,0,False,47.96,5
False,0,2,1,True,0,False,32.98,3
False,4,31,70,False,23,True,22.03,3
False,4,5,0,False,34,True,40.31,3
False,18,5,0,False,26,True,39.4,5
False,0,2,2,True,0,False,31.17,2
False,0,1,1,False,0,False,45.13,3
False,0,1,0,True,0,False,59.5,3
False,0,10,0,False,40,True,50.1,3
False,46,40,0,False,172,True,62.34,3
False,0,20,26,True,0,False,45.81,3
False,0,2,2,False,0,False,48.01,5
False,27,28,99,True,149,True,56.81,4
False,1,2,6,True,3,False,33.91,3
False,3,3,0,True,4,True,32.21,4
False,0,39,55,True,0,False,37.9,3
False,0,54,199,False,166,True,58.28,3
False,11,23,46,False,0,False,30.76,3
False,0,7,2,False,0,False,32.61,3
False,0,1,0,True,0,False,52.45,3
False,0,1,0,False,0,False,42.07,4
False,37,21,15,False,0,False,43.56,3
False,0,1,0,True,0,False,24.22,3
False,0,2,3,False,0,False,46.78,3
False,0,1,2,True,0,False,38.4,3
False,0,1,2,True,0,False,50.7,4
False,34,47,0,False,113,True,52.26,3
False,1,4,2,False,1,False,47.9,4
False,0,1,0,True,0,False,33.99,3
False,0,6,0,False,6,False,38.7,3
False,1,4,4,False,0,False,21.95,3
False,8,35,19,False,45,False,40.81,1
False,0,4,3,False,4,False,36.81,3
False,24,14,0,False,17,True,41.94,3
False,8,49,4,False,503,True,34.09,3
False,0,2,1,True,0,False,58.01,3
False,4,1,0,True,4,True,39.62,4
False,8,16,6,True,12,True,72.26,3
False,0,20,41,False,79,True,20.86,3
False,0,45,161,False,51,False,36.23,3
False,9,5,14,False,1,False,79.34,2
False,0,4,4,False,5,False,36.43,3
False,0,8,5,True,0,False,40.61,3
False,0,38,224,True,193,False,31.06,3
False,0,2,1,True,0,False,37.32,3
False,0,6,7,False,0,False,30.74,3
False,0,5,6,True,0,False,22.29,3
False,2,18,11,False,0,False,60.65,4
False,0,60,748,False,1244,True,70.65,6
False,0,1,1,True,0,False,51.04,3
False,0,4,4,True,0,False,35.77,4
False,69,40,21,False,2,False,43.13,3
False,0,10,11,False,0,False,54.13,3
False,0,1,1,True,0,False,61.49,3
False,3,2,0,True,1,True,33.01,2
False,0,6,3,False,4,False,28.75,3
False,0,1,0,True,0,False,35.65,3
False,0,6,5,False,0,False,33.69,4
False,80,34,12,True,0,False,47.39,3
False,12,29,57,False,0,False,36.96,3
False,5,11,0,True,68,True,66.48,3
False,0,1,1,False,0,False,58.56,5
False,14,21,24,False,0,False,61.95,3
False,0,4,6,True,0,False,42.25,3
False,0,35,9,False,0,False,37.1,4
False,0,2,0,True,1,False,56.17,4
False,0,1,1,True,0,False,34.46,4
False,3,7,8,False,0,False,71.68,3
False,55,29,7,False,84,False,55.65,3
False,30,13,0,False,102,True,40.12,3
False,0,5,1,False,0,False,68.31,3
False,0,3,4,False,0,False,45.34,3
False,0,7,11,False,0,False,34.55,4
False,0,9,6,False,0,False,55.98,4
False,0,48,159,False,0,False,54.75,3
False,0,38,68,False,12,False,31.61,3
False,0,59,850,False,0,False,42.91,4
False,3,6,0,False,9,True,35.52,2
False,0,49,182,False,9,True,37.96,5
False,8,21,0,False,134,True,37.96,3
False,0,2,2,True,0,False,40.61,3
False,8,12,20,False,0,False,61.74,3
False,0,2,1,False,0,False,41.54,5
False,0,4,1,True,0,False,35.11,3
False,0,3,3,True,0,False,37.18,3
False,8,10,0,False,56,True,44.71,4
False,0,3,5,True,2,False,85.73,3
False,0,28,29,True,59,True,36.19,3
False,20,14,8,True,39,False,40.77,4
False,0,4,4,False,2,False,56.14,3
False,1,4,7,True,0,False,51.96,3
False,0,1,1,False,0,False,43.03,4
False,0,1,6,True,0,False,49.91,3
False,2,59,177,False,892,True,54.24,4
False,202,55,51,False,335,True,60.2,3
False,0,1,1,True,0,False,32.48,3
False,0,1,1,False,0,False,44.24,3
False,0,2,1,False,0,False,21.95,3
False,0,5,5,True,0,False,39.29,4
False,0,34,9,False,3,False,41.38,4
False,0,59,490,True,11,False,41.18,3
False,6,25,7,True,65,True,35.27,3
False,0,1,0,False,0,False,21.95,3
False,1,36,69,False,1,False,32.27,3
False,0,12,11,False,0,False,38.27,3
False,10,8,10,False,0,False,45.95,2
False,3,5,2,False,1,False,43.28,4
False,0,1,1,False,0,False,39.2,3
False,0,60,1773,False,1383,True,31.35,3
False,0,1,0,False,1,False,42.98,4
False,28,41,13,False,117,False,62.87,3
False,0,1,1,True,0,False,41.7,4
False,0,3,3,True,0,False,38.97,3
False,0,2,2,False,0,False,56.11,2
False,0,16,29,False,64,True,36.27,4
False,0,1,1,False,0,False,34.55,4
False,0,1,0,False,0,False,40.14,3
False,2,4,6,True,1,False,32.81,3
False,0,17,19,False,0,False,38.84,3
False,0,2,2,True,0,False,32.66,3
False,40,26,8,False,46,True,35.66,3
False,1,4,2,True,1,False,35.57,3
False,130,52,6,False,262,True,45.99,6
False,35,26,18,False,0,False,55.64,2
False,10,1,1,True,0,False,32.31,5
False,0,11,1,True,48,True,78.29,4
False,32,6,6,False,0,False,40.24,3
False,0,3,5,True,0,False,45.23,3
False,2,20,20,False,0,False,39.8,4
False,0,2,1,False,0,False,41.4,3
False,40,45,0,False,123,True,40.3,3
False,0,3,6,True,0,False,59.01,2
False,0,44,8,False,0,False,45.57,3
False,0,1,0,False,0,False,30.47,4
False,0,2,1,False,0,False,62.67,3
False,0,1,2,True,0,False,28.42,4
False,16,15,0,False,48,True,46.21,3
False,0,6,7,False,0,False,36.58,3
False,7,34,0,False,107,True,59.7,4
False,0,5,2,False,5,True,34.68,4
False,0,24,5,True,0,False,57.54,2
False,0,1,0,True,0,False,39.29,4
False,0,1,2,True,0,False,43.82,3
False,24,17,0,False,90,True,40.19,4
False,0,1,0,False,0,False,50.98,4
False,0,5,5,False,0,False,28.4,5
False,0,37,106,False,137,True,31.04,3
False,2,55,16,False,1299,True,48.68,3
False,32,14,0,True,102,True,21.95,3
False,0,58,301,False,45,True,35.69,5
False,0,1,1,True,0,False,34.9,3
False,0,3,3,True,0,False,61.01,3
False,0,43,251,True,20,True,61.17,3
False,0,42,15,False,0,False,39.35,4
False,0,3,4,True,0,False,45.57,4
False,1,8,6,False,0,False,38.49,3
False,6,11,10,True,7,False,59.61,4
False,0,1,1,True,0,False,35.87,3
False,37,41,0,True,171,True,58.15,3
False,0,20,8,False,0,False,21.95,3
False,5,10,8,True,0,False,37.82,4
False,0,38,29,True,104,True,42.98,3
False,5,26,0,True,41,True,38.6,3
False,0,1,1,False,0,False,69.63,3
False,1,18,19,True,5,False,29.45,3
False,10,22,39,True,0,False,52.99,5
False,0,11,12,False,0,False,31.76,3
False,0,1,0,True,0,False,51.81,4
False,57,39,24,True,401,True,86.09,3
False,0,1,0,False,0,False,55.21,3
False,4,2,3,False,0,False,34.78,5
False,4,30,46,True,0,False,61.58,3
False,0,1,2,True,2,False,42.07,3
False,0,2,2,False,0,False,36.5,3
False,10,5,3,False,0,False,43.47,3
